time,weight,height,bmi,fatRate,bodyWaterRate,boneMass,metabolism,muscleRate,visceralFat
1637666755,65.3,175.0,21.3,15.397667,58.0372,2.810649,1527.0,52.434677,6.0,533
1637753514,65.65,175.0,21.4,15.864548,57.71692,2.8101125,1532.0,52.424812,6.0,551
1637792013,65.35,175.0,21.3,null,null,null,null,null,null,null
1637837314,65.6,175.0,21.4,15.741881,57.80107,2.812093,1531.0,52.46123,6.0,543
1637855155,66.85,175.0,21.8,null,null,null,null,null,null,null
1637920853,87.35,183.0,26.0,null,null,null,null,null,null,null
1637929573,65.75,175.0,21.4,15.819734,57.74766,2.815972,1534.0,52.532555,6.0,539
1637930487,65.5,175.0,21.3,15.620572,57.88429,2.8118455,1530.0,52.45668,6.0,539
1638011507,66.35,175.0,21.6,16.240353,57.459118,2.827629,1542.0,52.746895,6.0,534
1638097898,66.1,175.0,21.5,16.00344,57.62164,2.8249056,1539.0,52.69682,6.0,530
1638134571,65.35,175.0,21.3,null,null,null,null,null,null,null
1638189035,65.15,175.0,21.2,15.412242,58.027203,2.8036134,1525.0,52.305313,6.0,546
1638189038,65.15,175.0,21.2,15.412242,58.027203,2.8036134,1525.0,52.305313,6.0,546
1638269082,65.15,175.0,21.2,15.516617,57.9556,2.800106,1525.0,52.240818,6.0,556
1638321666,66.3,175.0,21.6,null,null,null,null,null,null,null
1638353924,88.3,183.0,26.3,null,null,null,null,null,null,null
1638362979,65.2,175.0,21.2,15.588149,57.90653,2.799879,1525.0,52.236645,6.0,559
1638446844,65.6,175.0,21.4,15.887003,57.701515,2.8071828,1531.0,52.37094,6.0,557
1638526075,65.4,175.0,21.3,15.842011,57.73238,2.8000236,1528.0,52.239304,6.0,568
1638526092,65.4,175.0,21.3,15.842011,57.73238,2.8000236,1528.0,52.239304,6.0,568
1638754030,88.0,183.0,26.2,null,null,null,null,null,null,null
1638878041,65.4,175.0,21.3,15.821217,57.746647,2.800725,1528.0,52.2522,6.0,566
1638919889,86.25,183.0,25.7,null,null,null,null,null,null,null
1638960807,64.9,175.0,21.1,15.70212,57.828346,2.7830021,1521.0,51.926323,5.0,593
1639005067,66.0,175.0,21.5,null,null,null,null,null,null,null
1639047475,65.85,175.0,21.5,16.219095,57.4737,2.8067493,1535.0,52.362976,6.0,570
1639132247,65.3,175.0,21.3,16.032888,57.601437,2.7892535,1527.0,52.04127,6.0,594
1639177586,65.8,175.0,21.4,null,null,null,null,null,null,null
1639223132,65.55,175.0,21.4,16.023611,57.607803,2.8003948,1531.0,52.24613,6.0,574
1639223153,65.55,175.0,21.4,16.013237,57.61492,2.8007457,1531.0,52.25258,6.0,573
1639309499,65.25,175.0,21.3,15.659578,57.85753,2.799652,1526.0,52.23247,6.0,562
1639309519,65.25,175.0,21.3,15.659578,57.85753,2.799652,1526.0,52.23247,6.0,562
1639401978,64.55,175.0,21.0,15.039313,58.28303,2.789852,1516.0,52.052273,5.0,557
1639569912,65.55,175.0,21.4,15.556791,57.92804,2.8161783,1531.0,52.536346,6.0,529
1639569932,65.55,175.0,21.4,15.556791,57.92804,2.8161783,1531.0,52.536346,6.0,529
1639604414,86.05,183.0,25.6,null,null,null,null,null,null,null
1639658501,65.35,175.0,21.3,15.458721,57.995316,2.8107727,1528.0,52.43695,6.0,535
1639736477,65.35,175.0,21.3,15.333855,58.080975,2.8149817,1528.0,52.514343,6.0,523
1639999050,65.05,175.0,21.2,15.498657,57.967922,2.796351,1523.0,52.171776,5.0,562
1640083466,65.25,175.0,21.3,15.690843,57.836082,2.7985997,1526.0,52.213123,6.0,565
1640083486,65.25,175.0,21.3,15.690843,57.836082,2.7985997,1526.0,52.213123,6.0,565
1640168803,65.1,175.0,21.2,15.444968,58.004753,2.8003328,1524.0,52.24499,5.0,553
1640257971,65.65,175.0,21.4,15.781684,57.773766,2.8129184,1532.0,52.476406,6.0,543
1640305244,60.5,160.0,23.6,34.906796,46.476547,2.3441932,1040.0,37.037197,8.0,470
1640305388,80.0,183.0,23.8,23.71483,52.331627,3.1089263,1390.0,57.91921,15.0,445
1640343918,66.05,175.0,21.5,16.283236,57.429703,2.8132074,1538.0,52.48172,6.0,561
1640430976,65.8,175.0,21.4,16.086742,57.564495,2.8090808,1534.0,52.405846,6.0,561
1640605181,66.35,175.0,21.6,16.629803,57.191956,2.8143008,1542.0,52.501823,6.0,572
1640689557,65.35,175.0,21.3,15.562777,57.923935,2.8072653,1528.0,52.37246,6.0,545
1640778193,65.65,175.0,21.4,16.092422,57.560596,2.802396,1532.0,52.28293,6.0,573
1640867946,66.8,175.0,21.8,16.202211,57.485283,2.8483849,1549.0,53.12854,6.0,496
1640890106,80.75,183.0,24.1,24.193516,52.00325,3.1184995,1401.0,58.095238,15.0,453
1640947818,66.4,175.0,21.6,16.06427,57.57991,2.83582,1543.0,52.897507,6.0,513
1641046782,66.4,175.0,21.6,16.033548,57.600986,2.8368723,1543.0,52.916855,6.0,510
1641125244,65.7,175.0,21.4,15.65582,57.860107,2.8193555,1533.0,52.59477,6.0,527
1641213831,66.75,175.0,21.7,16.45884,57.309235,2.837388,1548.0,52.92634,6.0,525
1641303357,66.15,175.0,21.6,16.094143,57.559418,2.8239772,1539.0,52.67975,6.0,535
1641389685,66.5,175.0,21.7,16.183271,57.498276,2.8360674,1545.0,52.902058,6.0,517
1641472865,66.3,175.0,21.6,null,null,null,null,null,null,null
1641472886,66.3,175.0,21.6,16.06799,57.57736,2.8313634,1542.0,52.815563,6.0,521
1641472975,66.3,175.0,21.6,16.109015,57.549217,2.8299606,1542.0,52.789764,6.0,525
1641561571,66.2,175.0,21.6,16.369596,57.370457,2.8167353,1540.0,52.54659,6.0,558
1641646607,66.2,175.0,21.6,16.194975,57.490246,2.8226979,1540.0,52.656227,6.0,541
1641731881,65.8,175.0,21.4,15.931727,57.670834,2.814342,1534.0,52.502583,6.0,546
1641821729,66.0,175.0,21.5,16.23375,57.463646,2.8127327,1537.0,52.472992,6.0,560
1641903104,65.05,175.0,21.2,15.530018,57.946407,2.7952988,1523.0,52.152428,5.0,565
1641990387,66.0,175.0,21.5,16.027689,57.605003,2.8197477,1537.0,52.60198,6.0,540
1642159208,66.3,175.0,21.6,16.252604,57.450714,2.82505,1542.0,52.699474,6.0,539
1642418552,65.95,175.0,21.5,16.029528,57.603745,2.8175194,1536.0,52.561005,6.0,544
1642591938,65.6,175.0,21.4,15.793711,57.765514,2.8103395,1531.0,52.428986,6.0,548
1642853067,65.5,175.0,21.3,15.828206,57.74185,2.8048308,1530.0,52.327694,6.0,559
1642945616,65.0,175.0,21.2,15.573346,57.916683,2.7916675,1522.0,52.08566,5.0,573
1643027408,65.45,175.0,21.3,15.746789,57.797703,2.8054082,1529.0,52.338314,6.0,555
1643195823,64.55,175.0,21.0,15.31321,58.09514,2.7807326,1516.0,51.884594,5.0,583
1643282543,65.0,175.0,21.2,null,null,null,null,null,null,null
1643282563,65.0,175.0,21.2,15.468731,57.98845,2.7951748,1522.0,52.15015,5.0,563
1643374868,64.15,175.0,20.9,14.910484,58.371407,2.7765856,1510.0,51.80834,5.0,576
1643459650,65.65,175.0,21.4,15.647031,57.86614,2.8174782,1532.0,52.560246,6.0,530
1643459655,65.65,175.0,21.4,15.647031,57.86614,2.8174782,1532.0,52.560246,6.0,530
1643546738,65.15,175.0,21.2,15.673179,57.848198,2.7948449,1525.0,52.14408,6.0,571
1643631483,66.2,175.0,21.6,16.205246,57.4832,2.8223472,1540.0,52.649776,6.0,542
1643716318,65.6,175.0,21.4,15.814443,57.751293,2.809638,1531.0,52.41609,6.0,550
1643716319,65.6,175.0,21.4,15.814443,57.751293,2.809638,1531.0,52.41609,6.0,550
1643887151,65.6,175.0,21.4,16.405296,57.345966,2.7896454,1531.0,52.048477,6.0,607
1644235630,65.95,175.0,21.5,16.318232,57.405693,2.8076985,1536.0,52.380424,6.0,572
1644320661,65.3,175.0,21.3,15.782966,57.772884,2.7976716,1527.0,52.196056,6.0,570
1644841909,66.9,175.0,21.8,16.940323,56.97894,2.8272371,1551.0,52.73969,6.0,561
1644920848,66.25,175.0,21.6,16.336718,57.393013,2.820016,1541.0,52.60691,6.0,551
1644920855,66.25,175.0,21.6,16.336718,57.393013,2.820016,1541.0,52.60691,6.0,551
1645008853,66.55,175.0,21.7,16.630919,57.19119,2.822863,1545.0,52.659264,6.0,557
1645051701,67.25,175.0,21.9,null,null,null,null,null,null,null
1645095544,66.15,175.0,21.6,16.46421,57.30555,2.8113503,1539.0,52.447575,6.0,571
1645176120,65.7,175.0,21.4,16.090523,57.5619,2.8046243,1533.0,52.3239,6.0,569
1645270511,66.1,175.0,21.5,16.672125,57.16292,2.8021073,1539.0,52.27762,6.0,595
1645270512,66.1,175.0,21.5,16.672125,57.16292,2.8021073,1539.0,52.27762,6.0,595
1645356796,66.1,175.0,21.5,16.260626,57.44521,2.816137,1539.0,52.535587,6.0,555
1645445892,66.05,175.0,21.5,16.375893,57.36614,2.8100507,1538.0,52.423676,6.0,570
1645530798,66.25,175.0,21.6,16.521471,57.26627,2.8137023,1541.0,52.49082,6.0,569
1645620843,66.45,175.0,21.6,16.471743,57.300385,2.8240185,1544.0,52.680504,6.0,549
1645620845,66.45,175.0,21.6,16.471743,57.300385,2.8240185,1544.0,52.680504,6.0,549
1645698305,66.7,175.0,21.7,16.664877,57.167892,2.8281448,1548.0,52.75638,6.0,549
1645698325,66.7,175.0,21.7,16.664877,57.167892,2.8281448,1548.0,52.75638,6.0,549
1645796837,66.15,175.0,21.6,16.371695,57.36902,2.8145072,1539.0,52.50562,6.0,562
1646310055,66.6,175.0,21.7,17.006418,56.933598,2.8121138,1546.0,52.46161,6.0,590
1646396610,66.3,175.0,21.6,16.591066,57.21853,2.8134756,1542.0,52.48665,6.0,572
1646482340,65.75,175.0,21.4,16.202394,57.485157,2.8029945,1534.0,52.29393,6.0,576
1646567213,67.45,175.0,22.0,null,null,null,null,null,null,null
1646567287,67.15,175.0,21.9,16.786114,57.084724,2.8432887,1554.0,53.034836,7.0,527
1646657381,66.8,175.0,21.8,16.78245,57.08724,2.8283925,1549.0,52.760933,6.0,553
1646741645,66.8,175.0,21.8,16.945324,56.975506,2.8227806,1549.0,52.657745,6.0,569
1646874397,67.1,175.0,21.9,null,null,null,null,null,null,null
1646914790,66.35,175.0,21.6,16.517067,57.26929,2.8181589,1542.0,52.572765,6.0,561
1646998106,66.95,175.0,21.8,16.785471,57.085167,2.8347263,1551.0,52.8774,6.0,542
1647255543,66.9,175.0,21.8,17.07246,56.888294,2.8226774,1551.0,52.65585,6.0,574
1647339485,67.65,175.0,22.0,17.355618,56.694046,2.8448775,1562.0,53.06405,7.0,546
1647425253,66.25,175.0,21.6,16.808868,57.06912,2.8038816,1541.0,52.31024,6.0,597
1647512952,66.4,175.0,21.6,16.965475,56.961685,2.8049545,1543.0,52.32997,6.0,601
1647598292,67.1,175.0,21.9,17.285059,56.74245,2.823874,1554.0,52.67785,6.0,580
1647691293,66.75,175.0,21.7,17.080261,56.88294,2.8159926,1548.0,52.532932,6.0,586
1647777935,67.15,175.0,21.9,17.343077,56.70265,2.8239977,1554.0,52.680126,7.0,582
1647822583,67.75,175.0,22.1,null,null,null,null,null,null,null
1647858785,67.3,175.0,21.9,17.405462,56.65985,2.8282275,1557.0,52.7579,7.0,577
1647945530,66.95,175.0,21.8,17.151117,56.83433,2.8220997,1551.0,52.645226,6.0,578
1648030252,66.95,175.0,21.8,17.18159,56.81343,2.8210473,1551.0,52.625877,6.0,581
1648121160,66.95,175.0,21.8,17.232372,56.77859,2.8192937,1551.0,52.59363,6.0,586
1648167291,66.4,175.0,21.6,null,null,null,null,null,null,null
1648203455,66.65,175.0,21.7,17.014067,56.92835,2.8139913,1547.0,52.496136,6.0,587
1648464099,67.25,175.0,21.9,16.912825,56.997803,2.8431857,1556.0,53.03294,7.0,532
1648562482,67.45,175.0,22.0,17.044142,56.90772,2.8471882,1559.0,53.106537,7.0,530
1648643370,66.15,175.0,21.6,16.48477,57.291447,2.810649,1539.0,52.434677,6.0,573
1648723305,66.65,175.0,21.7,16.799814,57.07533,2.821357,1547.0,52.63157,6.0,566
1648809570,66.95,175.0,21.8,17.222216,56.78556,2.8196445,1551.0,52.60008,6.0,585
1648902430,66.75,175.0,21.7,16.998764,56.938847,2.8187985,1548.0,52.584526,6.0,578
1649032534,68.4,175.0,22.3,null,null,null,null,null,null,null
1649068604,67.5,175.0,22.0,17.212852,56.791985,2.843454,1560.0,53.037872,7.0,543
1649158901,66.95,175.0,21.8,16.998766,56.938847,2.8273609,1551.0,52.741962,6.0,563
1649210036,67.75,175.0,22.1,null,null,null,null,null,null,null
1649241678,66.95,175.0,21.8,16.907354,57.001556,2.8305175,1551.0,52.800007,6.0,554
1649335838,66.7,175.0,21.7,16.909555,57.000046,2.819727,1548.0,52.601597,6.0,573
1649417002,66.9,175.0,21.8,16.98098,56.951046,2.825834,1551.0,52.71389,6.0,565
1649677153,67.5,175.0,22.0,17.283371,56.743607,2.8409986,1560.0,52.992725,7.0,550
1649694905,68.25,175.0,22.2,null,null,null,null,null,null,null
1649725746,68.6,175.0,22.4,null,null,null,null,null,null,null
1649759303,67.65,175.0,22.0,17.405876,56.65957,2.8431237,1562.0,53.031803,7.0,551
1649855314,66.5,175.0,21.7,16.89906,57.007244,2.8115156,1545.0,52.45061,6.0,587
1649933674,67.0,175.0,21.8,17.01653,56.92666,2.8288877,1552.0,52.77004,6.0,561
1650026385,66.85,175.0,21.8,17.024195,56.921402,2.822203,1550.0,52.64712,6.0,573
1650062510,66.85,175.0,21.8,null,null,null,null,null,null,null
1650067766,67.8,175.0,22.1,null,null,null,null,null,null,null
1650109630,66.95,175.0,21.8,16.805786,57.07123,2.834025,1551.0,52.8645,6.0,544
1650281228,67.7,175.0,22.1,17.382975,56.67528,2.8460534,1563.0,53.08567,7.0,545
1650365259,67.25,175.0,21.9,17.185837,56.810516,2.8337154,1556.0,52.85881,7.0,559
1650401090,68.15,175.0,22.2,null,null,null,null,null,null,null
1650418643,68.3,175.0,22.3,null,null,null,null,null,null,null
1650453719,67.55,175.0,22.0,17.451778,56.62808,2.8372643,1560.0,52.92406,7.0,563
1650543206,67.4,175.0,22.0,17.24848,56.767544,2.837945,1558.0,52.93658,7.0,554
1650887368,67.1,175.0,21.9,17.07224,56.888443,2.8312397,1554.0,52.813286,6.0,559
1650923792,67.75,175.0,22.1,null,null,null,null,null,null,null
1650972433,67.4,175.0,22.0,17.24848,56.767544,2.837945,1558.0,52.93658,7.0,554
1650989059,68.5,175.0,22.3,null,null,null,null,null,null,null
1651055208,67.05,175.0,21.8,16.993702,56.94232,2.8318174,1553.0,52.82391,6.0,555
1651117423,67.95,175.0,22.1,null,null,null,null,null,null,null
1651147922,67.05,175.0,21.8,17.024126,56.921448,2.8307652,1553.0,52.80456,6.0,558
1651230890,66.6,175.0,21.7,16.934946,56.982628,2.814569,1546.0,52.506756,6.0,583
1651331631,66.45,175.0,21.6,16.666176,57.167004,2.8173542,1544.0,52.55797,6.0,568
1651406456,66.55,175.0,21.7,16.692226,57.14913,2.8207586,1545.0,52.620567,6.0,563
1651502673,65.9,175.0,21.5,16.134562,57.531693,2.8117838,1536.0,52.455544,6.0,558
1651525590,66.75,175.0,21.7,null,null,null,null,null,null,null
1651542333,66.65,175.0,21.7,null,null,null,null,null,null,null
1651580261,65.9,175.0,21.5,16.320297,57.404278,2.8054702,1536.0,52.339455,6.0,576
1651666211,66.5,175.0,21.7,16.500263,57.28082,2.8251946,1545.0,52.70213,6.0,548
1651666216,66.5,175.0,21.7,16.500263,57.28082,2.8251946,1545.0,52.70213,6.0,548
1651840005,65.45,175.0,21.3,16.151983,57.519737,2.7917292,1529.0,52.086796,6.0,594
1651924016,66.15,175.0,21.6,16.49505,57.284397,2.8102982,1539.0,52.428226,6.0,574
1652097548,66.7,175.0,21.7,17.00131,56.937103,2.8165703,1548.0,52.543552,6.0,582
1652097552,66.7,175.0,21.7,17.00131,56.937103,2.8165703,1548.0,52.543552,6.0,582
1652122717,66.9,175.0,21.8,null,null,null,null,null,null,null
1652177611,66.45,175.0,21.6,16.881073,57.019585,2.8099887,1544.0,52.422535,6.0,589
1652270614,66.45,175.0,21.6,16.93224,56.98448,2.808235,1544.0,52.39029,6.0,594
1652358173,66.1,175.0,21.5,16.630974,57.19115,2.8035102,1539.0,52.303413,6.0,591
1652383558,67.25,175.0,21.9,null,null,null,null,null,null,null
1652442829,65.45,175.0,21.3,16.131205,57.533993,2.7924309,1529.0,52.099693,6.0,592
1652538848,66.45,175.0,21.6,16.215912,57.475883,2.832787,1544.0,52.841736,6.0,524
1652631906,66.75,175.0,21.7,16.255095,57.449005,2.8444028,1548.0,53.05532,6.0,505
1652631910,66.75,175.0,21.7,16.255095,57.449005,2.8444028,1548.0,53.05532,6.0,505
1652649210,68.0,175.0,22.2,null,null,null,null,null,null,null
1652702593,67.05,175.0,21.8,17.196535,56.803177,2.8248026,1553.0,52.694923,6.0,575
1652791893,66.15,175.0,21.6,16.567007,57.23503,2.807843,1539.0,52.383083,6.0,581
1652873353,66.55,175.0,21.7,16.906801,57.001934,2.813393,1545.0,52.485134,6.0,584
1652889625,67.9,175.0,22.1,null,null,null,null,null,null,null
1652960393,66.2,175.0,21.6,16.54422,57.250664,2.8107727,1540.0,52.43695,6.0,575
1652979102,67.5,175.0,22.0,null,null,null,null,null,null,null
1653047939,67.1,175.0,21.9,17.325596,56.71464,2.8224711,1554.0,52.652054,6.0,584
1653048014,66.65,175.0,21.7,17.02427,56.921352,2.8136406,1547.0,52.489685,6.0,588
1653307945,66.4,175.0,21.6,16.258848,57.44643,2.829156,1543.0,52.77497,6.0,532
1653352321,67.0,175.0,21.8,null,null,null,null,null,null,null
1653396493,66.2,175.0,21.6,16.718842,57.130875,2.80481,1540.0,52.327312,6.0,592
1653480410,66.5,175.0,21.7,16.561617,57.23873,2.82309,1545.0,52.663433,6.0,554
1653503543,66.9,175.0,21.8,null,null,null,null,null,null,null
1653570126,66.2,175.0,21.6,16.780474,57.088596,2.8027055,1540.0,52.28862,6.0,598
1653583153,67.15,175.0,21.9,null,null,null,null,null,null,null
1653653981,66.55,175.0,21.7,16.324383,57.401474,2.8333855,1545.0,52.85274,6.0,527
1653654322,65.9,175.0,21.5,15.876595,57.708656,2.8205523,1536.0,52.61677,6.0,533
1653695785,66.15,175.0,21.6,null,null,null,null,null,null,null
1653740898,60.7,160.0,23.7,null,null,null,null,null,null,null
1653741054,66.3,175.0,21.6,16.15004,57.521072,2.8285575,1542.0,52.76397,6.0,529
1653876519,68.25,175.0,22.2,null,null,null,null,null,null,null
1653908140,66.95,175.0,21.8,16.917511,56.994587,2.8301668,1551.0,52.793556,6.0,555
1653956111,67.15,175.0,21.9,null,null,null,null,null,null,null
1653995416,66.3,175.0,21.6,16.69363,57.14817,2.8099682,1542.0,52.422157,6.0,582
1654087079,66.3,175.0,21.6,16.765123,57.099125,2.8075233,1533.0,52.3772,6.0,581
1654105389,67.55,175.0,22.0,null,null,null,null,null,null,null
1654129782,67.25,175.0,21.9,null,null,null,null,null,null,null
1654136548,67.45,175.0,22.0,null,null,null,null,null,null,null
1654169072,66.55,175.0,21.7,16.988245,56.946064,2.8105974,1536.0,52.433727,6.0,584
1654169133,66.05,175.0,21.5,16.447655,57.31691,2.8076057,1529.0,52.37872,6.0,569
