com.samsung.health.food_info,6233003,6
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
52.0,0.0,0.0,0.0,0.0,"260 kcal, por 100g",,fatsecret-3597,26,138.0,1.1,1.07,2023-09-15 13:23:48.970,2023-09-03 12:22:15.139,0.447,2.37,0.236,4.7777777,Pão Integral,1.43,,2.0769231,68.0,fatia normal,,xoyixJvqZs,g,0.232,,com.sec.android.app.shealth,12.27,0.3846154,1ac6169b-2b84-42b2-8d1e-f5d3b0a5bfb6,1,
,0.0,0.0,0.0,0.0,"99 kcal, por 1 barra (30g)",,fatsecret-30149167,30,3.0,9.2,2.2,2023-10-05 12:21:06.130,2023-08-15 13:14:34.503,,10.0,,0.0,Protein Bar Churros(Growth Supplements),,,0.0,99.0,porção,,xoyixJvqZs,g,0.3,0.0,com.sec.android.app.shealth,10.0,0.3030303,ea5a92f5-ffc0-46ad-8188-0304873898ba,1,
136.0,4.0,23.11111,0.0,0.0,"98 kcal, por 137g",,fatsecret-9115939,100,3.0,1.6,0.21,2023-09-18 00:21:44.576,2023-09-07 23:13:11.182,0.077,0.46,0.045,0.9444444,Manga Palmer,10.8,,0.6923077,72.0,g,,xoyixJvqZs,g,0.05,,com.sec.android.app.shealth,18.55,1.3939394,aa91c01b-92d7-4ef7-91b0-446cd0a1f34f,100,
,0.0,0.0,0.0,,"131 kcal, por 1/2 salsichão grande (50g)",,fatsecret-14812605,50,455.0,0.0,9.7,2023-09-24 18:39:26.851,2023-09-24 18:39:26.851,,7.0,,0.0,Salsichão(Borrussia),,,0.0,131.0,porção,,xoyixJvqZs,g,3.5,0.0,com.sec.android.app.shealth,3.8,0.3816794,1b3f22e1-c86f-4e3f-a286-153bd872d00d,1,
300.0,0.0,0.0,0.0,,"76 kcal, por 100g",,fatsecret-51498684,100,2.0,8.5,0.5,2023-09-15 17:28:57.452,2023-08-14 20:07:47.985,0.1,4.8,0.5,0.0,Feijão Cozido(Carioca),,,0.0,76.0,porção,,xoyixJvqZs,g,0.1,,com.sec.android.app.shealth,13.6,1.3157895,2ef4e923-84c2-4f5f-8507-bbd4263790a1,1,
95.0,0.8888889,0.0,0.0,34.0,"119 kcal, por 100g",,fatsecret-34481,41,35.0,0.0,1.6,2023-09-17 20:01:05.535,2023-09-17 20:01:05.535,0.496,8.06,0.398,2.3888888,Carne da Sobrecoxa de Frango,0.0,,0.30769232,49.0,"sobrecoxa, ossos e pele removidos (produto de 450 g de frango pronto-a-cozinhar)",,xoyixJvqZs,g,0.41,0.043,com.sec.android.app.shealth,0.0,0.8367347,2436952f-a720-41a6-9e32-75b750a2be04,1,
123.0,7.2222223,0.11111111,0.0,21.0,"3074 kcal, por 657g",,fatsecret-5271944,50,69.0,1.8,15.27,2023-09-21 03:10:49.249,2023-09-03 00:12:39.382,5.765,2.84,1.672,5.8888884,Pizza de Chocolate,12.73,,2.1538463,234.0,pedaço,,xoyixJvqZs,g,7.02,,com.sec.android.app.shealth,23.42,0.21375921,ed10ed9c-7ab0-4732-a73a-9308ab22c07e,1,
546.0,9.333333,16.555555,0.0,2.0,"100 kcal, por 100g",,fatsecret-5777,210,485.0,2.7,7.43,2023-09-04 00:38:00.713,2023-08-15 15:56:49.837,3.312,3.78,2.054,2.7777777,Purê de Batata,2.9,,3.6923077,210.0,xícara,,xoyixJvqZs,g,1.661,,com.sec.android.app.shealth,33.01,1.0,5bcfa51a-63d9-4660-93c7-2178c78e6072,1,
92.0,0.6666667,0.0,0.0,43.0,"971 kcal, por 514g",,fatsecret-2297,43,369.0,0.0,5.28,2023-09-12 23:50:28.431,2023-09-12 23:50:28.431,2.327,7.76,0.2,4.2777777,Almôndegas com Molho (Mistura),0.09,,0.6923077,81.0,almôndega com molho,,xoyixJvqZs,g,1.994,,com.sec.android.app.shealth,0.11,0.5292793,1427f402-bac5-4d03-a4da-d7af90f4640e,1,
,0.0,0.0,0.0,,"55 kcal, por 2 colheres de sopa (40g)",,fatsecret-1931201,40,113.0,0.0,4.5,2023-08-27 17:16:16.702,2018-09-18 13:02:39.483,,1.1,,0.0,Molho 4 Queijos(Elegê),,,0.0,55.0,porção,,xoyixJvqZs,g,2.7,0.0,com.sec.android.app.shealth,2.5,0.72727275,d216a797-5273-4ac2-b521-22e87ec90107,1,
,0.0,0.0,0.0,0.0,"71 kcal, por 1 porção (237ml)",,fatsecret-31867756,237,25.0,0.0,0.0,2023-09-17 14:33:45.690,2023-09-17 14:33:45.690,,0.0,,0.0,Refrigerante(Pepsi),18.0,,0.0,71.0,porção,,xoyixJvqZs,ml,0.0,0.0,com.sec.android.app.shealth,18.0,,8244539c-b6a9-45d6-9c4c-ca95364a59ef,1,
805.0,6.0,43.0,,7.0,"947 kcal, por 987g",,fatsecret-5760,226,669.0,3.6,5.99,2018-09-14 19:55:07.337,2018-09-14 19:55:07.337,2.423,6.26,1.408,8.0,Batata Gratinada,5.29,,11.0,217.0,xícara,,zjIwstRrv1,g,1.788,,com.sec.android.app.shealth,35.21,1.0414747,e87a1dde-887d-479e-9abb-0641c3563551,1,
19.0,5.5555553,0.33333334,0.0,18.0,"174 kcal, por 100g",,fatsecret-35083,63,522.0,0.3,8.37,2023-10-01 22:16:30.416,2023-09-16 16:23:14.644,2.408,4.23,1.637,0.7222222,Molho de Queijo,0.26,,8.923077,110.0,xícara,,xoyixJvqZs,g,3.786,,com.sec.android.app.shealth,4.3,0.57272726,421b3eb7-b9d4-41c3-b6c6-5c4a49c4924f,1,
34.0,1.0,0.8888889,0.0,4.0,"3257 kcal, por 2499g",,fatsecret-5150830,26,58.0,0.3,0.15,2023-09-24 00:46:31.374,2018-09-09 02:00:12.714,0.035,1.44,0.057,2.0555556,Uramaki,1.28,,0.61538464,34.0,unidade,,xoyixJvqZs,g,0.027,0.0,com.sec.android.app.shealth,6.44,0.7647059,28077fc9-28b2-46c0-8ff2-b705f291dc3d,1,
330.0,7.2222223,15.666667,15.0,109.0,"1401 kcal, por 877g",,fatsecret-6023841,210,323.0,1.3,8.89,2023-09-05 23:08:36.192,2023-09-05 23:08:36.192,5.557,19.11,1.374,23.333332,Risoto de Camarão,1.33,,5.0,335.0,xícara,,xoyixJvqZs,g,1.348,,com.sec.android.app.shealth,43.31,0.6268657,d3e06aff-62d2-481e-b472-e9e53b02f404,1,
243.0,3.1111112,0.0,0.0,83.0,"197 kcal, por 101g",,fatsecret-1641,100,393.0,0.0,7.72,2023-09-26 16:38:52.675,2018-09-17 17:39:57.342,3.005,29.55,1.646,5.8888884,Peito de Frango,0.0,,1.0769231,195.0,g,,xoyixJvqZs,g,2.172,,com.sec.android.app.shealth,0.0,0.5121951,d7cab51f-47dc-40af-80cf-d500d978648d,100,
43.0,0.0,0.0,0.0,0.0,"111 kcal, por 100g",,fatsecret-39714,100,5.0,1.8,0.9,2023-09-26 16:37:18.060,2023-09-02 00:52:30.744,0.327,2.58,0.323,2.3333333,"Arroz Integral (Longo, Cozido)",0.35,,0.7692308,111.0,g,,xoyixJvqZs,g,0.18,,com.sec.android.app.shealth,22.96,0.9027778,5745abdf-460a-4b67-b1e1-504510d7930b,100,
303.0,0.22222222,4.0,0.0,0.0,"75 kcal, por 171g",,fatsecret-6374,100,294.0,2.0,0.18,2023-10-05 16:30:35.824,2018-09-08 16:35:48.962,0.035,1.67,0.064,4.388889,Beterraba Cozida,7.92,,1.2307693,44.0,g,,xoyixJvqZs,g,0.028,,com.sec.android.app.shealth,9.9,2.2666667,1804f321-10b6-4c47-bc38-d49d8bf0cbf6,100,
303.0,0.11111111,51.555557,0.0,0.0,"25 kcal, por 100g",,fatsecret-36327,100,30.0,2.5,0.1,2023-09-28 15:58:49.929,2023-09-22 16:10:10.174,0.014,1.98,0.099,2.4444444,Couve-Flor,2.4,,1.6923077,25.0,xícara,,xoyixJvqZs,g,0.032,,com.sec.android.app.shealth,5.3,4.0,63572265-5204-4adf-baa1-fcff8771771d,1,
137.0,3.3333333,0.0,0.0,54.0,"239 kcal, por 101g",,fatsecret-448901,62,251.0,0.0,8.36,2023-09-14 23:46:15.045,2018-09-08 16:35:48.964,3.283,16.79,1.826,4.2777777,Frango Grelhado,0.0,,0.6923077,147.0,"pedaço médio (produto após cozinhado, ossos removidos)",,xoyixJvqZs,g,2.33,,com.sec.android.app.shealth,0.0,0.4117647,5adc9e37-9870-4e45-9ff1-263fc1c102ef,1,
,0.0,0.0,0.0,0.0,"258 kcal, por 1 porção (150g)",,fatsecret-19362383,150,241.0,0.6,7.7,2023-09-07 01:54:02.816,2023-09-07 01:54:02.816,,9.1,,0.0,Risoto de Limão Siciliano(Liv Up),,,0.0,258.0,porção,,xoyixJvqZs,g,3.8,0.0,com.sec.android.app.shealth,38.0,0.5813953,2c002085-1d62-491f-9653-60fd59e97fec,1,
,,,,,"3 kcal, por 1 porção (21g)",,fatsecret-4025287,21,2.0,0.3,0.0,2018-09-09 01:55:14.010,2018-09-09 01:55:14.010,,0.2,,,Alface(Subway),,,,3.0,porção,,zjIwstRrv1,g,0.0,0.0,com.sec.android.app.shealth,0.4,7.0,a0e2f415-5274-4360-8fa9-4454c5919f05,1,
,0.0,0.0,0.0,,"537 kcal, por 1 porção",,fatsecret-39763339,0,1153.0,0.0,32.0,2023-09-07 19:06:06.002,2023-09-07 19:06:06.002,,23.0,,0.0,Hot Dog(Bullguer),,,0.0,537.0,porção,,xoyixJvqZs,,10.0,0.0,com.sec.android.app.shealth,41.0,,911e2b68-a95b-4e19-b905-7c3aba29c7c7,1,
29.0,0.8888889,0.44444445,0.0,1.0,"1913 kcal, por 1190g",,fatsecret-8965009,15,92.0,0.1,0.14,2023-09-24 00:46:31.349,2018-09-09 02:00:12.714,0.042,1.04,0.05,1.4444444,Hossomaki,0.44,,0.23076923,24.0,unidade,,xoyixJvqZs,g,0.027,0.0,com.sec.android.app.shealth,4.54,0.625,f1351dea-de13-415f-b2ed-b5e220f78ae3,1,
,0.0,0.0,0.0,,"154 kcal, por 100g",,fatsecret-56624522,100,1010.0,3.0,4.3,2023-09-28 00:52:02.159,2023-08-29 22:25:47.339,,2.5,,0.0,Batata Rústica(Swift),,,0.0,154.0,porção,,xoyixJvqZs,g,0.6,,com.sec.android.app.shealth,26.0,0.64935064,0137b0ff-697f-46b0-9a27-55f40cbf1009,1,
65.0,1.8888888,1.1111112,0.0,23.0,"3591 kcal, por 1067g",,fatsecret-4519015,50,152.0,0.8,8.21,2023-09-21 16:22:11.876,2018-09-08 16:35:48.963,3.767,4.67,0.992,3.8333333,Pastel de Carne,0.2,,1.0,168.0,unidade,,xoyixJvqZs,g,2.508,0.235,com.sec.android.app.shealth,18.51,0.29761904,bd6f4c4c-09fe-4769-86b3-5b1a200e5682,1,
,0.0,0.0,0.0,,"125 kcal, por 1/2 unidade (40g)",,fatsecret-7265979,40,194.0,0.9,5.7,2023-09-02 10:16:08.252,2023-09-02 10:16:08.252,,4.5,,0.0,Empanada de Carne(Starbucks),,,0.0,125.0,porção,,xoyixJvqZs,g,,,com.sec.android.app.shealth,14.0,0.32,d1d77549-bfec-4811-afa0-3c556b2f9d77,1,
,0.0,0.0,0.0,,"216 kcal, por 100g",,fatsecret-45549233,100,237.0,1.4,8.2,2023-09-06 20:02:01.908,2023-09-06 20:02:01.908,,13.4,,0.0,Pastel de Frango(Carolitas),,,0.0,216.0,porção,,xoyixJvqZs,g,1.0,,com.sec.android.app.shealth,22.0,0.46296296,305e5f75-6cdb-40d0-8aeb-a1823f14dabf,1,
148.0,2.0,10.0,,0.0,"52 kcal, por 100g",,fatsecret-5367,138,1.0,3.3,0.23,2020-12-29 11:35:09.555,2018-09-07 19:39:59.357,0.01,0.36,0.07,1.0,Maçã,14.34,,1.0,72.0,média (7 cm de diâmetro)(aprox 3 por 450 g),,yfgkJHa6g4,g,0.039,,com.sec.android.app.shealth,19.06,1.9272727,626b0886-d9bc-49df-b0a9-d40dee479cd9,1,
,0.0,0.0,0.0,,"182 kcal, por 1 porção (116g)",,fatsecret-4706642,116,236.0,,4.6,2023-08-31 23:02:46.096,2023-08-31 23:02:46.096,,14.0,,0.0,Temaki Camarão Tailandês(Makis Place),,,0.0,182.0,porção,,xoyixJvqZs,g,0.77,0.0,com.sec.android.app.shealth,21.0,0.63736266,ef079037-e8d0-40a4-bd6c-d62e6e40ae40,1,
,,,,0.0,"117 kcal, por 1 pacote (26g)",,fatsecret-2707411,26,203.0,0.8,4.4,2018-09-08 15:25:08.861,2018-09-08 15:25:08.861,,2.3,,,Integral(Club Social),,,,117.0,porção,,zjIwstRrv1,g,1.3,0.0,com.sec.android.app.shealth,17.0,0.22222222,60bb8aa3-8963-4108-a155-1cf494400600,1,
,0.0,0.0,0.0,0.0,"41 kcal, por 100ml",,fatsecret-39368086,100,,,0.0,2023-09-28 00:52:02.205,2023-09-28 00:52:02.205,,0.0,,0.0,Duplo Malte(Brahma),,,0.0,41.0,porção,,xoyixJvqZs,ml,,,com.sec.android.app.shealth,3.33,,ed8a4474-154f-4379-bbc3-97009e42f329,1,
,,,,0.0,"150 kcal, por 1 porção (50g)",,fatsecret-12695924,50,0.0,10.0,0.0,2018-09-18 17:31:56.563,2018-09-18 17:31:56.563,,25.0,,,Hambúrguer de Soja(Sora),,,,150.0,porção,,zjIwstRrv1,g,0.0,0.0,com.sec.android.app.shealth,10.0,0.33333334,2ff5c460-c94e-4629-bb40-e6e3062e2cd2,1,
276.0,71.111115,5.222222,0.0,6.0,"523 kcal, por 815g",,fatsecret-18150041,100,211.0,2.6,2.89,2023-08-15 13:10:17.036,2023-08-15 13:10:17.036,0.69,1.49,0.199,2.9444442,Purê de Cenoura,4.52,,4.6153846,64.0,g,,xoyixJvqZs,g,1.709,0.0,com.sec.android.app.shealth,8.96,1.5534592,94b7f8e3-4425-476f-9439-51c54ab8d3f5,100,
,,,,0.0,"240 kcal, por 100g",,fatsecret-7500979,100,0.0,0.0,0.0,2018-09-10 21:02:43.207,2018-09-10 21:02:43.207,0.0,3.2,0.0,,Massa Pronta para Tapioca(BeijuBom),0.0,,,240.0,porção,,zjIwstRrv1,g,0.0,0.0,com.sec.android.app.shealth,54.0,0.41666666,c1c9b804-1e27-44ce-81b7-9c330c53bacf,1,
67.0,7.7777777,0.0,0.0,212.0,"147 kcal, por 100g",,fatsecret-3092,50,70.0,0.0,4.97,2023-10-06 12:28:59.316,2023-08-17 01:54:36.184,1.905,6.29,0.682,5.111111,Ovo,0.38,,2.0,74.0,grande,,xoyixJvqZs,g,1.55,,com.sec.android.app.shealth,0.38,0.6770833,28324640-55f2-4b19-87aa-5378f9365b7e,1,
,0.0,0.0,0.0,11.0,"34 kcal, por 1 fatia (40g)",,fatsecret-4704505,40,290.0,0.0,0.8,2023-09-05 12:55:33.500,2018-09-17 17:37:20.429,,6.8,,0.0,Presunto Cozido Magro(Sadia),0.0,,0.0,34.0,porção,,xoyixJvqZs,g,0.3,0.0,com.sec.android.app.shealth,0.0,1.1764706,2e6f6e24-58b3-4b6c-979b-43c7b84ca502,1,
,0.0,0.0,0.0,,"189 kcal, por 1 porção (200g)",,fatsecret-12734544,200,576.0,2.5,7.8,2023-09-21 16:22:12.010,2023-09-21 16:22:12.010,,16.0,,0.0,Empanado de Frango à Parmegiana(Perdigão),,,0.0,189.0,porção,,xoyixJvqZs,g,3.0,0.0,com.sec.android.app.shealth,14.0,1.0582011,3b05ec7d-7bdd-4067-9b2e-9b93986e9d43,1,
29.0,1.0,0.0,,3.0,"411 kcal, por 100g",,fatsecret-7283,22,10.0,0.4,2.29,2018-09-13 10:59:49.389,2018-09-13 10:59:49.389,0.6,0.53,0.051,2.0,Bolo de Chocolate,16.23,,1.0,90.0,pedaço (15 cm cúbicos),,zjIwstRrv1,g,1.302,,com.sec.android.app.shealth,16.83,0.24444444,594345dc-6abf-45af-b1d2-900a241a9d70,1,
497.0,4.4444447,6.5555553,0.0,0.0,"107 kcal, por 176g",,fatsecret-6354,168,511.0,3.2,3.83,2023-09-22 16:08:29.688,2023-08-23 16:12:15.366,1.729,2.74,1.142,7.1666665,Beterrabas Cozidas (de Beterrabas Frescas),12.94,,2.0769231,102.0,"xícara, inteiras",,xoyixJvqZs,g,0.711,,com.sec.android.app.shealth,16.28,1.6470588,5c4e289a-2d9d-4a85-9978-c41d5161add8,1,
0.0,0.0,0.0,,0.0,"67.0 kcal, 1",,quickinput-9aeadf42-a138-457a-afb3-770ff2663386,1,129.0,0.0,0.0,2023-03-30 21:04:01.524,2020-12-27 11:23:12.161,0.0,6.8,0.0,0.0,Leite UHT Desnatado (Piá),0.0,,26.0,67.0,porção,,yfgkJHa6g4,120001,0.0,0.0,com.sec.android.app.shealth,9.9,1.0,eff8f034-45b0-4eb7-a2b6-ada1c929af5e,1,
,0.0,0.0,0.0,,"293 kcal, por 1 porção (200g)",,fatsecret-17320058,200,531.0,1.3,6.4,2023-08-23 16:12:15.370,2023-08-23 16:12:15.370,,18.0,,0.0,Risoto de Salmão e Espinafre(Sabores Light),,,0.0,293.0,porção,,xoyixJvqZs,g,1.1,0.0,com.sec.android.app.shealth,41.0,0.6825939,e1b687e7-66c1-4664-a607-8121677475ec,1,
0.0,0.0,0.0,,0.0,"60.0 kcal, 1",,quickinput-d425b9bd-ff30-476f-b988-95cc8515846b,1,21.0,0.0,0.0,2020-12-28 00:10:44.413,2020-12-27 15:44:39.757,0.0,0.0,0.0,0.0,Pepsi (Pepsi),15.0,,0.0,60.0,porção,,yfgkJHa6g4,120001,0.0,0.0,com.sec.android.app.shealth,15.0,1.0,8bd19c88-267f-475d-b3ce-10ea3fbad026,1,
,0.0,0.0,0.0,0.0,"127 kcal, por 2 fatias médias (30g)",,fatsecret-48832718,30,174.0,0.0,8.7,2023-08-27 17:16:31.579,2023-08-27 17:16:31.579,,6.8,,0.0,Queijo Colonial(Schotten),,,0.0,127.0,porção,,xoyixJvqZs,g,4.9,0.0,com.sec.android.app.shealth,0.6,0.23622048,600934be-53a3-4589-bbbf-b238e43c7a45,1,
27.0,4.3333335,0.0,0.0,15.0,"302 kcal, por 100g",,fatsecret-1260,28,150.0,0.0,5.68,2023-10-06 00:45:58.515,2020-12-28 00:10:44.438,1.624,7.36,0.177,0.3888889,Queijo Mozzarella,0.17,,15.923077,86.0,fatia (28 g),,xoyixJvqZs,g,3.592,,com.sec.android.app.shealth,1.09,0.32965118,d2f335d2-600f-400b-a600-5ae3fd0c87a5,1,
17.0,1.8888888,0.0,0.0,0.0,"383 kcal, por 116g",,fatsecret-3469,16,98.0,0.4,2.04,2023-09-24 18:39:26.852,2023-09-24 18:39:26.852,0.937,1.24,0.574,2.0,Pão de Alho,0.07,,0.84615386,53.0,"fatia pequena (6,5 cm x 5 cm x 2,5 cm)",,xoyixJvqZs,g,0.395,,com.sec.android.app.shealth,7.3,0.3018868,af3f8586-506b-4090-af7a-661faa8d5358,1,
186.0,2.0,7.0,,0.0,"39 kcal, por 100g",,fatsecret-5445,98,0.0,1.5,0.24,2020-12-28 21:22:45.208,2020-12-28 21:22:45.208,0.066,0.89,0.084,1.0,Pêssego,8.22,,0.0,38.0,"médio (6,5 cm de diâmetro) (aprox 4 por 450 g)",,yfgkJHa6g4,g,0.019,,com.sec.android.app.shealth,9.35,2.548387,289f716c-0f46-48fa-a09c-ccabc6999c72,1,
,0.0,0.0,0.0,,"64 kcal, por 1 unidade (12g)",,fatsecret-4060271,12,7.0,0.0,3.4,2023-09-25 16:56:21.878,2023-08-24 16:32:28.382,,0.5,,0.0,Stikadinho(Neugebauer),,,0.0,64.0,porção,,xoyixJvqZs,g,1.3,1.0,com.sec.android.app.shealth,7.8,0.1921875,ad771140-efa0-4276-bd4a-6838ad97c016,1,
,0.0,0.0,0.0,0.0,"83 kcal, por 1 colher de sopa (30g)",,fatsecret-2975947,30,123.0,0.0,8.0,2023-09-29 01:14:33.776,2020-12-29 00:10:19.632,,1.6,,0.0,Cream Cheese Original(Philadelphia),1.1,,0.0,83.0,porção,,xoyixJvqZs,g,5.1,0.0,com.sec.android.app.shealth,1.1,0.36144578,f7caf7ad-bb69-4c8d-8119-2c7c7e4c9d49,1,
184.0,0.0,1.4444444,0.0,132.0,"284 kcal, por 100g",,fatsecret-37338,100,65.0,0.0,22.3,2023-08-15 15:49:14.372,2023-08-15 15:49:14.372,10.102,19.29,0.746,14.5,Língua Bovina Cozida,0.0,,0.3846154,284.0,g,,xoyixJvqZs,g,8.125,0.84,com.sec.android.app.shealth,0.0,0.3526971,894f4169-44b9-4b90-a374-10d39aed6843,100,
138.0,7.5555553,0.33333334,0.0,21.0,"276 kcal, por 100g",,fatsecret-4881,86,462.0,1.6,10.1,2023-09-17 14:33:45.660,2020-12-30 00:42:32.032,2.823,10.6,1.776,8.888889,Pizza de Queijo,3.06,,13.923077,237.0,pedaço (1/8 de 30 cm de diâmetro),,xoyixJvqZs,g,4.304,,com.sec.android.app.shealth,26.08,0.36253777,2851a0e8-e9ff-4d5e-9578-e22369500a02,1,
,0.0,0.0,0.0,,"90 kcal, por 1 paçoquinha (18g)",,fatsecret-22098503,18,33.0,1.0,4.5,2023-09-17 15:05:39.000,2023-09-17 15:05:39.000,,2.8,,0.0,Paçoquinha com Açúcar Mascavo(Da Colônia),,,0.0,90.0,porção,,xoyixJvqZs,g,0.9,0.0,com.sec.android.app.shealth,9.6,0.2,9174e286-3f58-4089-981e-fc4d9aca6a5e,1,
0.0,0.0,0.0,0.0,0.0,"14 kcal, por 1/4 xícara (50g)",,fatsecret-13517130,50,255.0,0.8,0.0,2023-09-08 16:52:45.637,2020-12-30 17:10:53.962,0.0,0.7,0.0,0.0,Pepino em Vinagre Suave(Tauá),,,0.0,14.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,2.7,3.5714285,ee8ddb4f-28de-4367-b26d-0e9c6b654e32,1,
21.0,5.5555553,1.8888888,0.0,31.0,"2397 kcal, por 897g",,fatsecret-8094079,66,66.0,0.1,4.96,2023-08-26 22:50:29.937,2023-08-26 22:50:29.937,2.249,1.12,1.382,1.1666666,Bolo de Laranja,30.71,,0.7692308,176.0,"pedaço (1/10 de 1-camada, 20 cm ou 23 cm de diâmetro)",,xoyixJvqZs,g,1.006,0.942,com.sec.android.app.shealth,32.68,0.375,cafc415e-34ef-4830-8c4d-94cd96f62a1e,1,
,,,,0.0,"11 kcal, por 3 unidades (50g)",,fatsecret-18227971,50,480.0,1.7,0.0,2021-01-01 01:20:01.119,2021-01-01 01:20:01.119,,0.0,,,Pepino em Conserva(Juréia),,,,11.0,porção,,yfgkJHa6g4,g,0.0,0.0,com.sec.android.app.shealth,0.8,4.5454545,fac933d2-0e40-4a85-a75f-9f930a7a82d6,1,
,0.0,0.0,0.0,,"142 kcal, por 2 conchas (150g)",,fatsecret-5578594,150,613.0,1.0,8.0,2023-09-10 17:51:54.646,2023-08-27 17:16:31.580,,8.0,,0.0,Molho Quatro Queijos(Spoleto),,,0.0,142.0,porção,,xoyixJvqZs,g,5.0,0.0,com.sec.android.app.shealth,9.0,1.0563381,a285e958-63ba-4584-a0c7-9c1611981b71,1,
0.0,0.0,0.0,0.0,0.0,"364.0 kcal, 1",,quickinput-6857f37c-35a7-4272-b72e-ac062b943330,1,999.0,3.6,12.0,2023-03-30 21:21:34.848,2023-03-30 21:11:17.905,0.0,30.0,0.0,0.0,marmita gastro fit 17,0.0,0.0,0.0,364.0,porção,,yfgkJHa6g4,120001,5.8,0.0,com.sec.android.app.shealth,35.0,1.0,aa009a39-4d87-4496-ab48-284d0dd754d2,1,
774.0,0.0,0.0,0.0,,"389 kcal, por 1/2 lasanha (300g)",,fatsecret-17930505,300,767.0,3.0,17.0,2023-10-05 16:30:35.953,2023-09-23 16:43:59.234,,24.0,,0.0,Lasanha Bolonhesa(Sadia),,,0.0,389.0,porção,,xoyixJvqZs,g,7.5,0.0,com.sec.android.app.shealth,36.0,0.7712082,ea7fc219-c6d3-43c1-8a4c-4a1cba910f42,1,
,0.0,0.0,0.0,0.0,"122 kcal, por 3 scoops (30g)",,fatsecret-18519143,30,53.0,0.0,1.6,2023-09-30 13:02:29.386,2023-03-30 21:22:59.127,,24.0,,0.0,80% Whey Protein(Growth Supplements),,,0.0,122.0,porção,,xoyixJvqZs,g,0.0,0.0,com.sec.android.app.shealth,3.0,0.24590164,eda71e27-19c3-4236-bc2c-1ba9cb7804e3,1,
28.0,0.0,0.0,0.0,,"46 kcal, por 1 copo (200ml)",,fatsecret-5158002,200,99.0,0.0,0.0,2023-09-13 23:40:43.867,2023-09-13 23:40:43.867,,0.0,,0.0,Tangerina(Gatorade),7.0,,0.0,46.0,porção,,xoyixJvqZs,ml,0.0,0.0,com.sec.android.app.shealth,12.0,,145c70e8-f532-44eb-9e29-50e86c37eca9,1,
,0.0,0.0,0.0,,"63 kcal, por 1 fatia (18g)",,fatsecret-21676246,18,102.0,0.0,5.0,2023-08-22 22:39:56.550,2023-08-22 22:39:56.550,,4.6,,0.0,Queijo Lanche(Tirol),,,0.0,63.0,porção,,xoyixJvqZs,g,3.7,0.0,com.sec.android.app.shealth,0.0,0.2857143,d701caa3-0ed1-4e0b-a864-e18f71d7ff42,1,
268.0,2.4444444,11.222223,0.0,37.0,"1108 kcal, por 600g",,fatsecret-57799919,100,260.0,1.7,6.73,2023-09-16 16:22:56.115,2023-09-16 16:22:56.115,3.416,5.37,1.724,7.111111,Bolinho de Batata,0.82,,3.4615386,185.0,g,,xoyixJvqZs,g,1.099,,com.sec.android.app.shealth,25.72,0.5405405,6ce3600e-dae3-45fb-8b25-87a09db68b67,100,
,0.0,0.0,0.0,,"149 kcal, por 1 garrafa (355ml)",,fatsecret-5452526,355,7.0,,0.0,2023-10-01 18:32:56.659,2023-09-05 11:55:18.840,,1.5,,0.0,Cerveja Heineken (355ml)(Heineken),,,0.0,149.0,porção,,xoyixJvqZs,ml,,,com.sec.android.app.shealth,11.3,0.0067114094,42acec15-0679-4527-be9c-1d9144a47f45,1,
22.0,1.6666666,0.0,0.0,8.0,"2114 kcal, por 806g",,fatsecret-4568246,20,64.0,0.2,1.66,2023-09-04 16:28:22.685,2023-08-25 22:04:40.842,0.592,2.19,0.233,0.8333334,Bolinha de Queijo,0.35,,3.0769231,52.0,unidade,,xoyixJvqZs,g,0.697,0.135,com.sec.android.app.shealth,6.99,0.3846154,03cad150-45f5-4a2a-b27e-0b4ac77f030b,1,
,0.0,0.0,0.0,,"326 kcal, por 100g",,fatsecret-22762046,100,64.0,0.6,14.0,2023-09-05 23:20:21.049,2023-09-05 23:20:21.049,,11.0,,0.0,Bolo Delícia de Café(Sodiê),,,0.0,326.0,porção,,xoyixJvqZs,g,8.0,0.0,com.sec.android.app.shealth,39.0,0.30674848,2df4100b-13ac-4c58-87f5-ee3c0201fb81,1,
167.0,0.33333334,0.44444445,0.0,35.0,"297 kcal, por 100g",,fatsecret-39983,64,367.0,0.6,12.04,2023-10-06 00:45:58.554,2023-10-06 00:45:58.554,5.105,9.98,3.405,2.9444442,Frango (Empanado e Frito),0.56,,0.6923077,190.0,pedaços,,xoyixJvqZs,g,2.574,,com.sec.android.app.shealth,10.44,0.33684212,6019e42c-af21-4718-b57c-884743860473,4,
