com.samsung.shealth.sleep_goal,6233003,3
update_time,create_time,sleep_time,wake_up_time,deviceuuid,pkg_name,bed_time,set_time,datauuid
2017-05-28 20:12:45.587,2017-05-28 20:12:45.587,-60000000,21000000,n2OTyB17mi,com.sec.android.app.shealth,81000000,1496002365575,eeb06f97-199f-461c-816a-380957f99b87,
