com.samsung.shealth.activity.day_summary,6233003,3
step_count,active_time,target,others_time,update_time,create_time,goal,longest_active_time,score,distance,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
13964,8231250,,0,2017-01-12 01:19:22.425,2017-01-11 02:02:08.196,-1,1192538,0,11847.908,529.0915,c8767769-c2e3-42bb-931f-ccf8623186e2.extra_data.json,n2OTyB17mi,352336,com.sec.android.app.shealth,7878914,24360000,c8767769-c2e3-42bb-931f-ccf8623186e2,1484092800000,
10536,6809426,,0,2016-08-06 02:31:30.680,2016-08-05 03:00:00.365,-1,1657809,0,7368.852,347.4013,88d2f4db-a038-4dd6-b40d-0e97effae58f.extra_data.json,f1/7zwjou1,129103,com.sec.android.app.shealth,6680323,23700000,88d2f4db-a038-4dd6-b40d-0e97effae58f,1470355200000,
0,0,,0,2017-01-09 20:08:04.312,2017-01-09 20:08:04.312,-1,0,0,0.0,0.0,53cb5c92-8ce4-4e92-a5f2-aac42e10d02e.extra_data.json,n2OTyB17mi,0,com.sec.android.app.shealth,0,-1,53cb5c92-8ce4-4e92-a5f2-aac42e10d02e,1482969600000,
3199,2058473,,0,2017-10-23 00:34:32.717,2017-10-22 02:01:16.469,-1,120000,0,2697.85,139.10002,94856d66-2f30-49aa-bcf5-87f1ec922946.extra_data.json,n2OTyB17mi,83387,com.sec.android.app.shealth,1975086,31920000,94856d66-2f30-49aa-bcf5-87f1ec922946,1508630400000,
11673,6907897,,0,2017-01-13 03:04:04.640,2017-01-12 02:00:01.354,-1,958656,0,9761.641,411.6066,326a0b1c-b913-40ec-a53f-174eba3deade.extra_data.json,n2OTyB17mi,154668,com.sec.android.app.shealth,6753229,24600000,326a0b1c-b913-40ec-a53f-174eba3deade,1484179200000,
5394,3313271,,0,2017-03-19 05:18:03.067,2017-03-18 03:00:04.414,-1,60000,0,4960.88,278.83987,6ff249b2-3096-4e8a-8629-f71035a6a687.extra_data.json,n2OTyB17mi,387528,com.sec.android.app.shealth,2925743,39900000,6ff249b2-3096-4e8a-8629-f71035a6a687,1489795200000,
8258,4794970,,0,2017-02-17 00:59:40.128,2017-02-16 02:00:30.080,-1,798344,0,7537.5986,412.79453,415b52a5-4e33-44ed-a581-faa612e4c4c6.extra_data.json,n2OTyB17mi,406843,com.sec.android.app.shealth,4388127,37500000,415b52a5-4e33-44ed-a581-faa612e4c4c6,1487203200000,
8571,5335121,,0,2016-08-24 01:47:54.480,2016-08-23 03:00:51.328,-1,240000,0,5695.663,276.75,112932dc-09df-43d7-a1a8-f881beb999ba.extra_data.json,f1/7zwjou1,49588,com.sec.android.app.shealth,5285533,24480000,112932dc-09df-43d7-a1a8-f881beb999ba,1471910400000,
4840,3015950,,0,2016-07-05 01:35:47.858,2016-07-04 03:00:02.676,-1,300000,0,3310.4702,167.65999,83c8ff7f-568c-4d43-af83-0876f43849e7.extra_data.json,f1/7zwjou1,126857,com.sec.android.app.shealth,2889093,22860000,83c8ff7f-568c-4d43-af83-0876f43849e7,1467590400000,
1368,877593,,0,2017-10-01 02:30:21.083,2017-09-30 03:00:01.998,-1,60000,0,1110.2202,61.250004,68f73ee1-0f21-464c-be8a-8e8987e9c09d.extra_data.json,n2OTyB17mi,31526,com.sec.android.app.shealth,846067,45360000,68f73ee1-0f21-464c-be8a-8e8987e9c09d,1506729600000,
0,0,,0,2017-01-09 20:08:03.452,2017-01-09 20:08:03.452,-1,0,0,0.0,0.0,ff7e056b-417f-4251-9e85-306c36422996.extra_data.json,n2OTyB17mi,0,com.sec.android.app.shealth,0,-1,ff7e056b-417f-4251-9e85-306c36422996,1482105600000,
4325,2605939,,0,2017-07-08 01:37:18.366,2017-07-07 03:00:01.210,-1,360000,0,3470.5708,189.95998,eeba05b5-f645-42e4-8bce-04bfeb4c0be6.extra_data.json,n2OTyB17mi,101993,com.sec.android.app.shealth,2503946,20340000,eeba05b5-f645-42e4-8bce-04bfeb4c0be6,1499385600000,
4180,2634886,,0,2017-07-01 02:28:13.271,2017-06-30 03:00:01.070,-1,120000,0,3622.94,193.89009,a8c898db-b41d-49e9-b0fd-d8e7610515c0.extra_data.json,n2OTyB17mi,157942,com.sec.android.app.shealth,2476944,33480000,a8c898db-b41d-49e9-b0fd-d8e7610515c0,1498780800000,
4813,2910364,,0,2017-06-30 02:55:01.815,2017-06-29 03:00:01.521,-1,60000,0,4653.6694,263.57,398b9d1b-395f-4b21-aa3a-27b4414b09bc.extra_data.json,n2OTyB17mi,428644,com.sec.android.app.shealth,2481720,38640000,398b9d1b-395f-4b21-aa3a-27b4414b09bc,1498694400000,
6319,3746944,,0,2016-10-21 00:50:49.685,2016-10-20 09:37:28.748,-1,733963,0,4569.4917,232.4531,e1810a0f-3550-4b44-88b5-40caea9f5dd5.extra_data.json,f1/7zwjou1,95466,com.sec.android.app.shealth,3651478,27600000,e1810a0f-3550-4b44-88b5-40caea9f5dd5,1476921600000,
10168,6278528,,0,2016-09-24 02:20:46.216,2016-09-23 03:00:48.151,-1,180000,0,6819.788,339.19992,aa52d4d0-5dca-4667-851c-b1e4180addaf.extra_data.json,f1/7zwjou1,145029,com.sec.android.app.shealth,6133499,24480000,aa52d4d0-5dca-4667-851c-b1e4180addaf,1474588800000,
16547,10571857,,0,2018-02-19 20:13:07.437,2018-02-19 00:00:40.961,-1,1743572,0,13017.138,705.23236,0d01fdf1-91ef-4cd0-94e0-bdc348ab41cb.extra_data.json,n2OTyB17mi,179998,com.sec.android.app.shealth,10391859,34620000,0d01fdf1-91ef-4cd0-94e0-bdc348ab41cb,1518998400000,
1557,994464,,0,2017-07-24 02:21:53.370,2017-07-23 03:00:31.154,-1,50418,0,1341.3901,73.090004,e7434160-eeb5-4797-b861-e8c733afbe9b.extra_data.json,n2OTyB17mi,66000,com.sec.android.app.shealth,928464,33180000,e7434160-eeb5-4797-b861-e8c733afbe9b,1500768000000,
10327,6342152,,0,2016-09-29 01:11:27.761,2016-09-28 03:00:33.571,-1,180000,0,7277.3423,377.2698,ddc6976c-ca9f-4ef1-84ad-2509660ef897.extra_data.json,f1/7zwjou1,471155,com.sec.android.app.shealth,5870997,25140000,ddc6976c-ca9f-4ef1-84ad-2509660ef897,1475020800000,
9058,5542641,,0,2017-04-20 01:18:32.197,2017-04-19 03:00:30.165,-1,180000,0,7692.3096,419.84012,c1277dc5-abe7-4056-ae52-2088454b09c5.extra_data.json,n2OTyB17mi,342167,com.sec.android.app.shealth,5200474,23880000,c1277dc5-abe7-4056-ae52-2088454b09c5,1492560000000,
0,0,,0,2017-01-09 20:08:03.316,2017-01-09 20:08:03.316,-1,0,0,0.0,0.0,67b3fa6d-3b05-4c8c-9181-11be29e8461e.extra_data.json,n2OTyB17mi,0,com.sec.android.app.shealth,0,-1,67b3fa6d-3b05-4c8c-9181-11be29e8461e,1482019200000,
9124,5347768,,0,2018-03-28 23:55:00.569,2018-03-28 03:00:12.233,-1,360000,0,7464.388,402.48004,15864796-e028-4f25-bebb-fc9b072ff04a.extra_data.json,n2OTyB17mi,169227,com.sec.android.app.shealth,5178541,28380000,15864796-e028-4f25-bebb-fc9b072ff04a,1522195200000,
22207,13731301,,0,2018-02-17 21:52:16.801,2018-02-17 00:00:01.031,-1,1565607,0,17247.242,900.87836,ffadd9a8-8f43-4f8a-833f-40c225edd3f3.extra_data.json,n2OTyB17mi,57559,com.sec.android.app.shealth,13673742,33480000,ffadd9a8-8f43-4f8a-833f-40c225edd3f3,1518825600000,
9926,5981059,,0,2016-07-06 02:02:33.226,2016-07-05 03:00:15.815,-1,1446321,0,6855.3013,337.01514,9c428fcf-4c27-4f72-b116-3b7935af46bc.extra_data.json,f1/7zwjou1,45698,com.sec.android.app.shealth,5935361,22740000,9c428fcf-4c27-4f72-b116-3b7935af46bc,1467676800000,
9430,5602310,,0,2017-04-19 01:07:56.727,2017-04-18 03:00:52.988,-1,240000,0,8628.262,487.83978,01234959-9539-4774-bb4c-c14419032347.extra_data.json,n2OTyB17mi,593300,com.sec.android.app.shealth,5009010,23100000,01234959-9539-4774-bb4c-c14419032347,1492473600000,
10561,6112889,,0,2017-03-31 23:35:01.965,2017-03-31 03:00:02.160,-1,1996630,0,9880.895,577.79047,4765d735-1291-4855-a6d6-2f4f32d4f990.extra_data.json,n2OTyB17mi,2342969,com.sec.android.app.shealth,3769920,22920000,4765d735-1291-4855-a6d6-2f4f32d4f990,1490918400000,
6116,3814735,,0,2017-11-19 01:29:51.314,2017-11-18 02:01:08.090,-1,180000,0,5270.5894,281.37994,fc75fc41-7469-4f4d-a175-308bda06f3e4.extra_data.json,n2OTyB17mi,241052,com.sec.android.app.shealth,3573683,39360000,fc75fc41-7469-4f4d-a175-308bda06f3e4,1510963200000,
2372,1457702,,0,2018-01-27 01:50:43.310,2018-01-26 02:00:01.068,-1,52557,0,2223.34,125.499985,26800499-8753-4f34-bfd3-bfcbdaeab475.extra_data.json,n2OTyB17mi,186400,com.sec.android.app.shealth,1271302,40680000,26800499-8753-4f34-bfd3-bfcbdaeab475,1516924800000,
5449,3406600,,0,2016-06-16 21:20:00.137,2016-06-16 21:20:00.137,-1,300000,0,3732.839,186.68,8fef1884-3267-48e0-b339-687c31e70979.extra_data.json,f1/7zwjou1,114210,com.sec.android.app.shealth,3292390,22800000,8fef1884-3267-48e0-b339-687c31e70979,1465776000000,
13176,8002328,,0,2018-03-07 01:46:50.747,2018-03-06 03:00:09.232,-1,420000,0,10972.019,584.5,0123194e-bb98-429d-95e8-ca3041953764.extra_data.json,n2OTyB17mi,349090,com.sec.android.app.shealth,7653238,20460000,0123194e-bb98-429d-95e8-ca3041953764,1520294400000,
6958,4297335,,0,2017-12-20 01:32:14.468,2017-12-19 02:00:05.436,-1,300000,0,5933.801,329.1299,89e126ce-abe7-4250-8086-3bd76ef07733.extra_data.json,n2OTyB17mi,269148,com.sec.android.app.shealth,4028187,31740000,89e126ce-abe7-4250-8086-3bd76ef07733,1513641600000,
7186,4499806,,0,2016-07-09 01:13:10.523,2016-07-08 03:00:41.688,-1,240000,0,4879.4155,242.83006,4d3adde0-be20-4218-aa93-ed797f0a16f7.extra_data.json,f1/7zwjou1,151555,com.sec.android.app.shealth,4348251,23400000,4d3adde0-be20-4218-aa93-ed797f0a16f7,1467936000000,
5619,3256461,,0,2017-05-05 01:13:19.234,2017-05-04 03:00:12.068,-1,240000,0,4806.7593,271.48993,c0ba1cba-7d56-40a8-ad40-4e9189b7d781.extra_data.json,n2OTyB17mi,284456,com.sec.android.app.shealth,2972005,23100000,c0ba1cba-7d56-40a8-ad40-4e9189b7d781,1493856000000,
6313,3825887,,0,2018-01-31 01:47:26.457,2018-01-30 02:00:00.359,-1,360000,0,5350.331,282.25,95777a9a-5fb2-467b-a0ba-c32664fd2548.extra_data.json,n2OTyB17mi,164530,com.sec.android.app.shealth,3661357,41460000,95777a9a-5fb2-467b-a0ba-c32664fd2548,1517270400000,
1931,1235912,,0,2018-03-05 01:06:30.865,2018-03-04 00:49:54.791,-1,49483,0,1681.3801,93.39001,4e094746-dba7-4542-84b1-2ec424d0641b.extra_data.json,n2OTyB17mi,78000,com.sec.android.app.shealth,1157912,27480000,4e094746-dba7-4542-84b1-2ec424d0641b,1520121600000,
9046,5414028,,0,2017-11-25 01:52:03.503,2017-11-24 02:00:00.467,-1,480000,0,7924.622,436.49994,6b62c4d3-2930-4286-b8d7-baa244bdcae1.extra_data.json,n2OTyB17mi,445189,com.sec.android.app.shealth,4968839,29880000,6b62c4d3-2930-4286-b8d7-baa244bdcae1,1511481600000,
7956,4875871,,0,2017-06-28 01:29:34.446,2017-06-27 03:00:01.078,-1,300000,0,7002.2134,379.12003,eb1c8435-6f7d-4cde-8303-6ddeb1f4e8b0.extra_data.json,n2OTyB17mi,376803,com.sec.android.app.shealth,4499068,23400000,eb1c8435-6f7d-4cde-8303-6ddeb1f4e8b0,1498521600000,
0,0,,0,2017-01-09 20:08:04.373,2017-01-09 20:08:04.373,-1,0,0,0.0,0.0,099e06a2-6dc7-4ac9-b32c-41c50d594f8f.extra_data.json,n2OTyB17mi,0,com.sec.android.app.shealth,0,-1,099e06a2-6dc7-4ac9-b32c-41c50d594f8f,1483056000000,
7815,4651282,,0,2017-04-18 01:34:03.501,2017-04-17 03:00:00.493,-1,420000,0,6811.5215,373.62003,4c78f4cd-9572-47b9-aa31-b50aa408c5bf.extra_data.json,n2OTyB17mi,393385,com.sec.android.app.shealth,4257897,28680000,4c78f4cd-9572-47b9-aa31-b50aa408c5bf,1492387200000,
9692,6116072,,0,2016-08-26 01:10:43.914,2016-08-25 03:00:25.522,-1,300000,0,6286.967,308.85986,76095870-426a-406a-b16d-5a59cec5ba7f.extra_data.json,f1/7zwjou1,64914,com.sec.android.app.shealth,6051158,24240000,76095870-426a-406a-b16d-5a59cec5ba7f,1472083200000,
1308,861222,,0,2018-06-17 20:15:01.238,2018-06-17 03:00:00.469,-1,50557,0,1102.8002,58.089993,31be2cab-188d-4567-9790-0af5520d2753.extra_data.json,n2OTyB17mi,16800,com.sec.android.app.shealth,844422,34380000,31be2cab-188d-4567-9790-0af5520d2753,1529193600000,
3780,2392488,,0,2017-05-21 23:34:39.425,2017-05-21 03:00:01.507,-1,60000,0,3296.54,176.12003,9743e5fb-ae62-48b0-a844-94016b4cc210.extra_data.json,n2OTyB17mi,174123,com.sec.android.app.shealth,2218365,27420000,9743e5fb-ae62-48b0-a844-94016b4cc210,1495324800000,
9495,5686181,,0,2017-03-30 01:30:02.793,2017-03-29 03:01:02.536,-1,420000,0,7805.38,412.29013,41c8dcc1-d7ff-4f9e-a6fa-79fe633551c5.extra_data.json,n2OTyB17mi,207562,com.sec.android.app.shealth,5478619,22860000,41c8dcc1-d7ff-4f9e-a6fa-79fe633551c5,1490745600000,
4264,2564014,,0,2018-02-05 01:15:00.040,2018-02-04 02:00:02.333,-1,420000,0,3510.11,183.65994,69c1af03-ba34-4bf9-b8d3-d004d1246a6d.extra_data.json,n2OTyB17mi,74347,com.sec.android.app.shealth,2489667,42120000,69c1af03-ba34-4bf9-b8d3-d004d1246a6d,1517702400000,
7493,4636071,,0,2016-11-02 01:50:37.738,2016-11-01 02:03:22.579,-1,240000,0,5169.0024,251.36996,e61ed0dc-5fca-4dcf-89ad-7a399f4ce7a9.extra_data.json,f1/7zwjou1,106449,com.sec.android.app.shealth,4529622,22080000,e61ed0dc-5fca-4dcf-89ad-7a399f4ce7a9,1477958400000,
3299,2049150,,0,2017-05-07 01:53:00.707,2017-05-06 03:00:00.686,-1,60000,0,3079.93,174.82002,3fb1c920-c0da-4ab8-8120-98d476b3d8bf.extra_data.json,n2OTyB17mi,224736,com.sec.android.app.shealth,1824414,36600000,3fb1c920-c0da-4ab8-8120-98d476b3d8bf,1494028800000,
4020,2511333,,0,2017-02-11 21:17:17.331,2017-02-09 02:00:59.066,-1,480000,0,3245.5505,159.65999,9675fc29-4ce6-4921-83b5-dec94026b223.extra_data.json,n2OTyB17mi,58544,com.sec.android.app.shealth,2452789,36720000,9675fc29-4ce6-4921-83b5-dec94026b223,1486598400000,
1248,809187,,0,2018-01-22 02:00:02.203,2018-01-21 02:00:02.511,-1,53360,0,1109.3501,57.9,05659130-0911-4c5e-9304-fbe7f78d9d20.extra_data.json,n2OTyB17mi,34800,com.sec.android.app.shealth,774387,34980000,05659130-0911-4c5e-9304-fbe7f78d9d20,1516492800000,
9714,5845010,,0,2016-07-23 02:59:48.252,2016-07-22 03:00:00.952,-1,1520496,0,6994.0957,358.57175,6def9684-683b-4363-b287-7a4b309f993a.extra_data.json,f1/7zwjou1,307928,com.sec.android.app.shealth,5537082,31740000,6def9684-683b-4363-b287-7a4b309f993a,1469145600000,
1735,1124137,,0,2018-06-11 02:44:29.418,2018-06-10 03:00:14.791,-1,45356,0,1509.96,78.21998,a7ec3eb2-740a-465d-bdd4-5f806b221fb4.extra_data.json,n2OTyB17mi,49600,com.sec.android.app.shealth,1074537,28680000,a7ec3eb2-740a-465d-bdd4-5f806b221fb4,1528588800000,
7192,4497510,,0,2016-06-16 21:19:53.891,2016-06-16 21:19:53.891,-1,240000,0,4926.9346,241.68994,243b9772-f09a-4505-bca5-8d0235861155.extra_data.json,f1/7zwjou1,157642,com.sec.android.app.shealth,4339868,22980000,243b9772-f09a-4505-bca5-8d0235861155,1464739200000,
12279,7222621,,0,2016-09-15 00:46:07.081,2016-09-14 03:00:50.479,-1,420000,0,8840.281,437.56958,7d4ccad0-c876-4da8-ab68-009e90fc91c5.extra_data.json,f1/7zwjou1,380619,com.sec.android.app.shealth,6842002,24060000,7d4ccad0-c876-4da8-ab68-009e90fc91c5,1473811200000,
10555,6392733,,0,2017-05-20 02:04:59.018,2017-05-19 03:00:01.052,-1,240000,0,8778.673,470.98987,b5436f48-11ad-428e-b9b9-9b496109db6d.extra_data.json,n2OTyB17mi,278323,com.sec.android.app.shealth,6114410,23220000,b5436f48-11ad-428e-b9b9-9b496109db6d,1495152000000,
5474,3485074,,0,2017-01-19 14:08:43.620,2017-01-18 02:11:58.960,-1,734292,0,4478.0317,194.72693,a54bb305-7fe7-4707-b29e-35b81fab14de.extra_data.json,n2OTyB17mi,101119,com.sec.android.app.shealth,3383955,26220000,a54bb305-7fe7-4707-b29e-35b81fab14de,1484697600000,
9739,5679869,,0,2018-05-10 03:00:07.562,2018-05-09 03:00:01.348,-1,657678,0,7999.102,436.4241,8f82b6f6-f768-4cc0-b8e0-2db2f0ecda36.extra_data.json,n2OTyB17mi,224558,com.sec.android.app.shealth,5455311,21180000,8f82b6f6-f768-4cc0-b8e0-2db2f0ecda36,1525824000000,
8585,5215216,,0,2017-01-22 01:55:01.677,2017-01-21 02:00:20.093,-1,180000,0,7837.04,385.29,e2a90cad-825a-4f54-9340-d9c58da0dbec.extra_data.json,n2OTyB17mi,636155,com.sec.android.app.shealth,4579061,23520000,e2a90cad-825a-4f54-9340-d9c58da0dbec,1484956800000,
5880,3594749,,0,2018-06-19 02:55:01.418,2018-06-18 03:02:28.839,-1,240000,0,4567.9497,243.84003,1bcf7425-1d01-43c7-9741-5d8074f70f63.extra_data.json,n2OTyB17mi,37421,com.sec.android.app.shealth,3557328,20280000,1bcf7425-1d01-43c7-9741-5d8074f70f63,1529280000000,
4422,2771161,,0,2016-06-28 01:20:04.066,2016-06-27 03:00:37.983,-1,240000,0,2994.1257,143.02995,57b4ddf0-5603-47a1-af42-70e1c86d36ca.extra_data.json,f1/7zwjou1,58069,com.sec.android.app.shealth,2713092,22740000,57b4ddf0-5603-47a1-af42-70e1c86d36ca,1466985600000,
5428,3452699,,0,2016-06-16 21:19:57.249,2016-06-16 21:19:57.249,-1,180000,0,3470.9941,167.91997,70468a6a-041f-484c-af5b-bf5845cad429.extra_data.json,f1/7zwjou1,27489,com.sec.android.app.shealth,3425210,23940000,70468a6a-041f-484c-af5b-bf5845cad429,1465344000000,
7423,4483907,,0,2017-10-04 02:10:15.572,2017-10-03 03:00:02.429,-1,180000,0,6562.831,358.94003,1fbb4fa8-b4df-4b4f-9437-c9863afe35a5.extra_data.json,n2OTyB17mi,453247,com.sec.android.app.shealth,4030660,34920000,1fbb4fa8-b4df-4b4f-9437-c9863afe35a5,1506988800000,
9293,5738057,,0,2017-06-21 01:58:52.272,2017-06-20 03:00:01.419,-1,1082454,0,7592.7944,404.83032,3d32adbb-44d6-4bfb-bac7-0c200da12bc4.extra_data.json,n2OTyB17mi,202053,com.sec.android.app.shealth,5536004,20820000,3d32adbb-44d6-4bfb-bac7-0c200da12bc4,1497916800000,
1155,754899,,0,2018-06-17 02:56:01.487,2018-06-16 03:00:01.440,-1,52693,0,937.05005,50.909996,77f149e6-d3e1-4fb5-aae4-9b375c228ba0.extra_data.json,n2OTyB17mi,23200,com.sec.android.app.shealth,731699,34260000,77f149e6-d3e1-4fb5-aae4-9b375c228ba0,1529107200000,
1908,1260354,,0,2017-10-16 00:51:59.536,2017-10-15 03:00:01.139,-1,52026,0,1535.2803,79.08999,9168e781-234d-4306-a324-005b0d6f6952.extra_data.json,n2OTyB17mi,18400,com.sec.android.app.shealth,1241954,31020000,9168e781-234d-4306-a324-005b0d6f6952,1508025600000,
6150,3837705,,0,2017-03-05 02:58:49.873,2017-03-04 03:00:01.244,-1,180000,0,5457.0615,294.74014,bda3c23a-3482-43cb-bb40-72516fcbd1e8.extra_data.json,n2OTyB17mi,288666,com.sec.android.app.shealth,3549039,38460000,bda3c23a-3482-43cb-bb40-72516fcbd1e8,1488585600000,
15472,9363237,,0,2017-01-28 02:47:38.872,2017-01-27 02:00:44.268,-1,747640,0,13728.279,647.34375,125b8de3-9ae2-41fb-8a8c-103594a3ed3a.extra_data.json,n2OTyB17mi,641444,com.sec.android.app.shealth,8721793,35520000,125b8de3-9ae2-41fb-8a8c-103594a3ed3a,1485475200000,
325,211435,,0,2017-04-22 01:15:01.506,2017-04-21 03:02:36.953,-1,33350,0,285.62,14.599999,551f6263-6a0e-4928-a288-f1682b3fbc47.extra_data.json,n2OTyB17mi,8000,com.sec.android.app.shealth,203435,36000000,551f6263-6a0e-4928-a288-f1682b3fbc47,1492732800000,
15291,9332794,,0,2018-02-24 23:11:56.248,2018-02-24 00:00:14.124,-1,420000,0,12362.648,621.11005,4394ff56-fbbd-4dea-923a-64638d80941d.extra_data.json,n2OTyB17mi,138773,com.sec.android.app.shealth,9194021,34800000,4394ff56-fbbd-4dea-923a-64638d80941d,1519430400000,
1640,1082933,,0,2018-06-20 02:00:01.931,2018-06-19 03:00:26.736,-1,49223,0,1333.4204,69.53,20789ead-91ff-4319-b102-4f4a27d88968.extra_data.json,n2OTyB17mi,16400,com.sec.android.app.shealth,1066533,41280000,20789ead-91ff-4319-b102-4f4a27d88968,1529366400000,
12064,7342172,,0,2017-01-30 19:30:09.811,2017-01-29 02:00:00.769,-1,1423420,0,10179.685,453.81567,94d56597-2556-40b9-9894-e64de2f0d74f.extra_data.json,n2OTyB17mi,319846,com.sec.android.app.shealth,7022326,30660000,94d56597-2556-40b9-9894-e64de2f0d74f,1485648000000,
8935,5409992,,0,2017-04-28 00:49:57.586,2017-04-27 03:00:00.975,-1,240000,0,7725.2197,413.31982,f2f03694-2490-487d-a697-71b5a9f409e5.extra_data.json,n2OTyB17mi,319604,com.sec.android.app.shealth,5090388,22080000,f2f03694-2490-487d-a697-71b5a9f409e5,1493251200000,
6051,3817767,,0,2016-09-20 02:53:16.136,2016-09-19 03:05:31.442,-1,120000,0,4282.36,217.68,23107ee0-5e96-4448-9535-a6649dc3a4f9.extra_data.json,f1/7zwjou1,217346,com.sec.android.app.shealth,3600421,29160000,23107ee0-5e96-4448-9535-a6649dc3a4f9,1474243200000,
9510,6064901,,0,2016-10-01 15:07:09.782,2016-09-30 03:00:02.360,60,300000,166,6345.755,310.06985,cb7e3ac4-8a08-4593-ab1e-ae9d800a20df.extra_data.json,f1/7zwjou1,144025,com.sec.android.app.shealth,5920876,23040000,cb7e3ac4-8a08-4593-ab1e-ae9d800a20df,1475193600000,
8053,4725054,,0,2017-04-04 01:06:05.743,2017-04-03 03:00:34.699,-1,540000,0,6441.0293,332.62997,d9250902-5758-4580-b367-9c2ecc0f367c.extra_data.json,n2OTyB17mi,104691,com.sec.android.app.shealth,4620363,28200000,d9250902-5758-4580-b367-9c2ecc0f367c,1491177600000,
7398,4463025,,0,2018-01-30 01:54:54.848,2018-01-29 02:00:00.559,-1,691675,0,6454.139,343.75732,5a39709e-2d0c-4937-846d-922180d4b5d9.extra_data.json,n2OTyB17mi,274254,com.sec.android.app.shealth,4188771,40740000,5a39709e-2d0c-4937-846d-922180d4b5d9,1517184000000,
9643,5602613,,0,2018-05-15 02:34:59.123,2018-05-14 03:00:01.811,-1,693752,0,7642.658,426.1396,9ee6a70e-cf73-4f7d-a880-5d7a6f9de26d.extra_data.json,n2OTyB17mi,134384,com.sec.android.app.shealth,5468229,21300000,9ee6a70e-cf73-4f7d-a880-5d7a6f9de26d,1526256000000,
12461,7638532,,0,2017-08-24 01:34:08.692,2017-08-23 03:00:00.797,-1,1082241,0,10551.26,569.779,6a821148-2ea6-4e4c-b70f-eda4aa421dc9.extra_data.json,n2OTyB17mi,332818,com.sec.android.app.shealth,7305714,21720000,6a821148-2ea6-4e4c-b70f-eda4aa421dc9,1503446400000,
5547,3480667,,0,2017-01-16 00:35:01.404,2017-01-15 02:00:00.956,-1,420000,0,4628.02,203.64996,bd4c421a-5fc5-4939-88f3-9d7b2e80f9c9.extra_data.json,n2OTyB17mi,132491,com.sec.android.app.shealth,3348176,23280000,bd4c421a-5fc5-4939-88f3-9d7b2e80f9c9,1484438400000,
12350,6522244,,0,2018-01-14 01:44:46.738,2018-01-13 02:00:00.454,-1,1913742,0,11131.031,627.49414,c5fb6f5f-082d-44c5-b492-b01483c3f1cc.extra_data.json,n2OTyB17mi,2027302,com.sec.android.app.shealth,4494942,34440000,c5fb6f5f-082d-44c5-b492-b01483c3f1cc,1515801600000,
7269,4713019,,0,2017-07-23 01:32:52.452,2017-07-22 03:00:00.378,-1,120000,0,6025.4116,308.18,a2c605e0-f2a4-4b3b-b655-e97acc3c3776.extra_data.json,n2OTyB17mi,126797,com.sec.android.app.shealth,4586222,35880000,a2c605e0-f2a4-4b3b-b655-e97acc3c3776,1500681600000,
3804,2242841,,0,2017-08-03 02:32:21.342,2017-08-02 03:00:00.624,-1,120000,0,3673.8306,211.49997,2528657b-8503-4731-b293-55b9871aef75.extra_data.json,n2OTyB17mi,378869,com.sec.android.app.shealth,1863972,40620000,2528657b-8503-4731-b293-55b9871aef75,1501632000000,
4310,2616294,,0,2017-08-13 01:42:08.296,2017-08-12 03:00:01.659,-1,60000,0,4205.49,240.82997,0b779792-a786-4201-a3a2-dd5fc2f2f9e7.extra_data.json,n2OTyB17mi,370949,com.sec.android.app.shealth,2245345,33180000,0b779792-a786-4201-a3a2-dd5fc2f2f9e7,1502496000000,
5421,3261443,,0,2018-06-13 02:08:00.472,2018-06-12 03:00:32.111,-1,300000,0,4843.09,272.97003,f88bf1ee-3fdb-46f4-9fde-eb1ccd137486.extra_data.json,n2OTyB17mi,307408,com.sec.android.app.shealth,2954035,35340000,f88bf1ee-3fdb-46f4-9fde-eb1ccd137486,1528761600000,
1796,1143137,,0,2017-08-14 01:51:35.933,2017-08-13 03:00:00.432,-1,180000,0,1445.1902,77.48999,ba6bcfd4-9464-4e8e-b7c0-962b670ab00c.extra_data.json,n2OTyB17mi,22966,com.sec.android.app.shealth,1120171,39300000,ba6bcfd4-9464-4e8e-b7c0-962b670ab00c,1502582400000,
874,565336,,0,2018-06-04 01:34:18.170,2018-06-03 03:00:02.433,-1,49358,0,746.14,41.07,ab6b9cb6-5d95-4362-9345-447cbe213ca8.extra_data.json,n2OTyB17mi,26400,com.sec.android.app.shealth,538936,40320000,ab6b9cb6-5d95-4362-9345-447cbe213ca8,1527984000000,
6958,4044627,,0,2016-10-26 01:25:19.209,2016-10-25 02:00:05.744,-1,240000,0,4981.969,245.79991,e9caadbf-e5f7-477c-8f6f-1ee497cbbc19.extra_data.json,f1/7zwjou1,159760,com.sec.android.app.shealth,3884867,23520000,e9caadbf-e5f7-477c-8f6f-1ee497cbbc19,1477353600000,
7955,4803732,,0,2017-11-02 00:48:24.148,2017-11-01 02:00:02.214,-1,300000,0,6675.379,353.2699,7e457aed-1fb5-4982-8ca3-3a65f277f76a.extra_data.json,n2OTyB17mi,250675,com.sec.android.app.shealth,4553057,20640000,7e457aed-1fb5-4982-8ca3-3a65f277f76a,1509494400000,
