com.samsung.shealth.activity.day_summary,6233003,3
step_count,active_time,target,others_time,update_time,create_time,goal,longest_active_time,score,distance,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
3996,2651559,,0,2019-12-27 03:00:00.930,2019-12-26 03:00:01.675,60,60000,73,3060.42,165.32997,1476ce1d-4e58-46da-ae28-cc13f90e85d4.extra_data.json,yfgkJHa6g4,5600,com.sec.android.app.shealth,2645959,34560000,1476ce1d-4e58-46da-ae28-cc13f90e85d4,1577318400000,
15831,9476279,,0,2019-09-05 03:00:04.533,2019-09-04 03:00:02.363,100,983005,157,12081.685,699.99005,e2cf22e4-fa7e-48b7-91f4-aa16f2179d39.extra_data.json,zjIwstRrv1,135736,com.sec.android.app.shealth,9340543,24360000,e2cf22e4-fa7e-48b7-91f4-aa16f2179d39,1567555200000,
1552,1007416,,0,2018-08-25 02:59:19.994,2018-08-24 03:00:44.491,-1,50284,0,1241.8202,67.08001,0bdf8971-a697-428d-9f56-af96c8c9baed.extra_data.json,n2OTyB17mi,41600,com.sec.android.app.shealth,965816,30180000,0bdf8971-a697-428d-9f56-af96c8c9baed,1535068800000,
15190,9316571,,0,2020-02-19 23:31:05.972,2020-02-19 00:00:01.682,60,1084246,258,11707.387,625.78613,cb1f77a5-302c-45be-b312-396b48138361.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,9316571,28440000,cb1f77a5-302c-45be-b312-396b48138361,1582070400000,
14946,8732752,,0,2019-08-09 01:04:43.969,2019-08-08 03:00:02.341,100,2589146,145,12360.756,694.365,39f67199-31ec-4069-8ccd-4023b3c3ac27.extra_data.json,zjIwstRrv1,182256,com.sec.android.app.shealth,8550496,26580000,39f67199-31ec-4069-8ccd-4023b3c3ac27,1565222400000,
1662,1106418,,0,2020-05-19 01:50:06.483,2020-05-18 03:00:00.507,60,44689,30,1260.23,73.799995,cea7c8f6-5655-4852-baed-4c4dfc5213c4.extra_data.json,yfgkJHa6g4,3200,com.sec.android.app.shealth,1103218,32940000,cea7c8f6-5655-4852-baed-4c4dfc5213c4,1589760000000,
11288,6934334,,0,2019-09-25 02:03:05.966,2019-09-24 03:00:02.579,100,913507,115,8587.0,493.97147,78e61b42-62ff-49ab-a878-c978e8ba367c.extra_data.json,zjIwstRrv1,69195,com.sec.android.app.shealth,6865139,22860000,78e61b42-62ff-49ab-a878-c978e8ba367c,1569283200000,
14515,9176787,,0,2020-02-20 22:50:14.269,2020-02-20 00:00:00.722,60,540000,253,10930.837,605.0896,42b4bf9e-ca93-420a-a546-825c568b6a76.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,9176787,32760000,42b4bf9e-ca93-420a-a546-825c568b6a76,1582156800000,
1577,1051592,,0,2020-07-23 02:55:18.103,2020-07-22 03:00:00.428,60,48691,28,1172.56,68.33,f6642aa5-b0c9-48e9-b8b5-1b3733df0b3a.extra_data.json,yfgkJHa6g4,400,com.sec.android.app.shealth,1051192,28860000,f6642aa5-b0c9-48e9-b8b5-1b3733df0b3a,1595376000000,
9962,6088810,,0,2019-06-04 02:38:00.387,2019-06-03 03:00:01.804,100,420000,100,7487.9595,428.5,2560380c-69be-4bf9-aad1-a65508000723.extra_data.json,zjIwstRrv1,54026,com.sec.android.app.shealth,6034784,23460000,2560380c-69be-4bf9-aad1-a65508000723,1559520000000,
6938,4417904,,0,2019-12-28 03:00:00.467,2019-12-27 03:00:00.650,60,656068,121,5256.2793,323.3356,cd35ea2e-d37a-41f7-9489-a9a3c38b88b6.extra_data.json,yfgkJHa6g4,31789,com.sec.android.app.shealth,4386115,33360000,cd35ea2e-d37a-41f7-9489-a9a3c38b88b6,1577404800000,
1081,701269,,0,2018-08-11 02:46:16.896,2018-08-10 03:00:00.557,-1,60000,0,940.6302,51.609993,20b716d3-df80-424b-b244-b7026fa2a184.extra_data.json,n2OTyB17mi,29600,com.sec.android.app.shealth,671669,37380000,20b716d3-df80-424b-b244-b7026fa2a184,1533859200000,
3744,2494845,,0,2020-05-20 02:53:13.178,2020-05-19 03:00:01.700,60,120000,68,2792.73,162.48,4d58c389-47d4-488e-adb1-15c75c58ffd2.extra_data.json,yfgkJHa6g4,3600,com.sec.android.app.shealth,2491245,26760000,4d58c389-47d4-488e-adb1-15c75c58ffd2,1589846400000,
1234,822544,,0,2020-07-24 00:37:01.403,2020-07-23 03:00:00.206,60,46690,21,922.89996,52.500004,cc5187d3-488b-4b66-ac30-3d1e282e113f.extra_data.json,yfgkJHa6g4,800,com.sec.android.app.shealth,821744,33420000,cc5187d3-488b-4b66-ac30-3d1e282e113f,1595462400000,
18227,11228136,,0,2020-02-21 21:31:37.028,2020-02-21 00:00:01.650,60,754370,311,13950.263,764.00543,0772e952-6a2b-4ec8-a97c-01c0a7edaf2f.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,11228136,30300000,0772e952-6a2b-4ec8-a97c-01c0a7edaf2f,1582243200000,
3494,2317967,,0,2020-10-27 02:54:47.328,2020-10-26 03:00:00.466,60,60000,63,2639.7097,139.76999,f9a8b503-ba49-4b5b-bcaa-fca63a04fdee.extra_data.json,yfgkJHa6g4,10381,com.sec.android.app.shealth,2307586,29700000,f9a8b503-ba49-4b5b-bcaa-fca63a04fdee,1603670400000,
12611,7837912,,0,2019-12-29 01:44:26.087,2019-12-28 03:00:00.256,60,540000,215,10021.5205,519.49,0ec60f27-a981-4f85-814c-32998b61c5e4.extra_data.json,yfgkJHa6g4,52305,com.sec.android.app.shealth,7785607,26460000,0ec60f27-a981-4f85-814c-32998b61c5e4,1577491200000,
3303,2178332,,0,2020-05-21 00:57:30.995,2020-05-20 03:00:00.477,60,60000,60,2476.7405,145.30002,3d0dd978-902d-46c0-ae81-576321ec718e.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,2178332,33180000,3d0dd978-902d-46c0-ae81-576321ec718e,1589932800000,
1243,829081,,0,2020-07-24 23:17:40.166,2020-07-24 03:00:00.408,60,48024,21,929.5401,52.899998,1c55a025-91c4-4d10-bf48-cf2561106b54.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,829081,32700000,1c55a025-91c4-4d10-bf48-cf2561106b54,1595548800000,
11431,6730327,,0,2019-08-16 01:49:27.751,2019-08-15 03:00:04.009,100,795245,111,8673.51,506.15656,f844c57f-409b-4798-a998-c5b8b9fc9958.extra_data.json,zjIwstRrv1,158226,com.sec.android.app.shealth,6572101,29400000,f844c57f-409b-4798-a998-c5b8b9fc9958,1565827200000,
3027,1953862,,0,2020-07-26 05:11:22.952,2020-07-25 03:00:00.277,60,300000,53,2204.45,127.870026,b4c7a97c-4f4a-4863-8650-91d82ae4c51a.extra_data.json,yfgkJHa6g4,2400,com.sec.android.app.shealth,1951462,33840000,b4c7a97c-4f4a-4863-8650-91d82ae4c51a,1595635200000,
7640,4678178,,0,2019-12-30 03:15:39.406,2019-12-29 03:00:01.620,60,681322,128,5974.89,337.89993,95a0defb-3186-4b62-9186-d2270f9df72c.extra_data.json,yfgkJHa6g4,28364,com.sec.android.app.shealth,4649814,29400000,95a0defb-3186-4b62-9186-d2270f9df72c,1577577600000,
1663,1109221,,0,2020-05-22 02:33:35.746,2020-05-21 03:00:00.640,60,43355,30,1230.1901,72.82,8d2a7361-5566-4846-a768-beaed4b82b0e.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,1109221,36660000,8d2a7361-5566-4846-a768-beaed4b82b0e,1590019200000,
945,630315,,0,2020-10-28 03:00:00.918,2020-10-27 03:00:01.477,60,60000,16,688.27997,36.42,10a3d70c-5356-400f-90d9-4b48064c06fb.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,630315,31020000,10a3d70c-5356-400f-90d9-4b48064c06fb,1603756800000,
16705,9987385,,0,2019-02-23 02:33:59.871,2019-02-22 03:00:01.896,100,2611220,166,13143.345,696.16113,dad7eb35-7a53-4760-bffb-45e1dedae69c.extra_data.json,zjIwstRrv1,75421,com.sec.android.app.shealth,9911964,26520000,dad7eb35-7a53-4760-bffb-45e1dedae69c,1550793600000,
15146,9112486,,0,2020-02-22 23:48:56.878,2020-02-22 00:00:00.465,60,1286409,251,11633.298,625.2381,f8897287-5174-4bc3-9243-1c285ac208bc.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,9112486,29220000,f8897287-5174-4bc3-9243-1c285ac208bc,1582329600000,
15607,9468157,,0,2019-12-31 01:57:06.555,2019-12-30 03:15:32.823,60,2646988,261,12046.292,640.1565,949d70b5-b01e-4494-b0fe-2131a89b485f.extra_data.json,yfgkJHa6g4,7311,com.sec.android.app.shealth,9460846,25740000,949d70b5-b01e-4494-b0fe-2131a89b485f,1577664000000,
1459,971551,,0,2020-07-27 02:45:04.508,2020-07-26 03:00:00.228,60,30015,26,1093.0299,62.300003,29916718-14be-4f98-bf92-d785e7cdf2f0.extra_data.json,yfgkJHa6g4,2400,com.sec.android.app.shealth,969151,29280000,29916718-14be-4f98-bf92-d785e7cdf2f0,1595721600000,
1202,796661,,0,2020-10-29 01:02:21.861,2020-10-28 03:00:00.732,60,41354,21,879.1998,49.600006,1ffa1108-168e-4f49-ad41-1088f05f65b0.extra_data.json,yfgkJHa6g4,7600,com.sec.android.app.shealth,789061,32760000,1ffa1108-168e-4f49-ad41-1088f05f65b0,1603843200000,
1858,1237951,,0,2020-05-23 00:49:16.518,2020-05-22 03:00:00.846,60,60000,33,1370.3698,80.380005,0bb685e2-4647-4974-87b7-5db87f456655.extra_data.json,yfgkJHa6g4,2000,com.sec.android.app.shealth,1235951,32340000,0bb685e2-4647-4974-87b7-5db87f456655,1590105600000,
17046,10583004,,0,2020-02-23 23:31:59.618,2020-02-23 00:00:00.315,60,1264257,293,13050.8545,698.973,507ab105-173a-4060-8d9a-15c1ce36e9e5.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,10583004,32400000,507ab105-173a-4060-8d9a-15c1ce36e9e5,1582416000000,
6224,3966922,,0,2020-01-01 02:55:01.699,2019-12-31 11:14:28.860,60,300000,110,4597.4,261.42,2105a92d-2bd4-45fe-9dae-55d914ecfe30.extra_data.json,yfgkJHa6g4,1600,com.sec.android.app.shealth,3965322,30360000,2105a92d-2bd4-45fe-9dae-55d914ecfe30,1577750400000,
10095,6033176,,0,2018-10-17 02:55:03.448,2018-10-16 03:00:00.781,100,815864,100,8349.245,468.99127,3df28e13-a6a3-461b-ba89-6a4865c3c4bc.extra_data.json,zjIwstRrv1,208541,com.sec.android.app.shealth,5824635,23580000,3df28e13-a6a3-461b-ba89-6a4865c3c4bc,1539648000000,
1328,885776,,0,2020-05-24 01:54:43.123,2020-05-23 03:00:00.288,60,40687,23,1000.20013,56.800007,7df7fbdb-7de3-43b6-8043-2a1e0f87b1c9.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,885776,38940000,7df7fbdb-7de3-43b6-8043-2a1e0f87b1c9,1590192000000,
2802,1863701,,0,2020-10-30 02:45:00.946,2020-10-29 03:00:00.955,60,60000,51,2008.2603,111.4,b2f7cdd7-6f27-487a-aaf4-1d6105d7a73c.extra_data.json,yfgkJHa6g4,800,com.sec.android.app.shealth,1862901,31620000,b2f7cdd7-6f27-487a-aaf4-1d6105d7a73c,1603929600000,
17555,10864991,,0,2020-02-24 23:38:01.333,2020-02-24 00:00:01.699,60,2227779,301,13352.96,726.6775,86f37269-3a52-4e9b-adfb-8474ad5bcf2d.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,10864991,32340000,86f37269-3a52-4e9b-adfb-8474ad5bcf2d,1582502400000,
2020,1347340,,0,2020-07-28 02:37:29.871,2020-07-27 03:00:00.589,60,50692,36,1517.6299,87.78999,25d7bdbf-68a7-4511-b59d-b6a94b7e227e.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,1347340,34020000,25d7bdbf-68a7-4511-b59d-b6a94b7e227e,1595808000000,
3939,2604244,,0,2019-07-23 02:57:16.892,2019-07-22 03:00:06.741,100,60000,43,3023.491,164.52,e50178a3-5390-4884-859b-f006fcc2782c.extra_data.json,zjIwstRrv1,8400,com.sec.android.app.shealth,2595844,29220000,e50178a3-5390-4884-859b-f006fcc2782c,1563753600000,
903,602301,,0,2020-01-02 01:39:25.309,2020-01-01 03:00:00.501,60,28014,16,684.86993,34.630005,52b70ac0-aff1-4e1f-b321-d21956305b46.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,602301,26520000,52b70ac0-aff1-4e1f-b321-d21956305b46,1577836800000,
12559,7915219,,0,2020-02-25 22:38:56.526,2020-02-25 00:00:00.864,60,676723,218,9534.023,521.04047,2abd841e-54ba-41bf-b75f-7677547d4cd0.extra_data.json,yfgkJHa6g4,3600,com.sec.android.app.shealth,7911619,27120000,2abd841e-54ba-41bf-b75f-7677547d4cd0,1582588800000,
4323,2778182,,0,2020-10-31 02:47:55.877,2020-10-30 03:00:01.824,60,720000,76,3028.5295,179.66002,74b8fbb8-7fcc-47df-a289-04a6d68a98e3.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,2778182,26100000,74b8fbb8-7fcc-47df-a289-04a6d68a98e3,1604016000000,
1747,1165249,,0,2020-05-25 02:49:51.777,2020-05-24 03:00:01.600,60,47357,31,1300.6898,74.33,805683bf-48c4-4fed-8a86-ff9ce3dab5a1.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,1165249,22680000,805683bf-48c4-4fed-8a86-ff9ce3dab5a1,1590278400000,
10433,6500542,,0,2020-01-03 01:58:23.637,2020-01-02 03:00:00.660,60,540000,178,7911.16,456.74985,4b966da0-aa85-43bf-b24f-6b7f096582b3.extra_data.json,yfgkJHa6g4,22955,com.sec.android.app.shealth,6477587,24780000,4b966da0-aa85-43bf-b24f-6b7f096582b3,1577923200000,
1297,865099,,0,2020-07-29 02:33:02.517,2020-07-28 03:00:00.972,60,42688,23,938.98987,58.629993,cef32e48-a865-40a5-bda6-8dadf9ccd4a7.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,865099,40440000,cef32e48-a865-40a5-bda6-8dadf9ccd4a7,1595894400000,
1561,1006477,,0,2018-08-02 01:17:28.344,2018-08-01 03:00:00.740,-1,60000,0,1313.8699,71.54,77a5ca50-f07a-4c39-907f-c8e72e74f137.extra_data.json,n2OTyB17mi,52000,com.sec.android.app.shealth,954477,37500000,77a5ca50-f07a-4c39-907f-c8e72e74f137,1533081600000,
1131,754110,,0,2020-11-01 02:35:18.955,2020-10-31 03:00:00.662,60,60000,20,834.57007,44.409996,fa0a457c-0d75-4c63-98c0-04617397aa86.extra_data.json,yfgkJHa6g4,400,com.sec.android.app.shealth,753710,31560000,fa0a457c-0d75-4c63-98c0-04617397aa86,1604102400000,
10198,6404177,,0,2020-02-26 23:44:32.861,2020-02-26 00:00:00.838,60,480000,176,7839.4395,417.55994,ecf7636e-e5d5-4581-a0df-fe6c3fc7a972.extra_data.json,yfgkJHa6g4,1600,com.sec.android.app.shealth,6402577,27360000,ecf7636e-e5d5-4581-a0df-fe6c3fc7a972,1582675200000,
2124,1415344,,0,2020-05-26 01:55:00.898,2020-05-25 03:00:00.323,60,60000,38,1569.9698,91.98999,977ea681-f25a-40ef-8b88-deb89c05dec1.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,1415344,37140000,977ea681-f25a-40ef-8b88-deb89c05dec1,1590364800000,
10604,6884662,,0,2020-07-30 01:26:47.750,2020-07-29 03:00:00.425,60,1542650,190,6774.316,550.38007,59c9d72d-1cb5-42e4-84f6-4a58c1e25372.extra_data.json,yfgkJHa6g4,2000,com.sec.android.app.shealth,6882662,31020000,59c9d72d-1cb5-42e4-84f6-4a58c1e25372,1595980800000,
16545,9151557,,0,2020-01-04 02:29:26.019,2020-01-03 03:00:00.501,60,945235,251,14786.946,975.7394,a30d2bfe-cc08-4b26-b0fd-401831095cb1.extra_data.json,yfgkJHa6g4,2155452,com.sec.android.app.shealth,6996105,33600000,a30d2bfe-cc08-4b26-b0fd-401831095cb1,1578009600000,
2396,1552967,,0,2019-02-22 02:06:28.802,2019-02-21 03:00:01.102,100,120000,25,1941.8403,105.17001,c99247be-f488-4da6-8f1f-68435e56b0f0.extra_data.json,zjIwstRrv1,33006,com.sec.android.app.shealth,1519961,25740000,c99247be-f488-4da6-8f1f-68435e56b0f0,1550707200000,
10976,6974830,,0,2020-11-02 01:47:02.081,2020-11-01 03:00:00.932,60,2196338,193,8048.4507,456.675,67ae6caa-4326-473b-b0e3-1d2dabf5c04f.extra_data.json,yfgkJHa6g4,5600,com.sec.android.app.shealth,6969230,29820000,67ae6caa-4326-473b-b0e3-1d2dabf5c04f,1604188800000,
19330,11141851,,0,2020-02-27 22:29:03.515,2020-02-27 00:00:01.506,60,2469746,308,15921.897,998.04034,379e81b4-f89b-42e7-b551-8b338cf2affd.extra_data.json,yfgkJHa6g4,2470972,com.sec.android.app.shealth,8670879,30120000,379e81b4-f89b-42e7-b551-8b338cf2affd,1582761600000,
4673,3112962,,0,2020-05-27 02:24:34.078,2020-05-26 03:00:00.721,60,60000,85,3593.449,197.27,710cf3b4-da78-4851-9c60-0849bb11c65a.extra_data.json,yfgkJHa6g4,800,com.sec.android.app.shealth,3112162,29280000,710cf3b4-da78-4851-9c60-0849bb11c65a,1590451200000,
9003,5615166,,0,2020-01-05 01:16:13.849,2020-01-04 03:00:01.694,60,854016,155,6914.796,393.6101,ea59a88c-8691-486f-8d06-ed94546a24b1.extra_data.json,yfgkJHa6g4,8636,com.sec.android.app.shealth,5606530,28920000,ea59a88c-8691-486f-8d06-ed94546a24b1,1578096000000,
930,620310,,0,2020-07-31 02:42:27.151,2020-07-30 03:01:11.544,60,43355,16,680.83,41.15,df115037-50a9-40b5-a808-69011ce2536e.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,620310,36060000,df115037-50a9-40b5-a808-69011ce2536e,1596067200000,
1715,1140806,,0,2020-11-03 02:30:01.632,2020-11-02 03:00:01.799,60,60000,30,1239.3801,69.33002,b2f3d612-1146-47cc-bef4-46d31fc949c1.extra_data.json,yfgkJHa6g4,1600,com.sec.android.app.shealth,1139206,23700000,b2f3d612-1146-47cc-bef4-46d31fc949c1,1604275200000,
11646,6619065,,0,2020-02-28 23:54:09.305,2020-02-28 00:00:00.477,60,1804529,183,10676.176,717.4816,32b92990-9de0-4a6e-84e7-c8e80b7f11ae.extra_data.json,yfgkJHa6g4,3434783,com.sec.android.app.shealth,3184282,33000000,32b92990-9de0-4a6e-84e7-c8e80b7f11ae,1582848000000,
1319,850489,,0,2018-08-05 03:00:02.823,2018-08-04 03:00:01.896,-1,60000,0,1045.0999,55.630005,f4396673-b7a9-46a0-bf82-c0771939b455.extra_data.json,n2OTyB17mi,18800,com.sec.android.app.shealth,831689,23520000,f4396673-b7a9-46a0-bf82-c0771939b455,1533340800000,
2323,1547305,,0,2020-05-28 01:57:29.347,2020-05-27 03:00:01.618,60,60000,41,1738.2999,100.39,c4d34416-5f42-44b3-b1f8-21ade76cfe09.extra_data.json,yfgkJHa6g4,3200,com.sec.android.app.shealth,1544105,31020000,c4d34416-5f42-44b3-b1f8-21ade76cfe09,1590537600000,
15332,9673452,,0,2020-07-31 23:55:24.562,2020-07-31 03:00:00.534,60,1862188,268,10677.121,823.2386,914da99a-5090-4595-b427-c2328ac99734.extra_data.json,yfgkJHa6g4,64179,com.sec.android.app.shealth,9609273,31140000,914da99a-5090-4595-b427-c2328ac99734,1596153600000,
2964,1948557,,0,2020-03-01 00:00:00.864,2020-02-29 00:00:00.682,60,180000,53,2233.0803,121.220024,1e007b8d-612e-4754-a99b-6fee2af84c8b.extra_data.json,yfgkJHa6g4,400,com.sec.android.app.shealth,1948157,38880000,1e007b8d-612e-4754-a99b-6fee2af84c8b,1582934400000,
6990,4469911,,0,2020-01-06 01:35:01.703,2020-01-05 03:00:00.526,60,360000,123,5425.581,291.9701,cfab83ed-abd7-440a-9a94-8e9b8be33b1a.extra_data.json,yfgkJHa6g4,11005,com.sec.android.app.shealth,4458906,29580000,cfab83ed-abd7-440a-9a94-8e9b8be33b1a,1578182400000,
1246,831082,,0,2020-11-04 02:36:01.205,2020-11-03 03:00:00.637,60,37352,21,901.2,50.509987,f9332555-f406-43c9-8b11-3ae9c63672aa.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,831082,29160000,f9332555-f406-43c9-8b11-3ae9c63672aa,1604361600000,
8804,5294598,,0,2019-03-30 02:07:15.154,2019-03-29 03:00:03.263,100,300000,87,6896.6387,392.30988,6af708ee-909a-47be-87dc-599b1d0da42c.extra_data.json,zjIwstRrv1,164243,com.sec.android.app.shealth,5130355,27360000,6af708ee-909a-47be-87dc-599b1d0da42c,1553817600000,
1330,886843,,0,2020-08-02 03:00:00.717,2020-08-01 03:00:00.894,60,38686,23,998.50995,57.41,8dd66ead-66d7-46bc-833b-2567735e8e6d.extra_data.json,yfgkJHa6g4,400,com.sec.android.app.shealth,886443,37800000,8dd66ead-66d7-46bc-833b-2567735e8e6d,1596240000000,
1500,1000500,,0,2020-05-29 03:00:00.912,2020-05-28 03:00:00.360,60,52693,26,1089.6898,67.43001,72b358e0-8d06-4f5f-b894-bb821a30a304.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,1000500,37920000,72b358e0-8d06-4f5f-b894-bb821a30a304,1590624000000,
7044,4558460,,0,2020-08-03 03:04:03.407,2020-08-02 03:00:00.517,60,60000,125,5630.1284,382.31006,ea4e8ceb-a02c-4410-b0f5-1cb44225aee2.extra_data.json,yfgkJHa6g4,199344,com.sec.android.app.shealth,4359116,24720000,ea4e8ceb-a02c-4410-b0f5-1cb44225aee2,1596326400000,
7418,4762416,,0,2020-03-02 00:01:57.376,2020-03-01 00:00:00.511,60,300000,131,5680.9487,300.58,b368bfc6-44e5-4caf-9499-5fd57c99084e.extra_data.json,yfgkJHa6g4,2000,com.sec.android.app.shealth,4760416,35880000,b368bfc6-44e5-4caf-9499-5fd57c99084e,1583020800000,
1278,852426,,0,2020-11-05 02:32:54.469,2020-11-04 03:00:00.680,60,45356,23,925.7098,51.089996,576fa16c-ef1f-474b-af00-cdd878949d6d.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,852426,30000000,576fa16c-ef1f-474b-af00-cdd878949d6d,1604448000000,
11946,7725762,,0,2020-01-07 02:58:42.015,2020-01-06 07:11:57.576,60,2784426,213,9171.795,495.14078,4b3a2bc4-95a1-40c0-a981-14aa719ea64a.extra_data.json,yfgkJHa6g4,800,com.sec.android.app.shealth,7724962,29040000,4b3a2bc4-95a1-40c0-a981-14aa719ea64a,1578268800000,
3456,2247813,,0,2019-08-18 02:57:05.853,2019-08-17 03:00:05.239,100,60000,36,2838.9602,148.97,05a52346-4af2-45fd-95bc-5d3c02005107.extra_data.json,zjIwstRrv1,54065,com.sec.android.app.shealth,2193748,32040000,05a52346-4af2-45fd-95bc-5d3c02005107,1566000000000,
1936,1291312,,0,2020-05-30 02:21:34.831,2020-05-29 03:00:00.537,60,49358,35,1442.0404,83.08,1a8a3776-727d-4ff0-8542-e87e4da81f0e.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,1291312,30180000,1a8a3776-727d-4ff0-8542-e87e4da81f0e,1590710400000,
16699,9502693,,0,2020-03-03 00:15:02.855,2020-03-02 00:00:00.663,60,1642824,263,14481.365,940.8818,68a95dde-57d0-4ebd-a204-c7515e3552d4.extra_data.json,yfgkJHa6g4,1931036,com.sec.android.app.shealth,7571657,33420000,68a95dde-57d0-4ebd-a204-c7515e3552d4,1583107200000,
973,648991,,0,2020-11-06 01:40:39.923,2020-11-05 03:00:00.816,60,60000,16,716.39,37.97,57eef7a1-e99d-425f-955f-57a93f85f4bb.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,648991,30360000,57eef7a1-e99d-425f-955f-57a93f85f4bb,1604534400000,
1671,1114290,,0,2020-08-04 02:16:30.302,2020-08-03 03:00:00.482,60,60000,30,1239.36,74.27,d4a86a9d-4887-4aa9-a93f-a03d52d3c0c6.extra_data.json,yfgkJHa6g4,400,com.sec.android.app.shealth,1113890,29520000,d4a86a9d-4887-4aa9-a93f-a03d52d3c0c6,1596412800000,
16263,9899509,,0,2020-01-08 11:23:14.296,2020-01-07 03:00:00.567,60,1585707,273,12768.117,669.9042,178e28b7-a97f-40e2-893a-5e7ae15885d6.extra_data.json,yfgkJHa6g4,6161,com.sec.android.app.shealth,9893348,31920000,178e28b7-a97f-40e2-893a-5e7ae15885d6,1578355200000,
8061,4950328,,0,2020-05-31 02:10:51.900,2020-05-30 03:00:01.594,60,120000,136,6641.5713,476.97,957c1d85-271c-4129-a438-14e3a704b14c.extra_data.json,yfgkJHa6g4,444669,com.sec.android.app.shealth,4505659,29760000,957c1d85-271c-4129-a438-14e3a704b14c,1590796800000,
1519,1013173,,0,2020-11-07 02:50:52.956,2020-11-06 03:00:00.723,60,36685,26,1114.4001,60.589996,44aef0fa-9dda-4af4-9bfb-2cb27191ea7a.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,1013173,29700000,44aef0fa-9dda-4af4-9bfb-2cb27191ea7a,1604620800000,
5070,3320129,,0,2020-03-04 01:39:22.467,2020-03-03 00:00:00.596,60,240000,91,3836.78,207.65997,22c9cbe9-3203-4cad-b027-51891b2c01ca.extra_data.json,yfgkJHa6g4,800,com.sec.android.app.shealth,3319329,31140000,22c9cbe9-3203-4cad-b027-51891b2c01ca,1583193600000,
5224,3345483,,0,2020-08-05 02:09:15.230,2020-08-04 03:00:00.576,60,420000,91,3684.9,258.16998,392988a0-100a-4b40-8058-f7e868274506.extra_data.json,yfgkJHa6g4,11600,com.sec.android.app.shealth,3333883,33120000,392988a0-100a-4b40-8058-f7e868274506,1596499200000,
7498,4658051,,0,2020-01-09 02:57:16.090,2020-01-08 11:23:07.784,60,480000,128,5623.58,313.29993,d765831e-0f41-4a9a-b368-a11256ffec9c.extra_data.json,yfgkJHa6g4,1200,com.sec.android.app.shealth,4656851,30120000,d765831e-0f41-4a9a-b368-a11256ffec9c,1578441600000,
17572,12287066,,3426000,2021-02-10 10:42:07.140,2021-01-30 03:00:01.853,60,1985000,340,10693.76,945.0001,53838800-f276-4018-9b34-47674fe3ac8d.extra_data.json,yfgkJHa6g4,65174,com.sec.android.app.shealth,8795892,26520000,53838800-f276-4018-9b34-47674fe3ac8d,1611964800000,
1456,971152,,0,2020-06-01 01:31:15.625,2020-05-31 03:00:00.659,60,44022,26,1086.9999,62.41,17fcba50-0b4d-4efb-9f41-29fc5b3d4356.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,971152,32460000,17fcba50-0b4d-4efb-9f41-29fc5b3d4356,1590883200000,
688,458896,,0,2020-08-06 00:47:25.739,2020-08-05 03:00:01.762,60,33350,11,488.26004,28.590002,72ca375e-060e-4001-bded-1550105437ec.extra_data.json,yfgkJHa6g4,0,com.sec.android.app.shealth,458896,39360000,72ca375e-060e-4001-bded-1550105437ec,1596585600000,
1752,1166448,,0,2020-06-02 02:13:48.242,2020-06-01 03:00:01.490,60,53360,31,1308.1299,76.829994,9b3fc118-08cc-46ac-ad2e-b0d1b400330c.extra_data.json,yfgkJHa6g4,3200,com.sec.android.app.shealth,1163248,32340000,9b3fc118-08cc-46ac-ad2e-b0d1b400330c,1590969600000,
8578,5113117,,0,2020-11-08 03:00:00.684,2020-11-07 03:01:38.103,60,420000,140,7082.327,409.2499,741cfa19-d41d-4116-956f-2fddd4f7c524.extra_data.json,yfgkJHa6g4,525058,com.sec.android.app.shealth,4588059,34080000,741cfa19-d41d-4116-956f-2fddd4f7c524,1604707200000,
