com.samsung.health.food_intake,6233003,4
start_time,amount,custom,update_time,create_time,meal_type,name,unit,calorie,time_offset,deviceuuid,comment,pkg_name,datauuid,food_info_id
2018-10-22 17:00:00.000,,,2018-10-22 17:00:38.324,2018-10-22 17:00:38.324,100002,,,1092.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,6a7ba7d6-bbf7-42eb-bf74-0918a22cb008,meal_auto_filled,
2018-12-21 11:00:00.000,1.0,,2018-12-21 11:00:37.160,2018-12-21 11:00:37.160,100001,,-1,1093.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,a64b3bde-2b9e-459f-9279-5c959f80976f,meal_auto_filled,
2018-09-10 14:50:43.730,1.0,,2018-09-10 15:02:49.785,2018-09-10 14:55:19.741,100002,Alface,120001,8.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,0ef131e1-c09e-4404-b77c-b5f0af47c92e,c98cf982-261c-495b-8dfd-a3dc233412ae,
2018-09-10 20:59:02.996,2.0,,2018-09-10 21:24:21.418,2018-09-10 21:23:42.234,100005,Banana,120001,210.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,4c24a694-9697-4ae2-85db-7e14b1fd24f5,c5936c0c-8c30-4a54-a98e-7588ea3f8fc0,
2018-09-18 10:41:05.742,1.0,,2018-09-18 11:21:57.826,2018-09-18 11:21:57.826,100001,Pão de Sanduíche Integral(Seven Boys),120001,125.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,1a03a82b-ae6d-45d2-a3f6-3862c5f7e96e,61ead18e-2e37-4f52-abb6-e1fb995086c7,
2018-11-27 21:00:00.000,1.0,,2018-11-27 21:00:43.545,2018-11-27 21:00:43.545,100003,,-1,1092.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,13868633-00b3-45b6-8f0c-4500780204ca,meal_auto_filled,
2018-10-19 22:00:00.000,,,2018-10-19 22:00:15.785,2018-10-19 22:00:15.785,100003,,,1092.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,dda6d3cf-e66e-43c4-ad4b-1569d8262f2c,meal_auto_filled,
2018-11-14 11:00:00.000,1.0,,2018-11-14 11:01:00.603,2018-11-14 11:01:00.603,100001,,-1,1093.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,567f4e22-4fc7-415c-a3f7-04a2ab9154d9,meal_auto_filled,
2018-12-20 11:00:00.000,1.0,,2018-12-20 11:00:01.279,2018-12-20 11:00:01.279,100001,,-1,1093.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,c53c5baa-c6e3-4c65-b4d5-33f330e171f0,meal_auto_filled,
2018-10-31 12:00:00.000,1.0,,2018-10-31 12:00:49.275,2018-10-31 12:00:49.275,100001,,-1,1093.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,c4701ae6-3853-4f75-b673-5da516cd405e,meal_auto_filled,
2018-11-02 12:00:00.000,1.0,,2018-11-02 12:01:07.815,2018-11-02 12:01:07.815,100001,,-1,1093.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,6fed87a1-23a1-407a-915c-d0ad094c825e,meal_auto_filled,
2018-09-12 18:00:00.038,1.0,,2018-09-13 10:47:10.110,2018-09-13 10:47:10.110,100005,Banana,120001,105.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,cc022953-5d17-4522-954b-5b6c6c2fac7e,c5936c0c-8c30-4a54-a98e-7588ea3f8fc0,
2018-11-13 21:00:00.000,1.0,,2018-11-13 21:26:31.291,2018-11-13 21:26:31.291,100003,,-1,1092.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,3009b9a5-b220-4e7c-80da-ef322df64088,meal_auto_filled,
2018-09-08 21:00:00.000,6.0,,2018-09-09 02:00:12.764,2018-09-09 02:00:12.764,100003,Hossomaki,120001,144.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,b05cd36e-c49d-4151-a1b1-6ec721c8bccb,f1351dea-de13-415f-b2ed-b5e220f78ae3,
2018-09-20 15:00:00.000,1.0,,2018-09-20 21:37:11.904,2018-09-20 21:37:11.904,100002,Ovo Cozido,120001,77.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,4b63871c-40fb-4b32-b37a-0553b743f973,11abc3c2-fd0c-4315-8a3f-e15c5ca4241a,
2018-09-07 16:00:00.919,120.0,,2018-09-08 01:35:41.514,2018-09-07 19:48:22.611,100002,Bis Oreo(Lacta),120002,648.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,3c5648f6-2c9a-4e93-9413-bc2a652f0ecb,0a041508-2c3d-48dc-b07d-ac5ad3aeba0b,
2018-10-28 17:00:00.000,1.0,,2018-10-28 17:02:03.286,2018-10-28 17:02:03.286,100002,,-1,1092.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,ecfc6fd3-275e-40f6-a1d8-9eb90d9ee59e,meal_auto_filled,
2018-09-26 22:00:00.000,,,2018-09-26 22:01:16.360,2018-09-26 22:01:16.360,100003,,,1092.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,26e65d32-d057-4a96-9af9-d687481e9748,meal_auto_filled,
2018-09-28 22:00:00.000,,,2018-09-28 22:01:16.665,2018-09-28 22:01:16.665,100003,,,1092.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,dcae0cff-f657-4b29-9e1e-70f18928474d,meal_auto_filled,
2018-12-24 21:00:00.000,1.0,,2018-12-24 21:00:57.945,2018-12-24 21:00:57.945,100003,,-1,1092.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,090597bd-b536-4273-8955-f983ce0eafd2,meal_auto_filled,
2018-09-16 00:12:00.000,250.0,,2018-09-16 01:47:32.443,2018-09-16 01:47:32.443,100003,Pizza de Frango com Catupiry,120002,533.3333,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,b3b40655-6c3c-4470-aab0-d193bc0e45d0,b9ea2c60-bb18-4df3-b2b6-a2647e14e597,
2018-09-11 00:48:03.927,450.0,,2018-09-11 00:56:47.194,2018-09-11 00:56:27.829,100003,Macarrão,120002,707.1429,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,9f00d38e-42da-4037-b2d5-39b896e62f02,5c6cd7a7-db8f-41c8-92a1-a70bb3bfd554,
2019-02-07 11:00:00.000,1.0,,2019-02-07 11:01:15.905,2019-02-07 11:01:15.905,100001,,-1,1090.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,7225e9f2-3f2f-4535-9355-71a4ff70670a,meal_auto_filled,
2018-09-19 11:00:00.000,1.0,,2018-09-20 01:30:34.781,2018-09-20 01:30:34.781,100001,Banana,120001,105.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,e706c57d-f036-46d1-9a5e-0efec0fe1dcf,c5936c0c-8c30-4a54-a98e-7588ea3f8fc0,
2018-11-23 11:00:00.000,1.0,,2018-11-23 11:01:09.956,2018-11-23 11:01:09.956,100001,,-1,1093.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,c0bece3d-0176-41af-bc10-199eca60ba7b,meal_auto_filled,
2018-09-08 00:00:00.000,700.0,,2018-09-08 01:33:30.609,2018-09-08 01:33:30.609,100003,Lasanha com Carne,120002,1141.7476,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,09e5833c-5943-47ac-b7be-cc67a31a9ea2,a329bd8a-75a9-431b-9bd4-d264dc9f9cac,
2018-09-16 16:00:00.000,3.9,,2018-09-17 01:53:29.176,2018-09-17 01:53:29.176,100002,Tomates Cereja,120001,11.7,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,6675703a-908a-4f60-95d6-94e19894059c,9ee7dc67-50d9-4c63-929c-9f08021f577d,
2018-09-10 14:50:43.730,250.0,,2018-09-10 15:02:49.749,2018-09-10 14:55:19.738,100002,Arroz Integral Cozido(Tio João),120002,312.5,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,b2dded32-4ff5-4ce4-8d57-87391f35c631,0cb0b176-bca3-4a29-ab15-46fc81e9914a,
2018-12-04 16:00:00.000,1.0,,2018-12-04 16:01:02.821,2018-12-04 16:01:02.821,100002,,-1,1092.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,e70b027d-e528-486d-bc53-e31b41f4231d,meal_auto_filled,
2018-09-18 15:27:58.331,270.0,,2018-09-18 17:31:56.602,2018-09-18 17:31:56.602,100002,Arroz Integral Cozido(Tio João),120002,337.5,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,551ecc6a-84d1-4dd4-a735-f38052640418,0cb0b176-bca3-4a29-ab15-46fc81e9914a,
2018-09-19 00:31:00.000,45.0,,2018-09-19 11:24:59.809,2018-09-19 11:24:59.809,100003,Bacon,120002,243.00002,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,d03002b8-fed2-4f00-86a5-0c404a3925b0,5fd8b90d-2e93-4e4c-9a76-a9058be3843d,
2018-11-29 11:00:00.000,1.0,,2018-11-29 11:39:35.217,2018-11-29 11:39:35.217,100001,,-1,1093.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,da2a35f4-80ae-4900-a70c-607440ab19ba,meal_auto_filled,
2018-09-08 18:00:00.000,1.0,,2018-09-09 01:55:14.060,2018-09-09 01:55:14.060,100005,Queijo Cheddar ou Suíço(Subway),120001,40.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,21ce68c5-938f-4848-a5bd-bf537dc9a0d2,7ea126d0-84a6-49e0-bb91-d8bd139977f9,
2018-11-03 17:00:00.000,1.0,,2018-11-03 17:01:06.476,2018-11-03 17:01:06.476,100002,,-1,1092.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,3b9a5594-ae13-4243-9915-996752562f90,meal_auto_filled,
2019-02-02 21:00:00.000,1.0,,2019-02-02 21:00:37.727,2019-02-02 21:00:37.727,100003,,-1,1089.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,15b6211e-7761-434a-8ad5-94335181d5a2,meal_auto_filled,
2019-01-03 11:00:00.000,1.0,,2019-01-03 11:01:00.271,2019-01-03 11:01:00.271,100001,,-1,1090.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,f6af8534-9593-4db5-b3c7-dcc5055ffe5d,meal_auto_filled,
2018-09-08 16:29:52.813,45.0,,2018-09-08 17:06:38.817,2018-09-08 16:35:49.031,100002,Tomates,120002,8.04878,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,cc475824-ccc4-4292-a192-bf8b42217402,45c22f3c-3efa-4666-a695-624cbff0b07f,
2018-09-22 22:00:00.000,,,2018-09-22 22:00:31.055,2018-09-22 22:00:31.055,100003,,,1092.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,c12857e1-65a2-4e0e-b25b-5f49d2b885f1,meal_auto_filled,
2018-12-22 16:00:00.000,1.0,,2018-12-22 16:01:00.962,2018-12-22 16:01:00.962,100002,,-1,1092.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,546f94cb-02b1-4db1-a46d-ee9998ae58ed,meal_auto_filled,
2018-12-03 21:00:00.000,1.0,,2018-12-03 21:00:30.134,2018-12-03 21:00:30.134,100003,,-1,1092.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,5382f3e4-8738-4bde-b56d-6a61f7d1eb74,meal_auto_filled,
2018-11-05 16:00:00.000,1.0,,2018-11-05 16:01:00.966,2018-11-05 16:01:00.966,100002,,-1,1092.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,8f7705f1-53c9-406d-acf3-01435c983f5a,meal_auto_filled,
2018-09-16 14:09:09.967,1.0,,2018-09-16 14:20:56.120,2018-09-16 14:20:56.120,100001,Pão de Sanduíche Integral(Seven Boys),120001,125.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,04b61023-ceb6-4d8d-988c-094b232b8913,61ead18e-2e37-4f52-abb6-e1fb995086c7,
2019-01-27 16:00:00.000,1.0,,2019-01-27 16:00:30.219,2019-01-27 16:00:30.219,100002,,-1,1089.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,bab1acd8-1a26-4107-b47c-d1f1e012728c,meal_auto_filled,
2018-09-12 17:26:12.370,40.0,,2018-09-12 17:28:21.461,2018-09-12 17:28:21.461,100002,Batata Inglesa Crua,120002,25.6,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,a4fed611-87ee-4e1a-a999-0089fba4cc0b,c044e6d7-fdfc-4d95-b488-6d62dfe0a18e,
2018-09-15 13:56:02.312,18.0,,2018-09-15 13:57:07.169,2018-09-15 13:57:07.169,100001,Queijo Mussarela Light(Tirolez),120002,52.2,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,ad3093d5-f482-456d-a5b9-f4cb93130e79,84a7b13c-634d-46fa-97f1-13dfba4a4dfe,
2018-11-12 16:00:00.000,1.0,,2018-11-12 16:02:10.072,2018-11-12 16:02:10.072,100002,,-1,1092.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,a6efbbf4-cacf-4eef-b06f-e5df5ba47068,meal_auto_filled,
2019-02-20 12:00:00.000,1.0,,2019-02-20 12:00:07.591,2019-02-20 12:00:07.591,100001,,-1,1090.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,68f75aef-073e-4c7b-80ff-96e4fd9552b8,meal_auto_filled,
2018-09-27 17:00:00.000,,,2018-09-27 17:00:38.329,2018-09-27 17:00:38.329,100002,,,1092.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,cb2c9277-dd60-4255-a61d-d9d466e37ab5,meal_auto_filled,
2018-09-17 19:27:00.356,10.0,,2018-09-18 13:08:36.014,2018-09-18 13:06:32.776,100005,Salame Italiano(Sadia),120002,41.5,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,f356b11e-a3a2-4615-a93d-f3403d303f3d,d6abf493-9ee5-4e00-81c9-38b6db22efba,
2019-01-19 21:00:00.000,1.0,,2019-01-19 21:01:34.399,2019-01-19 21:01:34.399,100003,,-1,1089.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,449b5e65-0ea4-4b50-8f3c-24f3977e5566,meal_auto_filled,
2018-09-11 18:00:00.000,15.0,,2018-09-12 11:26:15.840,2018-09-12 11:26:15.840,100005,Alface,120002,2.1818182,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,acfcdcb4-d1a2-4af7-a180-e92888efee89,c98cf982-261c-495b-8dfd-a3dc233412ae,
2018-12-28 16:00:00.000,1.0,,2018-12-28 16:01:00.239,2018-12-28 16:01:00.239,100002,,-1,1092.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,fe716eab-5a0a-46bd-887b-fba88cc36050,meal_auto_filled,
2018-09-09 15:00:00.000,1.0,,2018-09-09 20:39:11.080,2018-09-09 20:39:11.080,100002,Picanha sem Gordura,120001,357.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,4af28aed-9a32-4264-afd6-74a7f48bd34b,ba05bc97-1238-498a-a8cf-87c84242f3eb,
2018-10-07 17:00:00.000,,,2018-10-07 17:01:03.329,2018-10-07 17:01:03.329,100002,,,1092.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,531335fd-160a-4458-a640-5511ab982d41,meal_auto_filled,
2018-12-19 11:00:00.000,1.0,,2018-12-19 11:00:29.326,2018-12-19 11:00:29.326,100001,,-1,1093.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,67a98b8c-f06d-4d19-a876-1228494ecdf4,meal_auto_filled,
2018-11-11 11:00:00.000,1.0,,2018-11-11 11:02:11.438,2018-11-11 11:02:11.438,100001,,-1,1093.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,978862ec-5ead-4868-8a9f-0dbda7d811fb,meal_auto_filled,
2018-10-08 22:00:00.000,,,2018-10-08 22:01:55.962,2018-10-08 22:01:55.962,100003,,,1092.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,8b45ab6d-fb5a-43b1-82fc-563531e69bd9,meal_auto_filled,
2018-11-25 16:00:00.000,1.0,,2018-11-25 16:00:28.276,2018-11-25 16:00:28.276,100002,,-1,1092.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,69e393a3-cb26-4bb5-9b58-1b1cf389226c,meal_auto_filled,
2018-09-11 10:33:56.614,1.0,,2018-09-11 10:40:46.420,2018-09-11 10:40:46.420,100001,Café com Leite Desnatado,120001,5.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,661c87ad-e986-40ac-b797-2659e84602ea,f5ace4d0-888d-4185-aa2d-21a439a82fd9,
2019-01-31 21:00:00.000,1.0,,2019-01-31 21:26:30.967,2019-01-31 21:26:30.967,100003,,-1,1089.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,19943b1b-b892-44cd-9644-6b90ed890e14,meal_auto_filled,
2019-01-09 16:00:00.000,1.0,,2019-01-09 16:01:14.472,2019-01-09 16:01:14.472,100002,,-1,1089.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,4187d4c0-bfc8-40e7-9b0a-2660497c022d,meal_auto_filled,
2018-09-08 18:00:00.000,1.0,,2018-09-09 01:55:14.058,2018-09-09 01:55:14.058,100005,Maionese(Subway),120001,19.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,0c04f1ac-7818-4068-ae2e-53e2d7304429,9141fb3d-9827-4a43-9609-0c9e2f52a61b,
2018-12-15 11:00:00.000,1.0,,2018-12-15 11:00:22.947,2018-12-15 11:00:22.947,100001,,-1,1093.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,ca778335-ae3b-4735-80ba-58fde19414dd,meal_auto_filled,
2018-12-13 21:00:00.000,1.0,,2018-12-13 21:01:15.350,2018-12-13 21:01:15.350,100003,,-1,1092.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,3fba0a31-9005-4cfa-8566-8ec4ea074ce1,meal_auto_filled,
2018-09-08 16:29:52.813,3.0,,2018-09-08 17:06:38.673,2018-09-08 16:35:49.029,100002,Enroladinho de Salsicha,120001,195.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,1682b30d-843b-44a1-844b-b71729f704e5,fc3c9761-b05b-46f1-a31f-e2d3d8f06a84,
2018-12-16 16:00:00.000,1.0,,2018-12-16 16:00:27.543,2018-12-16 16:00:27.543,100002,,-1,1092.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,06ecc22c-0542-478e-be49-aaf0a8cb71ef,meal_auto_filled,
2018-09-16 14:09:09.967,1.0,,2018-09-16 14:20:56.121,2018-09-16 14:20:56.121,100001,Queijo Mussarela Light(Tirolez),120001,87.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,3f6859fd-2d3b-492f-aa87-dc9448da35be,84a7b13c-634d-46fa-97f1-13dfba4a4dfe,
2019-01-26 11:00:00.000,1.0,,2019-01-26 11:02:01.010,2019-01-26 11:02:01.010,100001,,-1,1090.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,567da472-237b-4360-b47a-6361b9aa82a5,meal_auto_filled,
2018-10-09 17:00:00.000,,,2018-10-09 17:02:00.257,2018-10-09 17:02:00.257,100002,,,1092.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,c1852a48-e3bd-4374-9542-53008954d6ff,meal_auto_filled,
2018-10-12 12:00:00.000,,,2018-10-12 12:01:01.105,2018-10-12 12:01:01.105,100001,,,1093.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,6f3f91a5-9ff1-44fc-8bb8-d6301f870c0d,meal_auto_filled,
2018-12-12 11:00:00.000,1.0,,2018-12-12 11:01:04.111,2018-12-12 11:01:04.111,100001,,-1,1093.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,7226c420-5bd1-4ce2-b4c6-8f48ba3219cb,meal_auto_filled,
2018-09-16 14:09:09.967,10.0,,2018-09-16 14:20:56.121,2018-09-16 14:20:56.121,100001,Salame Italiano(Sadia),120002,41.5,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,d247b57f-5d95-4add-a105-a69f1307ce74,d6abf493-9ee5-4e00-81c9-38b6db22efba,
2019-02-22 22:00:00.000,1.0,,2019-02-22 22:02:27.669,2019-02-22 22:02:27.669,100003,,-1,1089.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,0ab4099e-8dbe-4bf1-a8f1-7e800f2209c1,meal_auto_filled,
2018-10-15 12:00:00.000,,,2018-10-15 12:00:13.563,2018-10-15 12:00:13.563,100001,,,1093.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,40b4ce1e-a9dd-4ce3-94b6-60c87ed027ad,meal_auto_filled,
2018-09-25 17:00:00.000,,,2018-09-25 17:01:09.785,2018-09-25 17:01:09.785,100002,,,1092.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,7cb9811f-0a5d-4b70-8684-aa22b48458c9,meal_auto_filled,
2020-12-26 03:00:00.000,1.0,,2020-12-27 11:15:57.424,2020-12-27 11:15:57.424,100002,MyFitnessPal Almoço,meal,712.6,UTC-0300,yfgkJHa6g4,,com.myfitnesspal.android,1d453087-f245-4aa4-9b72-76172d3653f7,f24ed047-f5a6-46ed-a948-56b129493126,
2018-10-01 22:00:00.000,,,2018-10-01 22:00:00.909,2018-10-01 22:00:00.909,100003,,,1092.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,1d854b78-7f1c-4ee5-bd77-a6db1882ca66,meal_auto_filled,
2018-11-19 21:00:00.000,1.0,,2018-11-19 21:01:03.423,2018-11-19 21:01:03.423,100003,,-1,1092.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,d0604cba-862b-4e70-b3d0-a67cb46ff554,meal_auto_filled,
2020-12-27 13:00:00.000,1.0,,2020-12-27 15:05:53.810,2020-12-27 15:05:53.810,100004,Uva sem Semente(Qualitá),120001,54.0,UTC-0300,yfgkJHa6g4,,com.sec.android.app.shealth,77df2f44-66df-4a3a-9d3e-1f689ffaf78c,0c1d1b78-5e3e-489c-ab3b-35830e992a67,
2018-09-07 20:35:43.279,1.5,,2018-09-07 20:39:35.676,2018-09-07 20:39:35.676,100005,Pão Cacetinho(Zaffari),120001,211.5,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,a809d8bd-9acf-44c7-8b20-5d9e1553e0c3,4a5eb48d-35f9-4e63-973f-4bdc3b161c70,
2018-09-07 20:35:43.279,1.0,,2018-09-07 20:39:35.678,2018-09-07 20:39:35.678,100005,Banana,120001,105.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,1db7b560-f0dc-45cd-990c-c2f026df9002,c5936c0c-8c30-4a54-a98e-7588ea3f8fc0,
2020-12-28 00:02:08.073,2.1,,2020-12-28 00:11:23.901,2020-12-28 00:10:44.451,100003,Hambúrguer no Pão,120001,567.0,UTC-0300,yfgkJHa6g4,,com.sec.android.app.shealth,bc635616-6d16-49d9-b101-ab06d47d6cdc,db38d715-cb38-4f22-a359-5c6012872c53,
2018-09-13 15:00:00.000,150.0,,2018-09-13 23:28:27.418,2018-09-13 23:28:27.418,100002,Arroz Integral Cozido(Tio João),120002,187.5,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,8231dfb0-c261-41f3-810b-5eafb7f25001,0cb0b176-bca3-4a29-ab15-46fc81e9914a,
2018-10-12 22:00:00.000,,,2018-10-12 22:01:00.149,2018-10-12 22:01:00.149,100003,,,1092.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,f5dcb32b-0334-4c5a-b37f-fc383e910cd8,meal_auto_filled,
2020-12-28 00:02:08.073,1.0,,2020-12-28 00:10:44.453,2020-12-28 00:10:44.453,100003,Milho Verde Cozido,120001,80.0,UTC-0300,yfgkJHa6g4,,com.sec.android.app.shealth,419212cd-85ea-4723-a32d-a5b0b3fa40f1,6db365fe-b5e6-457b-805b-c11eb152bb30,
2018-10-23 17:00:00.000,,,2018-10-23 17:01:25.245,2018-10-23 17:01:25.245,100002,,,1092.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,c53311b1-735a-4629-b305-b7a3e7930016,meal_auto_filled,
2018-10-23 12:00:00.000,,,2018-10-23 12:01:00.194,2018-10-23 12:01:00.194,100001,,,1093.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,8f4d4390-0c8b-4f63-8f55-cfcdfc107570,meal_auto_filled,
2020-12-28 15:00:00.000,3.0,,2020-12-28 21:21:54.961,2020-12-28 21:21:54.961,100002,Maionese(Hellmann's),120001,120.0,UTC-0300,yfgkJHa6g4,,com.sec.android.app.shealth,219995b3-0ed8-4dbc-baa7-e67c167c02a1,532bf7ee-ccc3-4524-9045-f6777a53deaa,
2018-11-04 17:00:00.000,1.0,,2018-11-04 16:00:38.677,2018-11-04 16:00:38.677,100002,,-1,1092.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,8e45af13-3bc4-4c64-9b9c-5b306d11d89b,meal_auto_filled,
2018-09-13 10:58:31.372,1.0,,2018-09-13 10:59:54.106,2018-09-13 10:59:54.106,100001,Banana,120001,105.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,2e270013-0626-438c-9df7-77967fc79597,c5936c0c-8c30-4a54-a98e-7588ea3f8fc0,
2020-12-28 18:00:00.000,40.0,,2020-12-28 22:26:42.253,2020-12-28 22:26:42.253,100005,Castanhas de Caju,120002,232.4,UTC-0300,yfgkJHa6g4,,com.sec.android.app.shealth,20cdbf43-71c6-49e9-bbcd-1a7c2bc82243,6eb8d029-4142-42e6-a3f1-86a52e08644c,
2018-09-11 00:48:03.927,1.0,,2018-09-11 00:56:47.215,2018-09-11 00:56:27.829,100003,Molho Branco(Elegê),120001,56.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,31b02fe4-957f-4076-9e48-f757f5fc7a8c,44120fc9-6059-4dd6-a3e2-1edf2f241488,
2018-11-18 16:00:00.000,1.0,,2018-11-18 16:01:21.356,2018-11-18 16:01:21.356,100002,,-1,1092.0,UTC-0200,zjIwstRrv1,,com.sec.android.app.shealth,2648d116-d22b-4874-b8ec-4b44efdf89af,meal_auto_filled,
2020-12-28 23:57:15.443,1.5,,2020-12-29 00:10:19.645,2020-12-29 00:10:19.645,100003,Cream Cheese Original(Philadelphia),120001,126.0,UTC-0300,yfgkJHa6g4,,com.sec.android.app.shealth,aa26b7f5-85da-425f-a99c-888e018fb3cd,f7caf7ad-bb69-4c8d-8119-2c7c7e4c9d49,
2020-12-29 10:55:45.971,130.0,,2020-12-29 11:35:09.563,2020-12-29 11:35:09.563,100001,Maçã,120002,67.82609,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,0a19cf46-d7a2-4ea6-8a1a-efacc2dc6883,626b0886-d9bc-49df-b0a9-d40dee479cd9,
2018-09-10 10:21:40.954,1.0,,2018-09-10 10:22:45.046,2018-09-10 10:22:45.046,100001,Leite Desnatado(Elegê),120001,61.0,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,50f6a20e-bf1e-4ca3-9028-d33856a4250b,aea342a0-029a-40e5-9d69-1cbfcb2cfcf5,
2018-09-15 15:00:00.000,220.0,,2018-09-16 01:45:18.704,2018-09-16 01:45:18.704,100002,"Carne de Vaca do Filé Mignon (Magra, Cortada até 0 cm de Gordura)",120002,371.8,UTC-0300,zjIwstRrv1,,com.sec.android.app.shealth,131c9ebd-3adc-4707-86a7-6ae4c1e5c051,659f4f44-87cf-4223-b2e7-c41d5a9bb994,
