com.samsung.shealth.exercise.weather,6233003,3
uv_index,sunset_time,start_time,latitude,custom,wind_direction,phrase,sundown_time,temperature_scale,content_provider,update_time,create_time,type,longitude,temperature,humidity,time_offset,deviceuuid,exercise_id,pkg_name,wind_speed_unit,forecast_time,wind_speed,icon_info_id,datauuid
,,2023-03-18 20:14:32.282,-30.035946,,120.ESE,Pancadas de chuva na região,,1,TWC,2023-03-18 20:19:12.337,2023-03-18 20:19:12.337,1,-51.210857,32.0,55,UTC-0300,2l9vD+Aay/,94b22df1-5db4-4f46-af9f-50fb8ccfb4dc,com.sec.android.app.shealth,km/h,,21.0,2,ebfab592-6e4b-4622-8346-7361159e98d8,
,,2023-03-21 22:21:12.147,-30.031952,,130.SE,Encoberto,,1,TWC,2023-03-21 22:23:01.187,2023-03-21 22:23:01.187,1,-51.208195,26.0,74,UTC-0300,2l9vD+Aay/,02ea2d1d-2026-49c7-ad58-5141d0ffa7ef,com.sec.android.app.shealth,km/h,,16.0,3,b8be8ccd-c571-4518-bd80-44ffa8ae0a41,
,,2023-03-24 20:49:09.001,-30.031637,,120.ESE,Parcial. nublado,,1,TWC,2023-03-24 21:23:07.827,2023-03-24 21:23:07.827,1,-51.21089,27.0,69,UTC-0300,2l9vD+Aay/,3d6da8be-9bd0-43bf-a65d-73fef7025a63,com.sec.android.app.shealth,km/h,,24.0,2,97b61c58-d643-41ac-a688-dff8d3d4c711,
,,2023-04-02 18:04:20.923,-30.03255,,180.S,Parcial. nublado,,1,TWC,2023-04-02 18:18:54.802,2023-04-02 18:18:54.802,1,-51.21098,24.0,52,UTC-0300,2l9vD+Aay/,8d1721ed-78c5-4a30-b4c9-523a34c399e8,com.sec.android.app.shealth,km/h,,10.0,2,0510ca82-6d99-43be-849b-04bfb8440110,
,,2023-04-14 00:23:34.196,-30.034008,,160.SSE,Nublado,,1,TWC,2023-04-14 00:38:24.211,2023-04-14 00:38:24.211,1,-51.211033,19.0,81,UTC-0300,dFCfDPMS7d,28ce84c5-3051-4764-8e19-8763badd626b,com.sec.android.app.shealth,km/h,,11.0,3,1d064072-3319-4582-806a-39c0bc93e5cf,
,,2023-04-21 21:49:44.411,-30.036459,,110.ESE,Limpo,,1,TWC,2023-04-21 22:06:27.956,2023-04-21 22:06:27.956,1,-51.241318,21.0,69,UTC-0300,dFCfDPMS7d,17def497-693b-4985-a732-4dafe1911d3c,com.sec.android.app.shealth,km/h,,23.0,18,b9e2cef3-8e3c-4260-b9da-a774655bef5c,
,,2023-05-01 18:03:18.359,-30.034637,,180.S,Encoberto,,1,TWC,2023-05-01 18:32:27.515,2023-05-01 18:32:27.515,1,-51.22117,23.0,76,UTC-0300,dFCfDPMS7d,aa789d49-bcbf-4946-9fa5-deedd9d7cc09,com.sec.android.app.shealth,km/h,,14.0,3,e8337ddd-9578-46b5-930a-f171d1dfe0cd,
,,2023-08-28 21:43:42.835,-30.031727,,120.ESE,Limpo,,1,TWC,2023-08-28 21:50:45.034,2023-08-28 21:50:45.034,1,-51.210823,14.0,65,UTC-0300,dFCfDPMS7d,970a996b-1da8-47d7-9ef3-709bb7d63457,com.sec.android.app.shealth,km/h,,24.0,18,983c5b16-ab42-479d-b57a-6a2249a476c6,
,,2023-08-28 19:19:41.198,-30.036299,,100.E,Limpo,,1,TWC,2023-08-28 20:08:49.521,2023-08-28 20:08:49.521,1,-51.21022,17.0,46,UTC-0300,dFCfDPMS7d,131c2a71-6e56-4100-8a6a-648bac6bde25,com.sec.android.app.shealth,km/h,,16.0,1,009fb3d3-1911-4446-939e-85e0547fe314,
,,2023-08-18 21:18:23.166,-29.770218,,300.ONO,Nublado,,1,TWC,2023-08-18 21:23:34.956,2023-08-18 21:23:34.956,1,-51.132923,17.0,100,UTC-0300,dFCfDPMS7d,c98e1f95-e1bd-4965-91b2-bb345b41e762,com.sec.android.app.shealth,km/h,,14.0,3,d53f299a-17de-4dba-81ef-c4c322580a37,
,,2023-06-17 20:04:59.377,-30.10955,,290.ONO,Encoberto,,1,TWC,2023-06-17 21:07:42.300,2023-06-17 21:07:42.300,1,-51.253857,16.0,63,UTC-0300,dFCfDPMS7d,7d1fd073-382d-4445-83ab-b27ba54acd17,com.sec.android.app.shealth,km/h,,21.0,3,d19dcc12-94a8-4563-a56f-13a717c62239,
,0,2023-09-21 03:04:24.270,-30.030691,,E. 100,Parcial. nublado,0,1,TWC,2023-09-21 03:04:24.272,2023-09-21 03:04:24.272,1,-51.210674,20.0,99,UTC-0300,xoyixJvqZs,2750a184-16b0-41cb-9852-608a7b747adc,com.sec.android.app.shealth,km/h,0,14.0,19,c99fbb69-08da-4983-89f3-8f4cfca9f949,
,,2023-05-28 23:53:31.859,-30.039202,,140.SE,Parcial. nublado,,1,TWC,2023-05-28 23:56:04.457,2023-05-28 23:56:04.457,1,-51.208115,15.0,68,UTC-0300,dFCfDPMS7d,dd97acf5-efaf-47e5-a9c8-ecb7da6ccda0,com.sec.android.app.shealth,km/h,,13.0,19,bdbc4ea8-a236-4afd-8346-8073238879f1,
,,2023-05-20 12:37:10.404,-30.031843,,290.ONO,Neblina,,1,TWC,2023-05-20 12:38:10.418,2023-05-20 12:38:10.418,1,-51.2087,16.0,91,UTC-0300,dFCfDPMS7d,525bf821-b7d0-4bc8-bbf1-cf54373dd098,com.sec.android.app.shealth,km/h,,2.0,4,c6e336de-7abb-4be0-bc92-0a90dc90655e,
,,2023-10-05 02:41:27.324,-30.041193,,130.SE,Nublado,,1,TWC,2023-10-05 02:46:01.789,2023-10-05 02:46:01.789,1,-51.20096,17.0,89,UTC-0300,dFCfDPMS7d,f16e78ea-6139-4c03-865e-8f7e442c3aa9,com.sec.android.app.shealth,km/h,,3.0,3,4b12f153-6501-460f-842b-a35ebfc555d1,
,,2023-10-05 18:22:47.193,-30.031094,,300.ONO,Parcial. nublado,,1,TWC,2023-10-05 19:07:10.866,2023-10-05 19:07:10.866,1,-51.21068,22.0,50,UTC-0300,dFCfDPMS7d,63d13be5-2b85-4f5b-a648-ceefc7cc4fec,com.sec.android.app.shealth,km/h,,11.0,2,2f9433ec-9026-427f-a1af-460fcbb1c7c2,
,,2023-07-16 20:10:28.557,-30.034971,,300.ONO,Limpo,,1,TWC,2023-07-16 20:22:49.321,2023-07-16 20:22:49.321,1,-51.211,16.0,64,UTC-0300,dFCfDPMS7d,15912a9a-8624-40b0-9b5c-6c9e44e3ac20,com.sec.android.app.shealth,km/h,,13.0,1,c110c809-c969-4738-8854-d640a4272f69,
,,2023-05-26 22:33:43.452,-30.032537,,40.NE,Limpo,,1,TWC,2023-05-27 00:26:22.740,2023-05-27 00:26:22.740,1,-51.21095,23.0,71,UTC-0300,dFCfDPMS7d,e1983bcd-caa9-4256-a1a0-fe9d6a77de98,com.sec.android.app.shealth,km/h,,3.0,18,9bb56792-0eb9-47a2-9abd-0f92f660eff0,
,,2023-05-20 13:37:58.813,-30.033016,,290.ONO,Limpo,,1,TWC,2023-05-20 14:03:13.956,2023-05-20 14:03:13.956,1,-51.204033,18.0,86,UTC-0300,dFCfDPMS7d,5b12eb22-ca29-4189-a760-5eca468d0810,com.sec.android.app.shealth,km/h,,5.0,1,1fed9d31-db37-4b98-8fb6-21c16167758c,
,,2023-06-17 15:49:35.377,-30.032879,,280.O,Parcial. nublado,,1,TWC,2023-06-17 16:27:08.761,2023-06-17 16:27:08.761,1,-51.21082,15.0,68,UTC-0300,dFCfDPMS7d,92881300-2083-4031-9a8d-65590f3d513c,com.sec.android.app.shealth,km/h,,23.0,2,878de396-d2d7-4b7d-a7af-d21d4bb9bf86,
,,2023-08-30 22:07:24.759,-30.031645,,90.E,Limpo,,1,TWC,2023-08-30 22:23:33.830,2023-08-30 22:23:33.830,1,-51.210854,21.0,59,UTC-0300,dFCfDPMS7d,ec6c5fe7-1536-4896-a673-0ee6f3ac2d79,com.sec.android.app.shealth,km/h,,10.0,18,2a69bfd3-cf9c-4e9f-8366-89a710188367,
0.0,0,2016-10-30 18:22:11.966,-29.763554,,E. 90.0,Céu Limpo,0,0,AccuWeather,2016-10-30 18:22:12.001,2016-10-30 18:22:12.001,1,-51.13465,79.0,41,UTC-0200,f1/7zwjou1,6a9356b9-5907-418e-87ed-70a49cc95215,com.sec.android.app.shealth,mi/h,0,16.1,1,4681fc00-e180-4908-ac5b-56ffece1fb7b,
,0,2019-09-12 16:42:26.296,-30.072264,,SO. 220,Chuva fraca,0,1,TWC,2019-09-12 16:42:26.336,2019-09-12 16:42:26.336,1,-51.120293,17.0,91,UTC-0300,zjIwstRrv1,41046b51-cad2-4957-9722-dd7105462817,com.sec.android.app.shealth,km/h,0,13.0,5,3b876567-df49-4781-8c52-28f0c7d358d6,
,0,2019-06-09 15:14:26.030,-30.060757,,E. 80,Parcial. nublado,0,1,TWC,2019-06-09 15:14:26.034,2019-06-09 15:14:26.034,1,-51.220707,21.0,80,UTC-0300,zjIwstRrv1,8fa1d81c-af0d-4326-830a-990a53b71c2d,com.sec.android.app.shealth,km/h,0,8.0,2,a3ac2f36-71b9-40e4-9878-a71a27feb182,
,0,2019-08-06 17:12:25.469,38.796642,,NNO. 330,Limpo,0,1,TWC,2019-08-06 17:12:25.476,2019-08-06 17:12:25.476,1,-9.387621,23.0,68,UTC+0100,zjIwstRrv1,40503d43-0ffc-43d1-a3e6-d279e92fbebb,com.sec.android.app.shealth,km/h,0,23.0,1,b76100cc-c768-4d1d-b005-b9d36b2c792f,
,0,2018-09-10 16:05:56.440,-30.03269,,ESE. 120,Encoberto,0,1,TWC,2018-09-10 16:05:56.442,2018-09-10 16:05:56.442,1,-51.21134,21.0,72,UTC-0300,zjIwstRrv1,c9e51d3b-7f57-46b3-a4a6-1e04b15e5e57,com.sec.android.app.shealth,km/h,0,24.0,3,87d916e1-e222-475f-84bb-38f3cd277e5f,
0.0,0,2017-02-16 15:07:44.761,-29.770382,,ENE. 68.0,Sol encoberto,0,0,AccuWeather,2017-02-16 15:07:44.766,2017-02-16 15:07:44.766,1,-50.01727,85.0,71,UTC-0200,n2OTyB17mi,38f5b3e4-f690-4b55-a0e6-731fce40eb36,com.sec.android.app.shealth,mi/h,0,4.7,4,e1510f04-78ee-4175-b1ba-22abd18e9f5f,
,0,2018-10-16 15:41:35.274,-30.067135,,E. 90,Limpo,0,1,TWC,2018-10-16 15:41:35.276,2018-10-16 15:41:35.276,1,-51.120564,27.0,54,UTC-0300,zjIwstRrv1,f69ff076-cfe8-41e3-976a-368618614915,com.sec.android.app.shealth,km/h,0,10.0,1,d4512940-1e86-4b84-9d1f-b80bbd1a1f59,
,0,2017-10-09 11:29:10.516,-30.07657,,N. 0.0,Céu Limpo,0,0,AccuWeather,2017-10-09 11:29:10.521,2017-10-09 11:29:10.521,1,-51.118855,67.0,88,UTC-0300,n2OTyB17mi,773d2cdd-8b40-454f-bdba-d719324d4e60,com.sec.android.app.shealth,mi/h,0,1.2,1,78e0acf0-1a02-4ecf-86bd-5c11e12e80ff,
,0,2018-04-16 17:25:18.948,-30.071907,,ESE. 110,Parcial. nublado,0,1,TWC,2018-04-16 17:25:18.951,2018-04-16 17:25:18.951,1,-51.12021,25.0,57,UTC-0300,n2OTyB17mi,af8c2c63-34e4-4f49-98b9-3c984cd558a8,com.sec.android.app.shealth,km/h,0,24.0,2,28f835d3-d403-437a-99b0-490c89e0f89e,
,0,2019-05-01 14:17:35.842,-30.055456,,SSE. 160,Encoberto,0,1,TWC,2019-05-01 14:17:35.846,2019-05-01 14:17:35.846,1,-51.231983,22.0,76,UTC-0300,zjIwstRrv1,b68612e4-00dc-4813-a84e-7887d321bcc5,com.sec.android.app.shealth,km/h,0,5.0,3,8841c766-069f-412b-8746-ad3344d40ae9,
,0,2018-12-18 14:19:52.797,-30.033417,,SSE. 160,Nublado,0,1,TWC,2018-12-18 14:19:52.801,2018-12-18 14:19:52.801,1,-51.211338,25.0,76,UTC-0200,zjIwstRrv1,6b26eb75-207f-4267-903c-3c7acff88121,com.sec.android.app.shealth,km/h,0,13.0,3,a8b9186b-3725-4b03-a7f5-9e318635e285,
,0,2018-10-26 13:29:45.021,-30.030666,,SE. 140,Encoberto,0,1,TWC,2018-10-26 13:29:45.030,2018-10-26 13:29:45.030,1,-51.21055,23.0,74,UTC-0300,zjIwstRrv1,f6e3fb2e-94fc-45b5-b21c-c4d76451786a,com.sec.android.app.shealth,km/h,0,5.0,3,0c9eb235-c48e-478b-98c4-9c9883433b32,
,0,2017-05-16 13:55:08.348,-30.071878,,ESE. 113.0,Parcialmente nublado,0,0,AccuWeather,2017-05-16 13:55:08.351,2017-05-16 13:55:08.351,1,-51.119953,68.0,75,UTC-0300,n2OTyB17mi,6a1202dd-ec19-42fc-812f-749b4a7a432b,com.sec.android.app.shealth,mi/h,0,1.0,4,72c3df25-8800-4fc3-b91e-fcbbee04fd79,
,0,2019-04-03 20:06:54.376,-30.066536,,ONO. 290,Limpo,0,1,TWC,2019-04-03 20:06:54.379,2019-04-03 20:06:54.379,1,-51.236713,31.0,59,UTC-0300,zjIwstRrv1,4f9fcfa5-5448-4d19-833e-e9db885b4b5f,com.sec.android.app.shealth,km/h,0,11.0,1,41c646ef-95f1-4e9d-94a6-1ebabdc7b10e,
,0,2018-10-03 11:17:45.026,-30.071518,,SSE. 150,Nublado,0,1,TWC,2018-10-03 11:17:45.031,2018-10-03 11:17:45.031,1,-51.118378,17.0,93,UTC-0300,zjIwstRrv1,458b197f-bc6b-463a-a67e-f3a7e3bdb7e1,com.sec.android.app.shealth,km/h,0,10.0,3,c85b30bc-750a-4b4a-982b-f69f7fbbe98f,
,0,2017-05-07 20:07:52.835,-29.773514,,E. 90.0,Parcialmente nublado,0,0,AccuWeather,2017-05-07 20:07:52.837,2017-05-07 20:07:52.837,1,-51.143063,82.0,54,UTC-0300,n2OTyB17mi,3356fb18-3217-4c27-8262-83453c213dec,com.sec.android.app.shealth,mi/h,0,3.5,4,2533a756-75f1-407e-8748-c2b2102da7e4,
,0,2018-08-30 16:12:38.423,-30.072218,,S. 180,Limpo,0,1,TWC,2018-08-30 16:12:38.427,2018-08-30 16:12:38.427,1,-51.120308,24.0,65,UTC-0300,n2OTyB17mi,16c19d98-828b-4c1f-a118-34cab5fad8ec,com.sec.android.app.shealth,km/h,0,13.0,1,dc1fdacb-d385-4fe9-95f7-d6143ee989f0,
,0,2018-02-19 13:20:10.776,38.69624,,E. 80,Limpo,0,1,TWC,2018-02-19 13:20:10.779,2018-02-19 13:20:10.779,1,-9.198024,18.0,42,UTC+0000,n2OTyB17mi,6b9d4807-6612-48b5-9491-9a40ca72bd16,com.sec.android.app.shealth,km/h,0,14.0,1,e5cf825d-728a-447c-864b-c03c5c6b9875,
,0,2019-07-28 18:17:47.744,38.767998,,ONO. 300,Limpo,0,1,TWC,2019-07-28 18:17:48.349,2019-07-28 18:17:48.349,1,-9.117949,23.0,56,UTC+0100,zjIwstRrv1,58e45b8a-5c26-4801-8012-cf9130cca662,com.sec.android.app.shealth,km/h,0,21.0,1,e90693e0-9411-497f-b83e-e2d37f470f74,
,0,2018-08-18 19:47:20.279,-29.763615,,E. 80,Limpo,0,1,TWC,2018-08-18 19:47:20.283,2018-08-18 19:47:20.283,1,-51.13472,25.0,46,UTC-0300,n2OTyB17mi,ff856df4-0a20-4fa2-86ce-12bcd250532f,com.sec.android.app.shealth,km/h,0,8.0,1,4ef4a791-dce9-4b9f-adc8-9388423d58e0,
,0,2018-08-23 20:19:26.566,-30.067152,,SE. 130,Limpo,0,1,TWC,2018-08-23 20:19:26.569,2018-08-23 20:19:26.569,1,-51.12071,18.0,58,UTC-0300,n2OTyB17mi,d3b1ce89-c4aa-40b4-9f4c-318393419572,com.sec.android.app.shealth,km/h,0,3.0,1,2d1488aa-650c-498a-9af6-c6328790dd65,
,0,2019-04-03 15:24:38.399,-30.067099,,ONO. 290,Limpo,0,1,TWC,2019-04-03 15:24:38.408,2019-04-03 15:24:38.408,1,-51.120605,30.0,64,UTC-0300,zjIwstRrv1,fa445e7a-90f5-4929-88b2-54263c31c0ee,com.sec.android.app.shealth,km/h,0,14.0,1,da8f80d1-335d-4bca-b30e-f2c26fec0321,
,0,2018-09-18 21:28:37.007,-30.070385,,ONO. 290,Limpo,0,1,TWC,2018-09-18 21:28:37.014,2018-09-18 21:28:37.014,1,-51.118763,21.0,80,UTC-0300,zjIwstRrv1,5aa3094b-595e-41b3-af9b-d944f0bc3f68,com.sec.android.app.shealth,km/h,0,11.0,1,89d81fba-be1c-4430-9a08-1a83dffa9ea8,
,0,2018-02-27 16:45:22.758,39.362553,,SSO. 200,Chuva,0,1,TWC,2018-02-27 16:45:22.761,2018-02-27 16:45:22.761,1,-9.157624,14.0,96,UTC+0000,n2OTyB17mi,d34f9cd0-e0b2-4433-b273-87da8a47d1dd,com.sec.android.app.shealth,km/h,0,14.0,5,d56c834d-de16-4cc0-8bab-9d0c0f1392c5,
,0,2019-04-08 16:38:29.656,-30.07225,,SE. 140,Encoberto,0,1,TWC,2019-04-08 16:38:29.660,2019-04-08 16:38:29.660,1,-51.120365,24.0,58,UTC-0300,zjIwstRrv1,79763ca1-bd3e-4ba1-a877-3bdb7a7b3943,com.sec.android.app.shealth,km/h,0,13.0,3,48b0ad7e-f341-40e1-aae7-d5d376a6897e,
,0,2018-08-14 20:41:06.492,-30.067326,,OSO. 240,Parcial. nublado,0,1,TWC,2018-08-14 20:41:06.498,2018-08-14 20:41:06.498,1,-51.12069,21.0,74,UTC-0300,n2OTyB17mi,7f11677b-fe0b-411c-b3af-9524192eed74,com.sec.android.app.shealth,km/h,0,13.0,2,a4da2b2a-47ef-45de-a0ce-285b0ba60e46,
,0,2019-07-31 19:50:19.545,38.74691,,NNO. 330,Ensolarado,0,1,TWC,2019-07-31 19:50:19.549,2019-07-31 19:50:19.549,1,-9.193878,20.0,64,UTC+0100,zjIwstRrv1,03266e5e-789d-4a43-be60-ab0cdddbca49,com.sec.android.app.shealth,km/h,0,27.0,1,183e21e6-2b75-4938-b8d1-ca7b4716dc9a,
,0,2019-01-31 19:42:48.354,-30.03052,,NO. 310,Tempestade forte e vento,0,1,TWC,2019-01-31 19:42:48.357,2019-01-31 19:42:48.357,1,-51.210667,24.0,90,UTC-0200,zjIwstRrv1,934db450-ebd3-44ea-bdb5-62848a13d5c7,com.sec.android.app.shealth,km/h,0,37.0,14,41a71b9d-76d4-4ebe-a87b-5fde02ea1ee0,
,0,2018-12-07 10:10:40.491,-30.040068,,SO. 220,Parcial. nublado,0,1,TWC,2018-12-07 10:10:40.497,2018-12-07 10:10:40.497,1,-51.207657,17.0,69,UTC-0200,zjIwstRrv1,ce885e19-9d5b-4fba-bbed-64f2ab2e9cd1,com.sec.android.app.shealth,km/h,0,13.0,2,e593c372-ef5a-438a-a68d-73b8171f5c7a,
,0,2017-06-09 19:00:25.348,-30.017628,,W. 270.0,Nublado,0,0,AccuWeather,2017-06-09 19:00:25.350,2017-06-09 19:00:25.350,1,-51.160225,54.0,81,UTC-0300,n2OTyB17mi,4571b168-b1e4-45f8-8e53-cec42d259c82,com.sec.android.app.shealth,mi/h,0,20.7,20,8ec3c4e2-2482-4481-a7e5-dc4f5cca1c18,
,0,2018-10-29 15:44:47.069,-30.041733,,E. 100,Limpo,0,1,TWC,2018-10-29 15:44:47.073,2018-10-29 15:44:47.073,1,-51.207756,24.0,54,UTC-0300,zjIwstRrv1,3ef2ce38-6e69-4e50-9198-f3839b1b5415,com.sec.android.app.shealth,km/h,0,16.0,1,ba7963cd-98b4-42cd-80b2-37d82a2a7046,
,0,2019-04-30 16:51:45.447,-30.072222,,O. 260,Limpo,0,1,TWC,2019-04-30 16:51:45.450,2019-04-30 16:51:45.450,1,-51.12037,23.0,62,UTC-0300,zjIwstRrv1,e0a493ea-66db-45d6-80a9-dd35f5b221a7,com.sec.android.app.shealth,km/h,0,8.0,1,9472b2d6-a810-449e-a2b2-d7307ed6666a,
,0,2019-04-17 20:48:47.235,-30.042736,,SSE. 150,Encoberto,0,1,TWC,2019-04-17 20:48:47.243,2019-04-17 20:48:47.243,1,-51.207596,22.0,73,UTC-0300,zjIwstRrv1,8d4515b9-9c18-4c0e-9502-097bbdcc8287,com.sec.android.app.shealth,km/h,0,14.0,3,d25f0fd1-da0a-455c-b8eb-617fa79c813a,
,0,2018-04-23 17:08:08.008,-30.072687,,NO. 320,Limpo,0,1,TWC,2018-04-23 17:08:08.009,2018-04-23 17:08:08.009,1,-51.120373,29.0,56,UTC-0300,n2OTyB17mi,f410bded-0209-49a8-a255-e50e4558331e,com.sec.android.app.shealth,km/h,0,11.0,1,50c1ed17-a88c-40eb-aece-42d2a5138d6a,
0.0,0,2017-04-05 15:34:58.747,-30.072222,,NNO. 338.0,Muito nublado,0,0,AccuWeather,2017-04-05 15:34:58.750,2017-04-05 15:34:58.750,1,-51.12029,76.0,69,UTC-0300,n2OTyB17mi,b371a9c4-6569-4b4c-ba38-7b4c07c1db70,com.sec.android.app.shealth,mi/h,0,3.5,20,621b20ef-f53d-4226-bbfa-5b08b399593d,
0.0,0,2017-02-03 15:33:19.467,-29.769108,,OSO. 248.0,Parcialmente nublado,0,0,AccuWeather,2017-02-03 15:33:19.471,2017-02-03 15:33:19.471,1,-50.01821,85.0,64,UTC-0200,n2OTyB17mi,2d5aef0b-a5f5-417f-b268-570cba82c0f8,com.sec.android.app.shealth,mi/h,0,4.0,4,1f332e94-e866-40b6-999f-0a2340375168,
,0,2018-07-18 12:13:25.317,-30.032415,,NE. 40,Limpo,0,1,TWC,2018-07-18 12:13:25.320,2018-07-18 12:13:25.320,1,-51.219357,18.0,98,UTC-0300,n2OTyB17mi,8bb1c413-2e14-42af-8ed9-23190d9101d6,com.sec.android.app.shealth,km/h,0,0.0,1,1631d637-a6be-4787-9f6f-a66c5ad29f46,
,0,2018-11-08 15:24:40.638,-30.072788,,ENE. 60,Limpo,0,1,TWC,2018-11-08 15:24:40.640,2018-11-08 15:24:40.640,1,-51.11999,26.0,50,UTC-0200,zjIwstRrv1,600773e4-ab4d-46eb-aa09-13f2993d7547,com.sec.android.app.shealth,km/h,0,26.0,1,d6e04d0f-a94e-417a-a70a-4e9eecbfe185,
0.0,0,2017-04-02 20:19:01.247,-29.685347,,E. 90.0,Parcialmente nublado,0,0,AccuWeather,2017-04-02 20:19:01.251,2017-04-02 20:19:01.251,1,-51.14093,77.0,64,UTC-0300,n2OTyB17mi,41c97e2f-ad7a-4da6-a46f-76deea50be9c,com.sec.android.app.shealth,mi/h,0,21.9,4,27787709-b388-4f0f-ba9d-725a7bde34f1,
,0,2018-12-12 14:03:24.737,-30.04193,,ONO. 290,Encoberto,0,1,TWC,2018-12-12 14:03:24.741,2018-12-12 14:03:24.741,1,-51.20812,28.0,68,UTC-0200,zjIwstRrv1,4c9e220a-cfa7-4201-b233-0f1650e6977b,com.sec.android.app.shealth,km/h,0,10.0,3,95d309eb-092e-4e4e-af73-ed8dae1e4c36,
,0,2017-08-27 02:00:31.256,-3.7230742,,E. 90.0,Pouco nublado,0,0,AccuWeather,2017-08-27 02:00:31.258,2017-08-27 02:00:31.258,1,-38.481873,81.0,78,UTC-0300,n2OTyB17mi,1a82ade9-dd4d-49fc-a14e-d3bf3a157103,com.sec.android.app.shealth,mi/h,0,11.5,11,965a275b-02d1-44ed-aef8-15d4a2543939,
,0,2019-02-22 18:46:37.005,-29.88598,,ESE. 110,Ensolarado,0,1,TWC,2019-02-22 18:46:37.006,2019-02-22 18:46:37.006,1,-50.449066,33.0,49,UTC-0300,zjIwstRrv1,b44c17ba-54f7-4077-8b23-2b72e2b13d9d,com.sec.android.app.shealth,km/h,0,11.0,1,4cb8ec44-7d65-4ef2-9215-138476abe2aa,
0.0,0,2017-01-27 21:10:06.372,-29.794788,,S. 180.0,Parcialmente nublado,0,0,AccuWeather,2017-01-27 21:10:06.375,2017-01-27 21:10:06.375,1,-50.036987,79.0,55,UTC-0200,n2OTyB17mi,f5c4ffad-954a-4166-8799-502199e87d24,com.sec.android.app.shealth,mi/h,0,9.0,4,0c0e794d-a1ad-45cf-ac67-ed480a3af89c,
,0,2018-10-11 16:42:00.412,-30.073582,,SE. 130,Encoberto,0,1,TWC,2018-10-11 16:42:00.599,2018-10-11 16:42:00.599,1,-51.120045,21.0,55,UTC-0300,zjIwstRrv1,073897a3-bad3-467f-9a20-5dae1570141f,com.sec.android.app.shealth,km/h,0,24.0,3,85ee0255-ef5a-4795-a982-c01733270ace,
,0,2019-04-11 16:18:17.346,-30.074776,,ONO. 290,Limpo,0,1,TWC,2019-04-11 16:18:17.349,2019-04-11 16:18:17.349,1,-51.119934,29.0,50,UTC-0300,zjIwstRrv1,285f2984-e72d-4fc9-8aed-4f81595a1f58,com.sec.android.app.shealth,km/h,0,14.0,1,1ceb1dae-4ab2-48aa-aeab-15dac246fb5d,
,0,2018-10-24 17:28:49.189,-30.030659,,ESE. 120,Encoberto,0,1,TWC,2018-10-24 17:28:49.192,2018-10-24 17:28:49.192,1,-51.210537,23.0,59,UTC-0300,zjIwstRrv1,81f9f1c7-58bd-4485-811c-13740c58e0ea,com.sec.android.app.shealth,km/h,0,31.0,3,db8af79d-a302-44a8-af66-93d63d3f0a1a,
,0,2019-08-29 22:45:07.691,-30.030558,,ESE. 120,Limpo,0,1,TWC,2019-08-29 22:45:07.699,2019-08-29 22:45:07.699,1,-51.21061,24.0,63,UTC-0300,zjIwstRrv1,37529c9d-3b7a-43b3-8fdc-d624886c7f67,com.sec.android.app.shealth,km/h,0,5.0,18,92f03cce-bb60-48ba-b621-9b7f47798ac9,
0.0,0,2017-01-31 18:31:02.564,-29.761465,,NE. 45.0,Muito nublado,0,0,AccuWeather,2017-01-31 18:31:02.568,2017-01-31 18:31:02.568,1,-50.018196,81.0,75,UTC-0200,n2OTyB17mi,867d34e7-270b-47a7-95b2-38c095c69d0d,com.sec.android.app.shealth,mi/h,0,14.9,20,6374987a-e865-442d-b7a2-b999b9e0fb25,
,0,2017-10-25 14:42:22.073,-30.009975,,ENE. 68.0,Céu Limpo,0,0,AccuWeather,2017-10-25 14:42:22.075,2017-10-25 14:42:22.075,1,-51.148556,73.0,64,UTC-0200,n2OTyB17mi,73ab972b-9e5f-46bb-bac1-4a0ef393b92f,com.sec.android.app.shealth,mi/h,0,8.1,1,24b04a31-8124-4ac4-ad28-29e1aa212a07,
,0,2019-09-04 15:28:59.967,-30.067156,,SSO. 210,Limpo,0,1,TWC,2019-09-04 15:28:59.973,2019-09-04 15:28:59.973,1,-51.120667,14.0,40,UTC-0300,zjIwstRrv1,2b9a7700-9f96-4016-ab90-61d1b8775912,com.sec.android.app.shealth,km/h,0,10.0,1,93f2e926-da36-41cd-a30b-caf97e951abd,
,0,2019-02-24 00:18:41.636,-29.774597,,NNE. 20,Parcial. nublado,0,1,TWC,2019-02-24 00:18:41.638,2019-02-24 00:18:41.638,1,-50.041183,27.0,80,UTC-0300,zjIwstRrv1,2ac2075c-7b97-4e52-8185-a35a7f7fc655,com.sec.android.app.shealth,km/h,0,13.0,19,15ccca6a-caba-487c-a9e4-cfd1536e89b8,
,0,2018-03-07 16:23:21.627,-30.067211,,OSO. 240,Limpo,0,1,TWC,2018-03-07 16:23:21.635,2018-03-07 16:23:21.635,1,-51.120728,24.0,44,UTC-0300,n2OTyB17mi,96e86efc-fc3f-4ace-bd5e-c5ca09c9412d,com.sec.android.app.shealth,km/h,0,13.0,1,fc78b23b-0c65-4383-9234-d7ecf5736106,
