com.samsung.shealth.program.sleep_coaching.mission,6233003,2
answer,priority,update_time,create_time,data_version,day_index,mission_id,deviceuuid,pkg_name,is_key_habit,session_id,datauuid,is_done
null,,2023-01-27 19:28:00.267,2023-01-27 19:28:00.267,1,19,SP_MSN_01,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,8b60c326-bb66-424c-962b-9fc2b36dbeb4,0,
null,,2023-01-27 19:28:00.267,2023-01-27 19:28:00.267,1,20,SP_MSN_05,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,ffe2ec94-b440-475c-beef-d7ae7d91bcab,0,
null,,2023-01-27 19:28:00.268,2023-01-27 19:28:00.268,1,22,SP_MSN_01,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,e11ad1b1-86a5-48fa-b553-bf49d990d7ab,0,
null,,2023-01-27 19:28:00.268,2023-01-27 19:28:00.268,1,23,SP_MSN_12,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,40233636-32d4-4830-ac54-64d210234d0a,0,
null,,2023-01-27 19:28:00.269,2023-01-27 19:28:00.269,1,24,SP_MSN_14,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,d7b6e49e-0c7e-4225-8d48-83c77bb30543,0,
null,,2023-01-27 19:28:00.270,2023-01-27 19:28:00.270,1,26,SP_MSN_01,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,18731b3d-f7d3-4f24-99a7-6f3450550926,0,
null,,2023-01-27 19:28:00.270,2023-01-27 19:28:00.270,1,27,SP_MSN_13,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,62bacfb9-299b-4edf-88ae-a0a28e73c16e,0,
null,,2023-01-27 19:28:00.262,2023-01-27 19:28:00.262,1,3,SP_MSN_03,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,83e4b4f0-7308-4e61-b839-937aee8fc899,0,
null,,2023-01-27 19:28:00.263,2023-01-27 19:28:00.263,1,7,SP_MSN_11,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,adfbf2db-7692-4ad7-b8bb-4604b2956802,0,
null,,2023-01-27 19:28:00.263,2023-01-27 19:28:00.263,1,8,SP_MSN_13,yfgkJHa6g4,com.sec.android.app.shealth,,00e6813f-a32d-48e1-8a1b-c07b61b65eb3,95a2be22-54d5-42a5-9ae6-ac552283676c,0,
