com.samsung.shealth.tracker.pedometer_day_summary,6233003,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
7899,1c1ac07c-eb33-4998-a1a7-2c3dd2ad5d4a.binning_data.json,3487911,8500,934,2017-05-30 02:05:35.467,com.sec.android.app.shealth,2017-05-29 03:23:54.903,,1.995045,6958.54,385.65,6965,VfS0qUERdZ,com.sec.android.app.shealth,0,1c1ac07c-eb33-4998-a1a7-2c3dd2ad5d4a.achievement.json,1c1ac07c-eb33-4998-a1a7-2c3dd2ad5d4a,1496016000000,
6047,020940ef-fb9f-4faa-b3f9-3e5dc9e24535.binning_data.json,3650424,5000,225,2016-11-17 21:11:59.468,com.sec.android.app.shealth,2016-11-17 08:16:24.210,,1.1269773,4113.9463,201.7,5822,VfS0qUERdZ,com.sec.android.app.shealth,0,020940ef-fb9f-4faa-b3f9-3e5dc9e24535.achievement.json,020940ef-fb9f-4faa-b3f9-3e5dc9e24535,1479340800000,
4725,90d136a1-9c52-44e8-932c-d47080f57ea3.binning_data.json,2193876,8500,215,2017-05-29 03:00:03.914,com.sec.android.app.shealth,2017-05-29 03:00:03.914,,6.944445,3964.75,207.26,4510,n2OTyB17mi,com.sec.android.app.shealth,0,90d136a1-9c52-44e8-932c-d47080f57ea3.achievement.json,90d136a1-9c52-44e8-932c-d47080f57ea3,1495929600000,
10551,8e94169b-f18c-49a8-86d8-8cba4e3e8474.binning_data.json,4162429,8500,2581,2017-04-30 01:43:02.865,com.sec.android.app.shealth,2017-04-29 12:23:58.335,,2.2525308,9376.0,554.76,7970,VfS0qUERdZ,com.sec.android.app.shealth,0,8e94169b-f18c-49a8-86d8-8cba4e3e8474.achievement.json,8e94169b-f18c-49a8-86d8-8cba4e3e8474,1493424000000,
14844,3f60f2b1-d32d-4934-ab09-9af1738b0e96.binning_data.json,5311653,8500,2663,2017-06-18 02:11:12.429,com.sec.android.app.shealth,2017-06-17 12:19:20.682,,2.224763,11817.17,818.97,12181,VfS0qUERdZ,com.sec.android.app.shealth,0,3f60f2b1-d32d-4934-ab09-9af1738b0e96.achievement.json,3f60f2b1-d32d-4934-ab09-9af1738b0e96,1497657600000,
19803,8bfcc318-6570-4749-81af-f38003346c65.binning_data.json,11970993,5000,828,2016-10-06 03:12:39.334,com.sec.android.app.shealth,2016-10-06 03:12:39.334,,3.0643997,13562.126,666.68994,18975,f1/7zwjou1,com.sec.android.app.shealth,0,8bfcc318-6570-4749-81af-f38003346c65.achievement.json,8bfcc318-6570-4749-81af-f38003346c65,1475625600000,
4106,936bdb58-29cd-404a-86fb-8534674e1b6a.binning_data.json,2121389,5000,919,2016-10-09 03:01:18.834,com.sec.android.app.shealth,2016-10-09 03:01:18.834,,4.1062765,3233.5989,176.68999,3187,f1/7zwjou1,com.sec.android.app.shealth,0,936bdb58-29cd-404a-86fb-8534674e1b6a.achievement.json,936bdb58-29cd-404a-86fb-8534674e1b6a,1475884800000,
2675,654e3c4f-66a9-4e54-9918-47bd6f64f7be.binning_data.json,1108745,8500,389,2017-03-21 03:00:07.187,com.sec.android.app.shealth,2017-03-21 03:00:07.187,,5.6388893,2417.92,136.8,2286,n2OTyB17mi,com.sec.android.app.shealth,0,654e3c4f-66a9-4e54-9918-47bd6f64f7be.achievement.json,654e3c4f-66a9-4e54-9918-47bd6f64f7be,1489968000000,
8935,7182516f-8a06-4ba6-aaf0-743ff0b28318.binning_data.json,3847690,8500,841,2017-04-28 03:01:02.905,com.sec.android.app.shealth,2017-04-28 03:01:02.905,,5.333333,7725.22,413.31998,8094,n2OTyB17mi,com.sec.android.app.shealth,0,7182516f-8a06-4ba6-aaf0-743ff0b28318.achievement.json,7182516f-8a06-4ba6-aaf0-743ff0b28318,1493251200000,
7783,524a48c6-c52e-4009-8e2d-62225c6f8986.binning_data.json,3302797,8500,1275,2017-04-26 01:46:36.795,com.sec.android.app.shealth,2017-04-25 09:32:48.672,,2.106227,6956.44,386.52,6508,VfS0qUERdZ,com.sec.android.app.shealth,0,524a48c6-c52e-4009-8e2d-62225c6f8986.achievement.json,524a48c6-c52e-4009-8e2d-62225c6f8986,1493078400000,
7368,3b06cd02-817f-4a33-952d-7fc76402b061.binning_data.json,3269998,8500,294,2017-04-27 03:00:03.767,com.sec.android.app.shealth,2017-04-27 03:00:03.767,,4.611111,5963.16,317.94998,7074,n2OTyB17mi,com.sec.android.app.shealth,0,3b06cd02-817f-4a33-952d-7fc76402b061.achievement.json,3b06cd02-817f-4a33-952d-7fc76402b061,1493164800000,
5974,c8bb8ccf-31cf-4b0b-b801-613e95c0ad8e.binning_data.json,3532562,10000,174,2017-01-09 19:56:41.681,com.sec.android.app.shealth,2016-11-04 02:16:44.002,,5.4773,4118.4937,197.94998,5800,f1/7zwjou1,com.sec.android.app.shealth,0,c8bb8ccf-31cf-4b0b-b801-613e95c0ad8e.achievement.json,c8bb8ccf-31cf-4b0b-b801-613e95c0ad8e,1478131200000,
3977,2cf3e122-1897-4e6d-ab3e-119b23cb247e.binning_data.json,1695186,8500,419,2017-06-04 03:00:03.660,com.sec.android.app.shealth,2017-06-04 03:00:03.660,,3.8020015,3443.1301,185.31,3558,n2OTyB17mi,com.sec.android.app.shealth,0,2cf3e122-1897-4e6d-ab3e-119b23cb247e.achievement.json,2cf3e122-1897-4e6d-ab3e-119b23cb247e,1496448000000,
14437,6e27295f-4b1b-47bc-889d-17aa93b73c6e.binning_data.json,8516238,5000,936,2016-11-08 01:37:05.507,com.sec.android.app.shealth,2016-11-07 09:55:55.723,,1.2033682,10248.172,509.60995,13501,VfS0qUERdZ,com.sec.android.app.shealth,0,6e27295f-4b1b-47bc-889d-17aa93b73c6e.achievement.json,6e27295f-4b1b-47bc-889d-17aa93b73c6e,1478476800000,
1832,d82cc761-c3c9-424c-a104-9e077a42c5b6.binning_data.json,798445,8500,169,2017-05-02 03:00:36.335,com.sec.android.app.shealth,2017-05-02 03:00:36.335,,3.3174045,1599.8,87.82,1663,n2OTyB17mi,com.sec.android.app.shealth,0,d82cc761-c3c9-424c-a104-9e077a42c5b6.achievement.json,d82cc761-c3c9-424c-a104-9e077a42c5b6,1493596800000,
7239,fb9d0158-26cb-4076-93ef-48a556fdfb1a.binning_data.json,3259571,8500,406,2017-05-25 00:43:18.852,com.sec.android.app.shealth,2017-05-24 09:34:56.824,,1.8005098,5868.89,306.77997,6833,VfS0qUERdZ,com.sec.android.app.shealth,0,fb9d0158-26cb-4076-93ef-48a556fdfb1a.achievement.json,fb9d0158-26cb-4076-93ef-48a556fdfb1a,1495584000000,
10629,2f754f4e-5d76-49ad-9af8-df26addd5678.binning_data.json,6458387,10000,281,2017-01-09 19:56:44.153,com.sec.android.app.shealth,2016-11-23 02:00:11.950,,4.536311,6998.312,341.50998,10348,f1/7zwjou1,com.sec.android.app.shealth,0,2f754f4e-5d76-49ad-9af8-df26addd5678.achievement.json,2f754f4e-5d76-49ad-9af8-df26addd5678,1479772800000,
7815,677b4f42-f19c-4a06-aa81-446a80850013.binning_data.json,3276348,8500,1023,2017-04-18 01:26:41.980,com.sec.android.app.shealth,2017-04-17 11:00:59.763,,2.0789976,6811.52,373.62,6792,VfS0qUERdZ,com.sec.android.app.shealth,0,677b4f42-f19c-4a06-aa81-446a80850013.achievement.json,677b4f42-f19c-4a06-aa81-446a80850013,1492387200000,
3716,126c423f-6413-4182-881a-559d9a68a013.binning_data.json,1585465,8500,485,2017-03-04 03:00:02.939,com.sec.android.app.shealth,2017-03-04 03:00:02.939,,4.916666,3287.2903,175.09998,3231,n2OTyB17mi,com.sec.android.app.shealth,0,126c423f-6413-4182-881a-559d9a68a013.achievement.json,126c423f-6413-4182-881a-559d9a68a013,1488499200000,
9510,e865d67c-e4fe-4872-93a2-c4b51afb49dd.binning_data.json,5884696,5000,364,2016-10-02 03:12:32.438,com.sec.android.app.shealth,2016-10-01 03:00:10.071,,3.625162,6345.7554,310.06998,9146,f1/7zwjou1,com.sec.android.app.shealth,0,e865d67c-e4fe-4872-93a2-c4b51afb49dd.achievement.json,e865d67c-e4fe-4872-93a2-c4b51afb49dd,1475193600000,
6150,9d3d90cb-8bbf-4968-8137-014a0a27bd3c.binning_data.json,2560605,8500,726,2017-03-05 02:58:50.106,com.sec.android.app.shealth,2017-03-04 04:40:39.254,,2.1311598,5457.06,294.74,5424,VfS0qUERdZ,com.sec.android.app.shealth,0,9d3d90cb-8bbf-4968-8137-014a0a27bd3c.achievement.json,9d3d90cb-8bbf-4968-8137-014a0a27bd3c,1488585600000,
5178,d63a20e4-314e-4ff0-870d-4267cdb88945.binning_data.json,2250194,8500,561,2017-04-17 03:00:03.489,com.sec.android.app.shealth,2017-04-17 03:00:03.489,,6.9444447,4781.58,263.63,4617,n2OTyB17mi,com.sec.android.app.shealth,0,d63a20e4-314e-4ff0-870d-4267cdb88945.achievement.json,d63a20e4-314e-4ff0-870d-4267cdb88945,1492300800000,
5435,7b8372b3-287a-47dd-8945-b012f86e15af.binning_data.json,3367521,5000,189,2016-08-30 03:02:12.764,com.sec.android.app.shealth,2016-08-30 03:02:12.764,,1.8009682,3635.4275,175.82999,5246,f1/7zwjou1,com.sec.android.app.shealth,0,7b8372b3-287a-47dd-8945-b012f86e15af.achievement.json,7b8372b3-287a-47dd-8945-b012f86e15af,1472428800000,
19842,562a0e7f-6475-4f65-abe6-67d056c3e008.binning_data.json,8730295,8500,4342,2017-03-24 03:00:03.182,com.sec.android.app.shealth,2017-03-23 04:05:32.426,,2.0025141,17482.541,1000.3897,15500,VfS0qUERdZ,com.sec.android.app.shealth,0,562a0e7f-6475-4f65-abe6-67d056c3e008.achievement.json,562a0e7f-6475-4f65-abe6-67d056c3e008,1490227200000,
10580,d2d70dcf-2492-49d2-b043-71b0e51deee3.binning_data.json,6581300,5000,431,2016-10-02 03:12:31.963,com.sec.android.app.shealth,2016-10-02 03:12:31.963,,4.6855206,7184.0503,351.04996,10149,f1/7zwjou1,com.sec.android.app.shealth,0,d2d70dcf-2492-49d2-b043-71b0e51deee3.achievement.json,d2d70dcf-2492-49d2-b043-71b0e51deee3,1475280000000,
5723,274718a3-0b4a-4e86-820e-b6a7a88fe0ee.binning_data.json,2544632,8500,562,2017-06-27 01:41:05.083,com.sec.android.app.shealth,2017-06-26 10:33:07.451,,1.9215312,4889.59,266.81,5161,VfS0qUERdZ,com.sec.android.app.shealth,0,274718a3-0b4a-4e86-820e-b6a7a88fe0ee.achievement.json,274718a3-0b4a-4e86-820e-b6a7a88fe0ee,1498435200000,
7702,930add14-4113-4f73-aaf3-780ef8729488.binning_data.json,3359596,8500,1232,2017-06-09 03:00:03.397,com.sec.android.app.shealth,2017-06-09 03:00:03.397,,5.5833335,6944.56,391.93997,6470,n2OTyB17mi,com.sec.android.app.shealth,0,930add14-4113-4f73-aaf3-780ef8729488.achievement.json,930add14-4113-4f73-aaf3-780ef8729488,1496880000000,
9293,16362502-dc4d-4236-8996-58fa9e7f26d7.binning_data.json,4372906,8500,469,2017-06-21 03:00:03.446,com.sec.android.app.shealth,2017-06-21 03:00:03.446,,4.861111,7556.99,402.84,8824,n2OTyB17mi,com.sec.android.app.shealth,1146,16362502-dc4d-4236-8996-58fa9e7f26d7.achievement.json,16362502-dc4d-4236-8996-58fa9e7f26d7,1497916800000,
10169,c038c55a-ffa5-4067-aa07-a9fa4c5283e6.binning_data.json,4493162,10000,1823,2017-01-17 01:56:47.886,com.sec.android.app.shealth,2017-01-16 02:15:01.786,,2.0200114,9076.24,443.20996,8346,VfS0qUERdZ,com.sec.android.app.shealth,0,c038c55a-ffa5-4067-aa07-a9fa4c5283e6.achievement.json,c038c55a-ffa5-4067-aa07-a9fa4c5283e6,1484524800000,
11673,90c35dab-bcb6-48fb-ba93-4d9fc7cb1846.binning_data.json,5437659,10000,527,2017-01-14 02:00:15.415,com.sec.android.app.shealth,2017-01-13 02:00:03.244,,6.9444447,9695.561,408.99988,11146,n2OTyB17mi,com.sec.android.app.shealth,2745,90c35dab-bcb6-48fb-ba93-4d9fc7cb1846.achievement.json,90c35dab-bcb6-48fb-ba93-4d9fc7cb1846,1484179200000,
1446,d4b9e6e8-303e-4ed8-8227-d4b0f1334e98.binning_data.json,604844,8500,177,2017-03-18 01:02:01.014,com.sec.android.app.shealth,2017-03-17 03:17:09.032,,2.085312,1261.29,66.38,1269,VfS0qUERdZ,com.sec.android.app.shealth,0,d4b9e6e8-303e-4ed8-8227-d4b0f1334e98.achievement.json,d4b9e6e8-303e-4ed8-8227-d4b0f1334e98,1489708800000,
8668,a0acd893-ab10-40a0-bf74-6d2fe59695b5.binning_data.json,5486617,5000,145,2016-10-17 02:01:53.362,com.sec.android.app.shealth,2016-10-10 09:40:28.500,,1.0416701,5715.2446,279.00998,8523,VfS0qUERdZ,com.sec.android.app.shealth,0,a0acd893-ab10-40a0-bf74-6d2fe59695b5.achievement.json,a0acd893-ab10-40a0-bf74-6d2fe59695b5,1476057600000,
7571,ae5f7a21-9a49-444d-9599-942bccdc00b9.binning_data.json,4794790,5000,592,2016-10-23 02:01:16.002,com.sec.android.app.shealth,2016-10-22 11:33:08.514,,1.0970079,5259.9233,268.87997,6979,VfS0qUERdZ,com.sec.android.app.shealth,0,ae5f7a21-9a49-444d-9599-942bccdc00b9.achievement.json,ae5f7a21-9a49-444d-9599-942bccdc00b9,1477094400000,
3977,8abfd0e1-4103-4567-b156-6589b26a93fe.binning_data.json,1695230,8500,419,2017-06-04 00:55:00.686,com.sec.android.app.shealth,2017-06-03 03:40:00.747,,2.031069,3443.1301,185.31,3558,VfS0qUERdZ,com.sec.android.app.shealth,0,8abfd0e1-4103-4567-b156-6589b26a93fe.achievement.json,8abfd0e1-4103-4567-b156-6589b26a93fe,1496448000000,
1599,de265f53-29dc-4e6a-89c9-52d368ca618b.binning_data.json,649449,8500,251,2017-02-13 02:01:06.102,com.sec.android.app.shealth,2017-02-13 02:01:06.102,,5.6385813,1521.6699,84.35,1348,n2OTyB17mi,com.sec.android.app.shealth,0,de265f53-29dc-4e6a-89c9-52d368ca618b.achievement.json,de265f53-29dc-4e6a-89c9-52d368ca618b,1486857600000,
6897,11e75473-b49b-4f71-a4d5-e5a888c2bf42.binning_data.json,2816406,8500,1159,2017-03-03 03:00:03.283,com.sec.android.app.shealth,2017-03-03 03:00:03.283,,6.9444447,6487.17,384.11,5738,n2OTyB17mi,com.sec.android.app.shealth,0,11e75473-b49b-4f71-a4d5-e5a888c2bf42.achievement.json,11e75473-b49b-4f71-a4d5-e5a888c2bf42,1488412800000,
7034,63160e2e-55cf-4609-bb8e-28e2f92cef85.binning_data.json,4398629,5000,213,2016-10-19 08:46:47.105,com.sec.android.app.shealth,2016-10-12 11:53:29.118,,1.0453837,4598.256,225.01999,6821,VfS0qUERdZ,com.sec.android.app.shealth,0,63160e2e-55cf-4609-bb8e-28e2f92cef85.achievement.json,63160e2e-55cf-4609-bb8e-28e2f92cef85,1476230400000,
10551,20fe26b6-a62d-40a9-832f-e6f2db9e5546.binning_data.json,4162355,8500,2581,2017-04-30 03:00:02.807,com.sec.android.app.shealth,2017-04-30 03:00:02.807,,4.9722223,9376.0,554.76,7970,n2OTyB17mi,com.sec.android.app.shealth,7626,20fe26b6-a62d-40a9-832f-e6f2db9e5546.achievement.json,20fe26b6-a62d-40a9-832f-e6f2db9e5546,1493424000000,
8397,c226b533-7004-4754-9f34-53ebd2567b8e.binning_data.json,5058914,5000,581,2016-09-01 02:02:13.211,com.sec.android.app.shealth,2016-08-31 09:36:10.969,,1.173939,5938.8564,295.87,7816,VfS0qUERdZ,com.sec.android.app.shealth,0,c226b533-7004-4754-9f34-53ebd2567b8e.achievement.json,c226b533-7004-4754-9f34-53ebd2567b8e,1472601600000,
11011,02268f42-d58b-42c7-9c3f-099051bc7544.binning_data.json,4565977,8500,1972,2017-06-03 03:01:28.850,com.sec.android.app.shealth,2017-06-03 03:01:28.850,,6.4906707,10356.98,587.47,9039,n2OTyB17mi,com.sec.android.app.shealth,0,02268f42-d58b-42c7-9c3f-099051bc7544.achievement.json,02268f42-d58b-42c7-9c3f-099051bc7544,1496361600000,
8258,a73254b0-37a5-4974-8925-248c09ea7c74.binning_data.json,3616635,8500,1373,2017-02-17 02:00:05.630,com.sec.android.app.shealth,2017-02-17 02:00:05.630,,6.333334,7487.73,409.3899,6885,n2OTyB17mi,com.sec.android.app.shealth,1640,a73254b0-37a5-4974-8925-248c09ea7c74.achievement.json,a73254b0-37a5-4974-8925-248c09ea7c74,1487203200000,
4875,56c6d86a-c81d-4849-8f3a-fc63cc456265.binning_data.json,2124044,8500,727,2017-06-29 00:38:00.561,com.sec.android.app.shealth,2017-06-28 09:31:40.529,,2.0049298,4258.56,240.29999,4148,VfS0qUERdZ,com.sec.android.app.shealth,0,56c6d86a-c81d-4849-8f3a-fc63cc456265.achievement.json,56c6d86a-c81d-4849-8f3a-fc63cc456265,1498608000000,
4411,282e383a-cffb-4de8-9e1a-c2b67a29fca1.binning_data.json,1846694,8500,654,2017-02-11 02:00:03.187,com.sec.android.app.shealth,2017-02-11 02:00:03.187,,6.9444447,4005.1106,202.74998,3757,n2OTyB17mi,com.sec.android.app.shealth,0,282e383a-cffb-4de8-9e1a-c2b67a29fca1.achievement.json,282e383a-cffb-4de8-9e1a-c2b67a29fca1,1486684800000,
1617,e9e5edf4-3dd0-42a1-adc4-a4165f45170b.binning_data.json,981583,5000,48,2016-11-26 13:03:12.254,com.sec.android.app.shealth,2016-11-26 09:44:14.633,,1.1197373,1099.1157,53.589996,1569,VfS0qUERdZ,com.sec.android.app.shealth,0,e9e5edf4-3dd0-42a1-adc4-a4165f45170b.achievement.json,e9e5edf4-3dd0-42a1-adc4-a4165f45170b,1480118400000,
6821,f786b6f9-e429-42b8-bf50-5722a09e6510.binning_data.json,4058026,5000,502,2016-10-18 02:01:39.013,com.sec.android.app.shealth,2016-10-11 09:18:06.444,,1.1582583,4700.243,237.58997,6319,VfS0qUERdZ,com.sec.android.app.shealth,0,f786b6f9-e429-42b8-bf50-5722a09e6510.achievement.json,f786b6f9-e429-42b8-bf50-5722a09e6510,1476144000000,
20102,c9254536-8523-4735-a5ce-b742ec49fd0f.binning_data.json,7266562,8500,5261,2017-02-05 02:00:02.403,com.sec.android.app.shealth,2017-02-05 02:00:02.403,,6.305555,20287.672,1049.17,14841,n2OTyB17mi,com.sec.android.app.shealth,6092,c9254536-8523-4735-a5ce-b742ec49fd0f.achievement.json,c9254536-8523-4735-a5ce-b742ec49fd0f,1486166400000,
8544,31070108-f890-46c5-8bdb-da698ede284d.binning_data.json,3541160,8500,1624,2017-05-10 03:00:04.580,com.sec.android.app.shealth,2017-05-09 09:32:31.037,,2.2299695,7896.68,450.09998,6920,VfS0qUERdZ,com.sec.android.app.shealth,0,31070108-f890-46c5-8bdb-da698ede284d.achievement.json,31070108-f890-46c5-8bdb-da698ede284d,1494288000000,
6644,4ad2a803-84b3-4ae8-875d-95bd91a36936.binning_data.json,2739623,8500,751,2017-01-27 01:11:16.396,com.sec.android.app.shealth,2017-01-26 02:02:00.438,,2.1940024,6010.74,295.18,5893,VfS0qUERdZ,com.sec.android.app.shealth,0,4ad2a803-84b3-4ae8-875d-95bd91a36936.achievement.json,4ad2a803-84b3-4ae8-875d-95bd91a36936,1485388800000,
9704,6918ce8a-499b-44dc-b636-777991a4ed21.binning_data.json,5788298,5000,578,2016-09-28 03:09:51.654,com.sec.android.app.shealth,2016-09-28 03:09:51.654,,6.909234,6737.234,336.91998,9126,f1/7zwjou1,com.sec.android.app.shealth,0,6918ce8a-499b-44dc-b636-777991a4ed21.achievement.json,6918ce8a-499b-44dc-b636-777991a4ed21,1474934400000,
6517,9f36ddda-0d99-4e60-bb8f-4d2c79c1c2fc.binning_data.json,2890612,8500,882,2017-06-13 03:01:23.166,com.sec.android.app.shealth,2017-06-13 03:01:23.166,,4.888889,5713.19,318.35,5635,n2OTyB17mi,com.sec.android.app.shealth,0,9f36ddda-0d99-4e60-bb8f-4d2c79c1c2fc.achievement.json,9f36ddda-0d99-4e60-bb8f-4d2c79c1c2fc,1497225600000,
11824,467c86a6-b0cd-4e04-8863-bfcedfa29ea6.binning_data.json,4753493,8500,2659,2017-04-02 03:02:02.183,com.sec.android.app.shealth,2017-04-02 03:02:02.183,,5.0723715,11137.5205,637.38995,9165,n2OTyB17mi,com.sec.android.app.shealth,0,467c86a6-b0cd-4e04-8863-bfcedfa29ea6.achievement.json,467c86a6-b0cd-4e04-8863-bfcedfa29ea6,1491004800000,
6048,d86625e2-f961-4f1c-970c-b5780bd30148.binning_data.json,3711908,5000,88,2016-10-04 03:00:58.759,com.sec.android.app.shealth,2016-10-04 03:00:58.759,,3.7028222,4093.7878,197.7,5960,f1/7zwjou1,com.sec.android.app.shealth,0,d86625e2-f961-4f1c-970c-b5780bd30148.achievement.json,d86625e2-f961-4f1c-970c-b5780bd30148,1475452800000,
8197,f72cc4e5-88ad-4cae-89d8-b0c49f66fd29.binning_data.json,3906503,8500,533,2017-02-15 02:00:02.763,com.sec.android.app.shealth,2017-02-15 02:00:02.763,,6.9444447,6807.959,346.6899,7664,n2OTyB17mi,com.sec.android.app.shealth,2466,f72cc4e5-88ad-4cae-89d8-b0c49f66fd29.achievement.json,f72cc4e5-88ad-4cae-89d8-b0c49f66fd29,1487030400000,
10168,fdf7a8cc-7695-40ce-b7ce-82ae9a65256b.binning_data.json,6347153,5000,370,2016-09-24 03:00:53.116,com.sec.android.app.shealth,2016-09-24 03:00:53.116,,4.246825,6819.7886,339.19998,9798,f1/7zwjou1,com.sec.android.app.shealth,0,fdf7a8cc-7695-40ce-b7ce-82ae9a65256b.achievement.json,fdf7a8cc-7695-40ce-b7ce-82ae9a65256b,1474588800000,
7783,3059445c-a01f-40cd-bf3d-4e780e888a0a.binning_data.json,3302724,8500,1275,2017-04-26 03:01:20.122,com.sec.android.app.shealth,2017-04-26 03:01:20.122,,4.7637577,6956.44,386.52,6508,n2OTyB17mi,com.sec.android.app.shealth,0,3059445c-a01f-40cd-bf3d-4e780e888a0a.achievement.json,3059445c-a01f-40cd-bf3d-4e780e888a0a,1493078400000,
15472,ff9af8e1-2c79-454a-8e01-206ac894bda6.binning_data.json,6733673,8500,1854,2017-01-29 02:00:03.509,com.sec.android.app.shealth,2017-01-27 11:52:15.743,,2.033615,13693.701,645.81995,13618,VfS0qUERdZ,com.sec.android.app.shealth,0,ff9af8e1-2c79-454a-8e01-206ac894bda6.achievement.json,ff9af8e1-2c79-454a-8e01-206ac894bda6,1485475200000,
10380,b23bcf5e-8609-4f8f-a7da-2d5e5bc84433.binning_data.json,4480931,8500,1604,2017-04-05 01:23:26.157,com.sec.android.app.shealth,2017-04-04 08:52:02.769,,2.0416958,9148.699,530.86993,8776,VfS0qUERdZ,com.sec.android.app.shealth,0,b23bcf5e-8609-4f8f-a7da-2d5e5bc84433.achievement.json,b23bcf5e-8609-4f8f-a7da-2d5e5bc84433,1491264000000,
8364,9cec8520-65c8-438c-8e04-e768288e11da.binning_data.json,5010334,5000,719,2016-09-03 02:14:59.513,com.sec.android.app.shealth,2016-09-02 09:50:44.690,,1.1673312,5848.7197,296.44998,7645,VfS0qUERdZ,com.sec.android.app.shealth,0,9cec8520-65c8-438c-8e04-e768288e11da.achievement.json,9cec8520-65c8-438c-8e04-e768288e11da,1472774400000,
8998,a1eac716-cf1f-4b34-b8f2-42b8b42b6407.binning_data.json,3847672,8500,1267,2017-05-31 03:00:03.749,com.sec.android.app.shealth,2017-05-31 03:00:03.749,,5.4722223,7957.75,439.56998,7731,n2OTyB17mi,com.sec.android.app.shealth,0,a1eac716-cf1f-4b34-b8f2-42b8b42b6407.achievement.json,a1eac716-cf1f-4b34-b8f2-42b8b42b6407,1496102400000,
7815,1c6cfe9e-6292-4f8f-a650-eb20f3f8cb6e.binning_data.json,3276280,8500,1023,2017-04-18 03:00:55.336,com.sec.android.app.shealth,2017-04-18 03:00:55.336,,4.220246,6811.52,373.62,6792,n2OTyB17mi,com.sec.android.app.shealth,0,1c6cfe9e-6292-4f8f-a650-eb20f3f8cb6e.achievement.json,1c6cfe9e-6292-4f8f-a650-eb20f3f8cb6e,1492387200000,
6376,8503422b-1d72-48ce-ab79-4b1ed02b95c2.binning_data.json,2760803,8500,830,2017-05-16 01:40:57.633,com.sec.android.app.shealth,2017-05-15 10:37:03.500,,2.0311983,5607.7397,310.55,5546,VfS0qUERdZ,com.sec.android.app.shealth,0,8503422b-1d72-48ce-ab79-4b1ed02b95c2.achievement.json,8503422b-1d72-48ce-ab79-4b1ed02b95c2,1494806400000,
5974,a482fff1-0890-418c-9028-5df7af549a7e.binning_data.json,3532632,5000,174,2016-11-04 00:26:51.556,com.sec.android.app.shealth,2016-11-03 08:51:02.356,,1.1658427,4118.4937,197.94998,5800,VfS0qUERdZ,com.sec.android.app.shealth,0,a482fff1-0890-418c-9028-5df7af549a7e.achievement.json,a482fff1-0890-418c-9028-5df7af549a7e,1478131200000,
14869,47448a23-afa3-4839-b36d-989970e89e29.binning_data.json,6808572,10000,880,2017-01-18 02:12:04.866,com.sec.android.app.shealth,2017-01-18 02:12:04.866,,4.9722223,11539.29,566.88995,13989,n2OTyB17mi,com.sec.android.app.shealth,2271,47448a23-afa3-4839-b36d-989970e89e29.achievement.json,47448a23-afa3-4839-b36d-989970e89e29,1484611200000,
6319,d804bb92-a5b7-4c62-901e-bded70769fdc.binning_data.json,3449747,5000,551,2016-10-21 02:39:16.280,com.sec.android.app.shealth,2016-10-20 09:43:52.167,,1.320969,4557.01,231.85997,5768,VfS0qUERdZ,com.sec.android.app.shealth,0,d804bb92-a5b7-4c62-901e-bded70769fdc.achievement.json,d804bb92-a5b7-4c62-901e-bded70769fdc,1476921600000,
6220,68bb821c-043e-4163-b0e6-25ffb2d42df7.binning_data.json,2640747,8500,636,2017-03-25 02:57:24.085,com.sec.android.app.shealth,2017-03-24 03:18:23.524,,2.031807,5365.49,282.75998,5584,VfS0qUERdZ,com.sec.android.app.shealth,0,68bb821c-043e-4163-b0e6-25ffb2d42df7.achievement.json,68bb821c-043e-4163-b0e6-25ffb2d42df7,1490313600000,
4856,8f76a0bc-bc93-403d-b893-8d4a06870a6b.binning_data.json,2956406,5000,427,2016-10-18 01:30:06.312,com.sec.android.app.shealth,2016-10-17 03:41:08.614,,1.1564486,3418.9314,175.08998,4429,VfS0qUERdZ,com.sec.android.app.shealth,0,8f76a0bc-bc93-403d-b893-8d4a06870a6b.achievement.json,8f76a0bc-bc93-403d-b893-8d4a06870a6b,1476662400000,
8422,2c5af23f-88f1-470f-abf7-d879b65d3418.binning_data.json,4036065,8500,512,2017-03-26 03:01:03.961,com.sec.android.app.shealth,2017-03-26 03:01:03.961,,6.6166677,6935.77,362.09998,7910,n2OTyB17mi,com.sec.android.app.shealth,0,2c5af23f-88f1-470f-abf7-d879b65d3418.achievement.json,2c5af23f-88f1-470f-abf7-d879b65d3418,1490400000000,
5526,d54e58e6-3294-4e3d-9012-48e7884340e2.binning_data.json,2518269,8500,530,2017-06-24 03:00:03.113,com.sec.android.app.shealth,2017-06-24 03:00:03.113,,6.9444447,4725.64,259.43,4996,n2OTyB17mi,com.sec.android.app.shealth,0,d54e58e6-3294-4e3d-9012-48e7884340e2.achievement.json,d54e58e6-3294-4e3d-9012-48e7884340e2,1498176000000,
