com.samsung.shealth.step_daily_trend,6233003,6
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
6261bd66-4967-4b51-9f4e-d3c00d7b6349.binning_data.json,2019-10-10 09:21:30.007,2019-10-09 10:08:52.823,com.sec.android.app.shealth,-2,4778,1.3533762,3459.2595,202.06995,VfS0qUERdZ,com.sec.android.app.shealth,6261bd66-4967-4b51-9f4e-d3c00d7b6349,1570579200000,
e552bdda-363d-4383-8bc1-95032895c75d.binning_data.json,2019-10-14 03:00:03.200,2019-10-14 03:00:03.200,com.sec.android.app.shealth,0,2337,1.7222222,1727.33,93.509995,yfgkJHa6g4,com.sec.android.app.shealth,e552bdda-363d-4383-8bc1-95032895c75d,1570924800000,
a3dc813e-a831-446b-ab18-53a6d608d2be.binning_data.json,2019-10-14 01:45:54.220,2019-10-13 12:09:02.115,com.sec.android.app.shealth,-2,2337,1.2882524,1727.33,93.509995,VfS0qUERdZ,com.sec.android.app.shealth,a3dc813e-a831-446b-ab18-53a6d608d2be,1570924800000,
e8449be8-2a2c-4fa6-a576-c7a65229487d.binning_data.json,2019-10-15 02:11:55.287,2019-10-14 11:46:57.318,com.sec.android.app.shealth,-2,7018,1.4098697,5148.94,316.57,VfS0qUERdZ,com.sec.android.app.shealth,e8449be8-2a2c-4fa6-a576-c7a65229487d,1571011200000,
dd81f1e4-77ae-4b3e-a8ec-8056e047011e.binning_data.json,2019-10-10 09:21:28.582,2019-10-10 09:21:28.582,com.sec.android.app.shealth,0,4778,2.0555556,3459.2595,202.06995,yfgkJHa6g4,com.sec.android.app.shealth,dd81f1e4-77ae-4b3e-a8ec-8056e047011e,1570579200000,
6f743fce-dc71-47ad-97d0-94e7765074a1.binning_data.json,2019-10-12 03:00:02.203,2019-10-12 03:00:02.203,com.sec.android.app.shealth,0,21559,2.8888888,16354.38,894.18994,yfgkJHa6g4,com.sec.android.app.shealth,6f743fce-dc71-47ad-97d0-94e7765074a1,1570752000000,
bc74d454-3cc0-4e2e-b70f-34b37398c677.binning_data.json,2019-10-18 01:15:12.276,2019-10-17 09:42:53.179,com.sec.android.app.shealth,-2,7760,1.3326457,5670.81,337.77997,VfS0qUERdZ,com.sec.android.app.shealth,bc74d454-3cc0-4e2e-b70f-34b37398c677,1571270400000,
92183baf-e8f9-4162-b3e1-7c4ab2e42774.binning_data.json,2019-10-17 03:00:01.479,2019-10-17 03:00:01.479,com.sec.android.app.shealth,0,8096,4.8421893,5979.65,350.70996,yfgkJHa6g4,com.sec.android.app.shealth,92183baf-e8f9-4162-b3e1-7c4ab2e42774,1571184000000,
a369b1e7-bc9c-47cc-a37f-9b250d7dae3d.binning_data.json,2019-10-13 01:49:19.277,2019-10-12 03:15:02.330,com.sec.android.app.shealth,-2,7595,1.3160455,5820.13,315.56,VfS0qUERdZ,com.sec.android.app.shealth,a369b1e7-bc9c-47cc-a37f-9b250d7dae3d,1570838400000,
5b123eb9-c883-407b-84ee-028fdcea673b.binning_data.json,2019-10-21 02:07:49.691,2019-10-20 11:33:52.013,com.sec.android.app.shealth,-2,869,1.262641,651.44,36.7,VfS0qUERdZ,com.sec.android.app.shealth,5b123eb9-c883-407b-84ee-028fdcea673b,1571529600000,
207c5bc6-a288-48d9-a90d-8c8794def432.binning_data.json,2019-10-13 11:57:55.530,2019-10-13 11:57:55.530,com.sec.android.app.shealth,0,7595,2.2222223,5820.13,315.56,yfgkJHa6g4,com.sec.android.app.shealth,207c5bc6-a288-48d9-a90d-8c8794def432,1570838400000,
7327b214-8fc7-4809-8a84-8a51b7cf339a.binning_data.json,2019-10-17 02:52:55.556,2019-10-16 10:00:51.428,com.sec.android.app.shealth,-2,8096,1.4323837,5979.65,350.70996,VfS0qUERdZ,com.sec.android.app.shealth,7327b214-8fc7-4809-8a84-8a51b7cf339a,1571184000000,
e5b902d3-7853-4297-8f02-09851c4f7802.binning_data.json,2019-10-15 09:49:37.556,2019-10-15 09:49:37.556,com.sec.android.app.shealth,0,7018,2.8611112,5148.94,316.57,yfgkJHa6g4,com.sec.android.app.shealth,e5b902d3-7853-4297-8f02-09851c4f7802,1571011200000,
c649a4b9-6eb8-4031-ba9c-5889bbf0c672.binning_data.json,2019-10-16 01:56:40.520,2019-10-15 11:03:41.540,com.sec.android.app.shealth,-2,5057,1.3828313,3716.06,214.84,VfS0qUERdZ,com.sec.android.app.shealth,c649a4b9-6eb8-4031-ba9c-5889bbf0c672,1571097600000,
e4c8d36b-3ed4-4d1c-b3e7-cbbf63167df8.binning_data.json,2019-10-20 03:00:03.166,2019-10-20 03:00:03.166,com.sec.android.app.shealth,0,4674,1.6388887,3353.3398,198.20998,yfgkJHa6g4,com.sec.android.app.shealth,e4c8d36b-3ed4-4d1c-b3e7-cbbf63167df8,1571443200000,
1423b712-94ac-44d9-b586-48525ed1db80.binning_data.json,2019-10-24 02:03:23.791,2019-10-23 14:06:44.860,com.sec.android.app.shealth,-2,4355,1.3620774,3141.4,197.56,VfS0qUERdZ,com.sec.android.app.shealth,1423b712-94ac-44d9-b586-48525ed1db80,1571788800000,
052e1cfb-a4b2-4f11-b0b4-ef92328ad1bd.binning_data.json,2019-10-16 09:19:35.148,2019-10-16 09:19:35.148,com.sec.android.app.shealth,0,5057,1.75,3716.06,214.84,yfgkJHa6g4,com.sec.android.app.shealth,052e1cfb-a4b2-4f11-b0b4-ef92328ad1bd,1571097600000,
16644bbc-d4bf-4441-ac84-14b468e77d38.binning_data.json,2019-10-18 09:37:22.090,2019-10-18 09:37:22.090,com.sec.android.app.shealth,0,7760,2.3611112,5670.81,337.77997,yfgkJHa6g4,com.sec.android.app.shealth,16644bbc-d4bf-4441-ac84-14b468e77d38,1571270400000,
