com.samsung.shealth.permission,6233003,1
client_id,allowed,update_time,create_time,item,requester,deviceuuid,pkg_name,operation,permitted_on,datauuid,optionals
com.sec.android.app.shealth,1,2022-02-02 21:08:20.546,2019-09-26 13:06:20.487,data,,yfgkJHa6g4,com.sec.android.app.shealth,sync,1,2873db91-46b0-165b-7dd3-26df6bffda3c,2873db91-46b0-165b-7dd3-26df6bffda3c.optionals.json,
