com.samsung.shealth.social.public_challenge.extra,6233003,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2023-04-12 16:08:16.391,2023-04-12 16:08:16.391,2,{"uiViewStatusItemList":[]},yfgkJHa6g4,com.sec.android.app.shealth,f322ba9b-935e-428d-97b7-73c5d59fbfaa,
