com.samsung.shealth.tracker.pedometer_event,6233003,1
start_time,update_time,create_time,type,time_offset,deviceuuid,pkg_name,healthy_step,end_time,datauuid
2020-12-30 00:54:22.809,2020-12-30 01:10:42.735,2020-12-30 01:04:24.887,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1751,2020-12-30 01:10:34.248,3de32390-c313-4fb7-a4e8-51cf06dedce7,
2019-12-10 20:24:20.905,2019-12-10 21:04:08.084,2019-12-10 20:34:22.419,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,4816,2019-12-10 21:04:07.356,d053fa92-58ba-4b68-a9db-23a4422c2a84,
2022-05-02 22:13:03.000,2022-05-02 22:25:50.000,2022-05-02 22:25:50.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1119,2022-05-02 22:25:50.000,dc20990e-e6f3-1d4c-af56-85a7c2bdf3d3,
2021-10-08 12:14:33.000,2021-10-08 12:34:20.000,2021-10-08 12:34:20.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1806,2021-10-08 12:34:20.000,533d04c5-ce4b-386c-25b9-b2db671837c1,
2021-07-30 22:23:52.000,2021-07-30 22:36:58.000,2021-07-30 22:36:58.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1049,2021-07-30 22:36:58.000,00872a27-d911-160e-5d28-2d1bf7e349a1,
2019-11-12 11:23:08.860,2019-11-12 11:23:22.034,2019-11-12 11:23:22.034,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,7,2019-11-12 11:23:18.883,6e798144-127e-4351-b692-d4a695304223,
2020-02-18 09:17:40.656,2020-02-18 09:31:16.780,2020-02-18 09:27:42.505,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,2054,2020-02-18 09:31:10.439,8361b7b8-39f7-410f-a312-738923533b90,
2022-03-19 21:27:27.000,2022-03-19 21:56:50.000,2022-03-19 21:56:50.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,2936,2022-03-19 21:56:50.000,9ae88964-6a95-9363-a60f-f83300f8a377,
2022-06-15 18:12:40.000,2022-06-15 18:24:26.000,2022-06-15 18:24:26.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1058,2022-06-15 18:24:26.000,f43197f1-a965-d3b4-bb7d-27d53c20c078,
2020-02-05 21:21:23.329,2020-02-05 21:33:27.112,2020-02-05 21:31:25.128,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1139,2020-02-05 21:33:23.420,8657f581-bb21-4450-825f-315602359acc,
2019-09-27 15:07:04.554,2019-09-27 15:07:15.376,2019-09-27 15:07:15.376,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,6,2019-09-27 15:07:14.594,1679e8da-1488-47e2-9fdc-2b8d6215fc9e,
2022-06-28 21:44:36.000,2022-06-28 21:57:18.000,2022-06-28 21:57:18.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1221,2022-06-28 21:57:18.000,24502190-e85f-2945-a4ef-c13e3415bdaf,
2020-02-28 17:57:25.747,2020-02-28 18:17:56.372,2020-02-28 18:07:26.545,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,2734,2020-02-28 18:17:49.563,84e248b9-74b8-440d-a551-dfee5e781ac2,
2022-06-13 22:05:02.000,2022-06-13 22:20:53.000,2022-06-13 22:20:53.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1328,2022-06-13 22:20:53.000,ef306a75-204f-2dd2-d643-e7594cbde539,
2020-02-25 10:06:33.537,2020-02-25 10:26:12.117,2020-02-25 10:16:35.615,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,1753,2020-02-25 10:26:09.229,9860cae5-0c74-44d9-8770-bf500265b53e,
2019-12-15 12:33:11.651,2019-12-15 12:43:47.186,2019-12-15 12:39:44.471,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,582,2019-12-15 12:43:32.134,75ea5dcd-1679-4d92-b359-182837780c42,
2019-09-14 22:55:38.407,2019-09-14 23:09:08.578,2019-09-14 23:05:59.333,1,UTC-0300,zjIwstRrv1,com.sec.android.app.shealth,979,2019-09-14 23:08:56.892,1a20cc22-d459-4f1e-a90a-90eb7028e7ff,
2020-02-22 13:53:47.743,2020-02-22 14:14:50.666,2020-02-22 14:03:49.242,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,2112,2020-02-22 14:14:45.636,b1135704-5c3f-4aa3-8fa3-2a193d3e6730,
2020-07-31 20:49:42.526,2020-07-31 20:49:51.225,2020-07-31 20:49:51.225,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,8,2020-07-31 20:49:47.367,76e7e22f-beea-4b4f-ba56-167beb49f2d0,
2019-09-05 16:26:47.513,2019-09-05 16:38:47.250,2019-09-05 16:36:55.426,1,UTC-0300,zjIwstRrv1,com.sec.android.app.shealth,1128,2019-09-05 16:37:48.414,97525ebe-a6c7-42f7-b819-d76813be8767,
2019-11-19 15:13:47.045,2019-11-19 15:15:00.992,2019-11-19 15:15:00.992,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,12,2019-11-19 15:14:47.088,a19fd90e-c1ea-4829-9be2-5b2476b8fcd7,
2022-07-12 23:59:54.000,2022-07-13 00:11:29.000,2022-07-13 00:11:29.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1109,2022-07-13 00:11:29.000,616c3b3d-2cf9-7737-0cc2-8d5ef32b152c,
2020-12-30 11:49:10.118,2020-12-30 12:22:54.137,2020-12-30 11:59:11.715,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,4749,2020-12-30 12:21:50.040,7844227b-296e-4c87-a529-4ddb3ec51f03,
2020-02-18 19:24:59.848,2020-02-18 19:39:17.991,2020-02-18 19:35:01.531,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,1590,2020-02-18 19:39:10.840,c90e8d5a-5a3d-43cf-9b2f-6520822f8d64,
2019-12-30 20:31:21.748,2019-12-30 20:34:55.176,2019-12-30 20:31:33.578,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,353,2019-12-30 20:34:52.464,3c5dceb1-aa47-439b-a88f-b3c052eacc10,
2020-02-22 23:04:35.486,2020-02-22 23:15:17.622,2020-02-22 23:14:36.450,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,1031,2020-02-22 23:15:15.630,eccc2cd1-303f-4785-bc29-d01fadd0ad86,
2019-12-28 12:07:54.764,2019-12-28 13:22:32.331,2019-12-28 12:18:04.130,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,6079,2019-12-28 13:22:31.633,ce0adfed-f8a5-4435-b3e1-603ab87bb246,
2022-08-03 15:11:55.000,2022-08-03 15:30:56.000,2022-08-03 15:30:56.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1645,2022-08-03 15:30:56.000,4bf2e193-a015-1781-b4c8-716ed0cd3130,
2022-09-30 21:58:44.000,2022-09-30 22:10:18.000,2022-09-30 22:10:18.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1077,2022-09-30 22:10:18.000,dc277a8e-fa59-15dd-19be-e81df620e223,
2022-09-25 17:29:49.000,2022-09-25 17:50:02.000,2022-09-25 17:50:02.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1966,2022-09-25 17:50:02.000,b9d18185-56cb-c851-b942-7a6464fb13ba,
2021-01-04 19:20:35.312,2021-01-04 20:19:27.179,2021-01-04 19:30:37.354,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,7942,2021-01-04 20:18:38.225,60e97b1e-3584-440a-8bec-1430e4875070,
2019-10-10 16:24:05.550,2019-10-10 16:35:43.065,2019-10-10 16:34:05.550,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1137,2019-10-10 16:35:05.629,f39fb172-39bd-445d-a1a3-ec8e4d722a1a,
2022-11-08 21:06:39.000,2022-11-08 21:18:37.000,2022-11-08 21:18:37.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1121,2022-11-08 21:18:37.000,99379942-40a7-ffb4-9bbc-b3f6506bbafe,
2020-01-03 14:45:52.000,2020-01-03 15:46:46.201,2020-01-03 14:55:53.132,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,4818,2020-01-03 15:46:25.677,0fe5ce40-5d65-4b4f-aee0-fec4ea5f1d14,
2019-12-02 12:45:47.766,2019-12-02 12:49:14.516,2019-12-02 12:46:34.341,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,289,2019-12-02 12:48:28.318,e402c6e0-d26b-4f64-8651-46f6e899ccd4,
2021-03-18 21:19:40.000,2021-03-18 21:47:15.000,2021-03-18 21:47:15.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,2658,2021-03-18 21:47:15.000,46080cba-3f4c-7b34-a99c-476679038aaa,
2021-08-13 10:23:39.000,2021-08-13 10:46:25.000,2021-08-13 10:46:25.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,2180,2021-08-13 10:46:25.000,651c85c1-52a6-040d-2058-37e032c86875,
2022-05-27 21:01:06.000,2022-05-27 21:16:22.000,2022-05-27 21:16:22.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1224,2022-05-27 21:16:22.000,d7b1e2c8-7c1d-d274-cc73-100ac2986206,
2022-05-14 14:41:42.000,2022-05-14 14:54:50.000,2022-05-14 14:54:50.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1191,2022-05-14 14:54:50.000,c274248f-1405-2d73-7390-060e98b3ac39,
2021-12-07 20:59:13.000,2021-12-07 21:13:34.000,2021-12-07 21:13:34.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1103,2021-12-07 21:13:34.000,11befce1-dc3c-ab6e-9237-eccfd2d6c16d,
2021-12-17 00:00:04.000,2021-12-17 00:11:54.000,2021-12-17 00:11:54.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1082,2021-12-17 00:11:54.000,b9e678e6-77dd-b383-5d29-6f17dc46f140,
2020-01-03 16:10:55.580,2020-01-03 16:21:42.663,2020-01-03 16:20:56.139,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,969,2020-01-03 16:21:40.221,8b6f920c-6fc0-4518-a739-f6e207bf146d,
2019-10-16 18:40:28.348,2019-10-16 18:53:33.897,2019-10-16 18:50:30.302,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1172,2019-10-16 18:53:32.630,68ec1a10-baa2-48f3-a9dc-4c8b220c5167,
2020-02-16 19:01:11.037,2020-02-16 19:14:49.119,2020-02-16 19:11:11.663,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,1429,2020-02-16 19:14:40.057,60e5bc9b-355a-4709-8e75-e7a897990947,
2020-02-23 10:31:14.323,2020-02-23 10:45:18.815,2020-02-23 10:41:17.115,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,1582,2020-02-23 10:45:15.656,397ec23b-8388-4285-814c-31f212c74825,
2020-02-15 21:44:01.552,2020-02-15 22:12:54.390,2020-02-15 21:54:03.534,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,3176,2020-02-15 22:12:53.904,f541d686-bf1b-4c0e-bb6c-f80d238f021e,
2020-02-18 13:42:15.284,2020-02-18 14:17:06.345,2020-02-18 13:52:18.643,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,3682,2020-02-18 14:17:04.993,5dbcd9e2-446f-430c-ac47-9af712d1e910,
2020-02-20 12:00:22.160,2020-02-20 12:14:04.116,2020-02-20 12:10:22.719,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,1116,2020-02-20 12:11:50.889,60fae351-393c-4ddc-b391-5b0ba20b09fb,
2021-11-22 02:11:14.000,2021-11-22 02:26:34.000,2021-11-22 02:26:34.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1156,2021-11-22 02:26:34.000,f25c00d1-1fd0-ce27-cb50-f4f6e18141ac,
2021-09-10 21:23:56.000,2021-09-10 21:35:56.000,2021-09-10 21:35:56.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1048,2021-09-10 21:35:56.000,dbcc18e7-72f3-0faa-e0b1-42a4a5da36d3,
2022-09-06 21:55:23.000,2022-09-06 22:10:33.000,2022-09-06 22:10:33.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1111,2022-09-06 22:10:33.000,2af6aa89-d9f8-a7de-e575-eb9fbaf58816,
2022-08-19 21:31:31.000,2022-08-19 21:43:12.000,2022-08-19 21:43:12.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1076,2022-08-19 21:43:12.000,8a6d3bc1-ba6f-569c-f926-66cd754ff83e,
2020-01-04 17:44:20.582,2020-01-04 17:56:40.712,2020-01-04 17:54:24.160,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1297,2020-01-04 17:56:20.694,c9975bdd-e10a-4923-b29d-24c8bc944b22,
2022-05-10 21:46:16.000,2022-05-10 22:03:15.000,2022-05-10 22:03:15.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1181,2022-05-10 22:03:15.000,b4ccb69e-66cd-7a91-71fa-ffe440c6c6cc,
2021-04-10 15:35:32.000,2021-04-10 15:47:04.000,2021-04-10 15:47:04.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,961,2021-04-10 15:47:04.000,e5067ec2-0653-653d-4756-a5f2c33df065,
2019-11-18 16:20:14.899,2019-11-18 16:21:06.583,2019-11-18 16:20:56.325,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,42,2019-11-18 16:21:05.834,7b0b66d2-9393-46d5-a5b5-7e4c4faf9f4b,
2020-11-01 13:37:09.823,2020-11-01 13:52:00.129,2020-11-01 13:47:10.127,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1460,2020-11-01 13:51:10.023,2fcc0269-4b45-4e13-9b52-04cec203ca4f,
2020-12-31 12:12:58.132,2020-12-31 13:00:36.575,2020-12-31 12:23:00.301,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,5776,2020-12-31 13:00:34.640,26787a31-b4a8-4e08-8222-17962de520f0,
2019-10-08 15:19:57.904,2019-10-08 15:30:47.335,2019-10-08 15:29:59.461,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1100,2019-10-08 15:30:45.611,0bb792ba-7ae8-4e51-a0bf-b7606fe3fa61,
2022-04-25 20:04:51.000,2022-04-25 20:16:34.000,2022-04-25 20:16:34.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1103,2022-04-25 20:16:34.000,a479d32d-c3cd-1fb0-f6bd-cbf28263d2fc,
2020-02-19 10:12:10.955,2020-02-19 10:24:08.568,2020-02-19 10:22:16.427,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,1380,2020-02-19 10:24:06.526,090a098e-6bf8-44ea-b9d1-e6183527ad66,
2021-12-21 21:09:17.000,2021-12-21 21:22:45.000,2021-12-21 21:22:45.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1166,2021-12-21 21:22:45.000,43b70e1c-000f-e70c-769a-c9587cdd18bc,
2020-12-28 20:17:49.000,2020-12-28 20:31:20.000,2020-12-28 20:31:20.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,899,2020-12-28 20:31:20.000,ede65216-45a5-4dd8-fdc9-7db891a0dc6d,
2022-01-23 23:16:35.000,2022-01-23 23:28:07.000,2022-01-23 23:28:07.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,772,2022-01-23 23:28:07.000,e339e807-d049-ee7f-4d56-6602fba57eb7,
2022-04-06 21:05:45.000,2022-04-06 21:18:28.000,2022-04-06 21:18:28.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1083,2022-04-06 21:18:28.000,5a99316b-4ce4-5c19-6d3e-6e3496e50c4b,
2019-11-07 16:08:52.562,2019-11-07 16:25:12.179,2019-11-07 16:18:53.125,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1496,2019-11-07 16:24:52.835,bf3f3491-fa8a-4c9f-8b14-4c720c8ea6c6,
2022-03-23 21:15:30.000,2022-03-23 21:30:16.000,2022-03-23 21:30:16.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1101,2022-03-23 21:30:16.000,1f52c308-447c-22bc-1dce-c55533240963,
2020-02-27 12:36:04.740,2020-02-27 12:39:46.829,2020-02-27 12:39:46.817,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,500,2020-02-27 12:39:45.019,fe1ddc5e-3c77-4e2e-adc4-bdca9902b7c4,
2020-12-31 14:36:33.199,2020-12-31 14:50:33.154,2020-12-31 14:46:34.111,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1241,2020-12-31 14:50:30.109,fb1c8f0a-8e89-4d04-a78c-cd4d8bd105bb,
2019-09-25 15:09:09.124,2019-09-25 15:23:25.098,2019-09-25 15:19:13.020,1,UTC-0300,zjIwstRrv1,com.sec.android.app.shealth,1468,2019-09-25 15:23:12.081,d02d6a25-4dc2-4b69-8f68-1311bafb31bc,
2022-10-17 21:13:37.000,2022-10-17 21:26:18.000,2022-10-17 21:26:18.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1090,2022-10-17 21:26:18.000,2c237c03-c123-3d1b-b782-ff228e9338be,
2019-09-04 22:12:33.696,2019-09-04 22:14:49.556,2019-09-04 22:12:44.974,1,UTC-0300,zjIwstRrv1,com.sec.android.app.shealth,229,2019-09-04 22:14:47.956,dd47f1eb-2556-434e-97c4-d9dc17b099c8,
2022-08-01 20:57:47.000,2022-08-01 21:18:49.000,2022-08-01 21:18:49.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1875,2022-08-01 21:18:49.000,4f880b39-370a-5ea5-ab0f-e08e82c6a381,
2020-02-23 10:47:52.966,2020-02-23 10:48:08.327,2020-02-23 10:48:08.327,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,8,2020-02-23 10:48:03.012,26ffa82f-31fe-4787-8859-4a119d74bcdd,
2020-02-27 12:34:06.774,2020-02-27 12:35:54.263,2020-02-27 12:35:17.658,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,133,2020-02-27 12:35:51.606,36f65bad-bc5a-46ad-8eb3-ee596d16f1eb,
2021-07-19 21:27:09.000,2021-07-19 21:42:36.000,2021-07-19 21:42:36.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1600,2021-07-19 21:42:36.000,19d24a6d-1029-68de-a04a-7768ff02e9cc,
2022-05-23 23:04:59.000,2022-05-23 23:19:51.000,2022-05-23 23:19:51.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1263,2022-05-23 23:19:51.000,5721f31c-ddda-fd44-6873-15425a705e17,
2020-01-02 22:20:37.922,2020-01-02 22:23:00.958,2020-01-02 22:21:30.230,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,229,2020-01-02 22:22:59.389,2779a4cb-8950-41b2-9e66-d23315d7d48f,
2022-08-12 22:11:57.000,2022-08-12 22:27:00.000,2022-08-12 22:27:00.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1303,2022-08-12 22:27:00.000,0eafb00e-eb3b-1fbe-1d6f-83cd3359878b,
2020-01-19 19:54:47.938,2020-01-19 20:06:16.564,2020-01-19 20:04:50.121,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1070,2020-01-19 20:06:14.367,2ad0a7ee-20ac-45a6-ae46-22a390f23496,
2020-02-25 14:42:10.816,2020-02-25 14:53:28.399,2020-02-25 14:52:18.123,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,1145,2020-02-25 14:53:17.443,28515761-a8b4-4cc5-a8ab-b2d41b20abed,
2022-05-13 13:12:58.000,2022-05-13 13:29:07.000,2022-05-13 13:29:07.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1233,2022-05-13 13:29:07.000,68d6af8b-fc4b-17f2-1dbf-5be14b7c06a5,
2021-01-17 19:54:27.000,2021-01-17 20:08:41.000,2021-01-17 20:08:41.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1172,2021-01-17 20:08:41.000,b58018ff-cfe4-be32-5532-0a4f495cf40b,
2021-07-19 23:03:04.000,2021-07-19 23:40:34.000,2021-07-19 23:40:34.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,2443,2021-07-19 23:40:34.000,d2fc7fb5-6ed6-d976-18a9-b4b6c4faf23a,
2019-10-12 01:03:47.851,2019-10-12 01:18:04.112,2019-10-12 01:13:48.118,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1215,2019-10-12 01:16:48.984,33b3375c-ff09-49d0-8ffb-d07497bee65a,
2019-08-28 16:13:40.084,2019-08-28 16:25:12.805,2019-08-28 16:23:44.850,1,UTC-0300,zjIwstRrv1,com.sec.android.app.shealth,1137,2019-08-28 16:24:40.108,a137dd26-29b1-4177-aa0b-d8ca2b6e7c73,
2022-02-23 22:51:25.000,2022-02-23 23:15:18.000,2022-02-23 23:15:18.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,2099,2022-02-23 23:15:18.000,c23873f7-99f6-4076-d287-07be7673d39e,
2020-02-24 11:15:00.528,2020-02-24 11:15:15.712,2020-02-24 11:15:15.712,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,13,2020-02-24 11:15:10.577,ecf07d71-4782-4bdf-be73-cdb548d5e717,
2020-02-24 11:04:49.981,2020-02-24 11:13:17.094,2020-02-24 11:05:09.569,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,819,2020-02-24 11:13:15.042,cbe6f62f-3346-44e2-babd-40836a27a529,
2020-02-22 23:15:54.760,2020-02-22 23:17:30.119,2020-02-22 23:17:30.119,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,53,2020-02-22 23:16:54.808,928bcfb7-80b8-4f0b-ae49-b3628faf2105,
2020-02-28 18:50:57.489,2020-02-28 18:54:47.863,2020-02-28 18:51:09.651,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,215,2020-02-28 18:54:47.615,e9748f35-cf8e-4d31-84e0-fa3d76e426a7,
2019-12-12 14:56:01.137,2019-12-12 15:07:43.247,2019-12-12 15:06:01.733,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1201,2019-12-12 15:07:41.437,bba9d7f9-fb04-4289-9fcf-b8c2a7430238,
2019-10-22 16:51:21.880,2019-10-22 16:54:52.849,2019-10-22 16:54:52.849,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,106,2019-10-22 16:53:21.941,9012dac8-a2e3-4597-a7d6-d443f9f26897,
2022-06-29 23:06:54.000,2022-06-29 23:24:58.000,2022-06-29 23:24:58.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1415,2022-06-29 23:24:58.000,0a72767f-893c-136c-7238-4fc729dcae41,
2022-07-30 17:45:00.000,2022-07-30 18:07:30.000,2022-07-30 18:07:30.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1984,2022-07-30 18:07:30.000,504e5d78-e47c-caf3-024e-09da737df025,
2020-03-02 13:18:39.528,2020-03-02 13:26:22.419,2020-03-02 13:24:24.756,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,976,2020-03-02 13:26:20.197,fd05c4ff-566c-4094-a50d-c6b464f218ca,
2022-05-27 23:12:31.000,2022-05-27 23:27:14.000,2022-05-27 23:27:14.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1186,2022-05-27 23:27:14.000,c21dd0af-cfa6-1fa5-61a9-2d4e07ac3691,
2019-09-13 14:50:40.332,2019-09-13 15:01:56.572,2019-09-13 15:00:46.014,1,UTC-0300,zjIwstRrv1,com.sec.android.app.shealth,1062,2019-09-13 15:01:44.089,c0e0e094-3a25-4ffc-ad58-4ebfc8a60386,
2019-11-01 15:57:35.456,2019-11-01 16:08:50.106,2019-11-01 16:07:37.125,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,1020,2019-11-01 16:08:35.488,83a65cbb-e87a-435f-af4d-7a8a201c1f12,
2020-01-02 22:28:50.708,2020-01-02 22:31:31.104,2020-01-02 22:29:03.883,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,150,2020-01-02 22:31:16.209,5f197c92-fe0e-4d2a-ac79-c49751ff8e28,
2021-01-09 15:35:22.000,2021-01-09 15:49:25.000,2021-01-09 15:49:25.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1159,2021-01-09 15:49:25.000,2c3c69ee-1b8a-ee45-18ac-4207278dbc65,
2022-06-11 17:21:19.000,2022-06-11 17:35:06.000,2022-06-11 17:35:06.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1073,2022-06-11 17:35:06.000,2e6c0eee-1fea-f691-16fb-9afd2c22dc16,
2021-01-11 20:40:29.636,2021-01-11 20:43:13.283,2021-01-11 20:40:43.873,1,UTC-0300,yfgkJHa6g4,com.sec.android.app.shealth,183,2021-01-11 20:43:11.984,fa2bc635-3080-4e31-9c5c-3cb3815b2ba5,
2020-02-22 13:30:52.435,2020-02-22 13:43:26.186,2020-02-22 13:40:55.179,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,1184,2020-02-22 13:42:54.073,9eaae54d-1e48-4854-b453-33895028c51c,
2019-09-24 15:53:15.596,2019-09-24 16:06:15.154,2019-09-24 16:03:17.080,1,UTC-0300,zjIwstRrv1,com.sec.android.app.shealth,1256,2019-09-24 16:05:23.057,4f887c70-8bab-4da0-80b0-79770d2eecc6,
2022-03-23 20:19:56.000,2022-03-23 20:33:17.000,2022-03-23 20:33:17.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1224,2022-03-23 20:33:17.000,91a38f77-9eaf-e2ee-2247-33896f3640e6,
2022-03-19 18:00:08.000,2022-03-19 18:51:52.000,2022-03-19 18:51:52.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,4975,2022-03-19 18:51:52.000,e513d469-c047-02e0-0588-c78d201ea7d6,
2022-11-18 21:33:53.000,2022-11-18 21:47:43.000,2022-11-18 21:47:43.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1397,2022-11-18 21:47:43.000,5731a18e-0352-54dc-5a52-c4eea0ff8cf8,
2020-02-14 15:38:37.597,2020-02-14 15:39:11.412,2020-02-14 15:38:51.252,1,UTC+0000,yfgkJHa6g4,com.sec.android.app.shealth,28,2020-02-14 15:39:07.716,4d1e9859-8196-4fd7-a006-7d01c2dfcc4b,
2022-07-30 16:47:27.000,2022-07-30 17:05:51.000,2022-07-30 17:05:51.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1417,2022-07-30 17:05:51.000,0903b66a-6641-8600-6c07-ca925c7e5657,
2021-07-31 18:13:49.000,2021-07-31 18:31:11.000,2021-07-31 18:31:11.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1757,2021-07-31 18:31:11.000,a98c652e-1f5f-5e8a-0844-45eee5490af2,
2022-06-14 22:18:28.000,2022-06-14 22:34:26.000,2022-06-14 22:34:26.000,1,UTC-0300,QRbb7eXJAm,com.sec.android.app.shealth,1273,2022-06-14 22:34:26.000,2e05a359-61f9-2cfb-3d23-f92109fc4096,
