com.samsung.shealth.food_frequent,6233003,1
eveningsnack_count,update_time,create_time,morningsnack_count,dinner_count,breakfast_count,deviceuuid,pkg_name,afternoonsnack_count,datauuid,food_info_id,lunch_count
0.0,2023-10-04 23:12:06.089,2023-04-12 14:22:33.118,0.0,5.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,1.0,a227a1ef-5e3a-4d0b-b4b4-1b59ac9da06e,c98cf982-261c-495b-8dfd-a3dc233412ae,5.0,
0.0,2023-09-26 16:43:08.036,2023-08-15 16:14:58.773,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,612a1437-6328-4df4-ba22-409e0f669461,384b2898-5a69-4c9a-b6d0-2ace9e8d4688,2.0,
0.0,2023-04-12 14:22:33.137,2023-04-12 14:22:33.137,3.0,0.0,1.0,xoyixJvqZs,com.sec.android.app.shealth,3.0,8ca9e387-6485-465a-9b90-e8e1cbe928b8,1214ef4e-c837-45f9-a820-4bdee7219682,0.0,
0.0,2023-08-29 16:53:54.675,2023-08-23 16:12:15.524,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,fb039511-f760-405d-9771-c474641e60bb,c38e2a36-5ba5-48f0-bb84-c26b5815df64,2.0,
7.0,2023-10-06 12:28:59.629,2023-08-14 20:02:37.774,0.0,0.0,33.0,xoyixJvqZs,com.sec.android.app.shealth,1.0,ec36314d-fe0a-405f-a6fe-ba063cb73de3,71e42b0c-d2fa-44ad-b058-822e6c872767,0.0,
0.0,2023-04-12 14:22:33.108,2023-04-12 14:22:33.108,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,b438ca03-ffd1-4db9-bed5-2a8b7cc79665,02148164-1a2b-46c9-b08e-e07505760cc7,0.0,
0.0,2023-04-12 14:22:33.122,2023-04-12 14:22:33.122,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,c819c183-2132-4e37-a6a9-e1685032a2f5,bc13cd08-4e35-4c92-9a6c-b58a87c37088,0.0,
0.0,2023-08-30 17:05:52.979,2023-08-30 17:05:52.979,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,b58607df-5954-4d67-b0e0-f43c854409cc,c5e3fb80-114c-4241-8534-2a57ef67d090,1.0,
0.0,2023-09-18 00:21:44.680,2023-09-07 23:13:11.271,0.0,1.0,1.0,xoyixJvqZs,com.sec.android.app.shealth,3.0,064bac19-f1e4-44ea-9554-751ea7a94cc2,aa91c01b-92d7-4ef7-91b0-446cd0a1f34f,0.0,
0.0,2023-10-05 16:30:36.177,2023-04-12 14:22:33.119,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,d6cdccbd-2d34-4f2b-8bc8-4ac4b8ae21ee,dadc8499-d917-4f7b-b1f3-aaf02555de9c,5.0,
0.0,2023-04-12 14:22:33.118,2023-04-12 14:22:33.118,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,20178d0f-0a6e-43c9-995d-486910620b39,50f46984-e87c-4776-bcee-235c7062d92d,0.0,
0.0,2023-09-16 03:23:14.036,2023-08-27 23:57:01.135,0.0,2.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,2c641672-c6b4-418b-95b1-67922c1498ed,67c59b6a-0fd6-4f1d-827c-a82013750109,0.0,
0.0,2023-09-16 16:22:56.145,2023-04-12 14:22:33.137,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,d17ad23d-7443-48d4-bc5a-b4ff360d0027,98593785-b77d-4509-9347-44ac2d63999e,2.0,
0.0,2023-04-12 14:22:33.136,2023-04-12 14:22:33.136,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,1b2797fd-8958-406d-a8a4-2f4352bf6cd4,befee8ee-1fda-4e8f-8634-a389abcef372,0.0,
0.0,2023-09-05 22:41:49.082,2023-09-03 00:12:39.527,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,0e2b4569-daba-420a-906e-5188f5d59b7e,d1640d93-e044-43ec-9b83-b89c270771b2,1.0,
0.0,2023-09-28 00:52:02.268,2023-09-28 00:52:02.268,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,c398872e-0c0e-42d5-8827-b92520fd456c,ed8a4474-154f-4379-bbc3-97009e42f329,0.0,
0.0,2023-04-12 14:22:33.118,2023-04-12 14:22:33.118,0.0,0.0,1.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,28b14add-245b-4d23-945a-56ad391a45ae,c33a2473-232c-4e34-8046-88583f0854b3,0.0,
0.0,2023-08-22 22:39:56.612,2023-08-22 22:39:56.612,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,c3c5efa2-bf06-4cef-a382-df41ac79d5ae,878b8941-46f0-480f-9ff9-21282e5ef6ef,0.0,
0.0,2023-09-09 15:58:57.543,2023-09-09 15:58:57.543,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,e4cb48c4-63bd-4034-96a8-bf1f6c7f8340,6a849dc7-1969-4565-83b6-414997499aab,1.0,
0.0,2023-04-12 14:22:33.117,2023-04-12 14:22:33.117,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,95a5a80c-56dd-4871-ae26-1f302f539f16,f2908e13-99b8-404c-81ab-73a06950af22,2.0,
0.0,2023-09-05 23:08:36.242,2023-09-05 23:08:36.242,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,4e81d4e7-709a-48c6-87f6-fa4c4743f3fe,68483ab4-4abe-414a-a908-4f314edc1cf2,0.0,
0.0,2023-09-04 00:38:00.926,2023-09-04 00:38:00.926,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,7af45bf8-a8fd-4858-93bc-e68461ccd637,29915ff6-33bc-4897-83dc-8eef1fb93c20,0.0,
0.0,2023-09-07 19:05:06.497,2023-09-07 19:05:06.497,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,5bfde2c4-8eb4-49d3-bf94-5a7364803351,96063252-e85a-41e6-9463-8c4f24cae530,1.0,
0.0,2023-04-12 14:22:33.108,2023-04-12 14:22:33.108,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,0047939a-8b53-4e20-a026-da4fa6e16c3c,192507d5-18dd-48f4-b265-2e2fdd338642,0.0,
0.0,2023-08-22 16:57:10.360,2023-08-21 23:51:44.024,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,9bd4fdfa-40d0-4a13-874d-6001463e1af7,c75c1480-0559-423e-9aca-780012955efb,1.0,
0.0,2023-09-21 03:10:49.387,2023-09-21 03:10:49.387,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,6d4f76da-e547-464a-9928-83dac342f3fc,2f414ac6-a591-4464-9dfa-8e070ac2618d,0.0,
0.0,2023-08-26 22:50:29.972,2023-08-26 22:50:29.972,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,1.0,7e5d1099-62b1-42c0-b65a-43d26388bfed,cafc415e-34ef-4830-8c4d-94cd96f62a1e,0.0,
0.0,2023-04-12 14:22:33.118,2023-04-12 14:22:33.118,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,2d3de15b-8e9c-4921-b8a6-ca7bf90e4897,0f83ed11-b9be-4421-a171-bac06c7b8916,0.0,
0.0,2023-09-16 16:22:56.217,2023-09-16 16:22:56.217,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,3f2e8d7b-861f-4fc8-aeac-14a21974b5ca,942a24f7-a457-44f7-9a51-fdcef70362b2,1.0,
0.0,2023-09-27 15:42:48.195,2023-09-27 15:42:48.195,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,6658ceef-6c9b-4375-91c1-f51ae2931b2c,ea5ac71a-a582-481d-a5ad-f84018b9de82,1.0,
0.0,2023-08-17 01:57:58.553,2023-04-12 14:22:33.117,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,c736dbce-2b46-4309-a769-79d7e1eed739,65cb35b3-4a58-4fe4-a6e8-1dd93ccce015,3.0,
0.0,2023-09-04 00:35:45.751,2023-09-04 00:35:45.751,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,1.0,b16d16df-e97c-4a70-b86f-a7b47bb3601a,52c7cbf8-d540-42a1-ba3b-a60551864c20,0.0,
0.0,2023-04-12 14:22:33.137,2023-04-12 14:22:33.137,0.0,4.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,55f48990-7987-4f8a-97a0-92dbb621309a,5c6cd7a7-db8f-41c8-92a1-a70bb3bfd554,3.0,
0.0,2023-09-29 01:14:33.887,2023-09-19 23:39:56.280,0.0,2.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,7f5a3466-a13d-4505-a932-c78fc41653f1,1296a241-dd2e-4dcc-9734-d078c5d4b5fa,0.0,
0.0,2023-08-24 15:47:41.003,2023-08-24 15:47:41.003,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,4385319b-2465-47ed-b863-3eaa9792d577,3080eac8-fb94-4c60-a106-20b1ef2288d2,1.0,
0.0,2023-04-12 14:22:33.119,2023-04-12 14:22:33.119,0.0,0.0,4.0,xoyixJvqZs,com.sec.android.app.shealth,1.0,6311443a-7ef6-48f9-b318-76a891d30d0c,d6abf493-9ee5-4e00-81c9-38b6db22efba,0.0,
0.0,2023-09-16 16:22:56.171,2023-08-31 01:06:55.232,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,9bc0e5a4-e368-4817-a5f9-82bdf5d18b00,9ebcb792-dc97-488d-b041-b51722538fd5,1.0,
0.0,2023-09-17 20:01:05.628,2023-09-17 20:01:05.628,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,abae3519-5925-4476-b343-6f41bf435cc5,20fbe273-53be-4d3f-b3c4-f80aaedf879e,1.0,
0.0,2023-10-06 16:28:27.952,2023-08-23 23:49:34.274,0.0,7.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,7858d194-c279-4ae8-a892-e7bf71058ee9,c920fb8f-3119-47d7-af80-ad27c1ded0cb,3.0,
1.0,2023-04-12 14:22:33.118,2023-04-12 14:22:33.118,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,eff387ea-b756-437d-9473-9e92754f5977,125adf4a-f133-49ad-be4e-3b02afb32e08,0.0,
0.0,2023-08-17 02:01:56.143,2023-08-17 02:01:56.143,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,7b72b6e8-d6ab-407c-ac12-0fbf21a9430b,8e8459e5-63c5-4770-b8bc-c542935b6c3b,0.0,
0.0,2023-08-15 15:49:14.621,2023-08-15 15:49:14.621,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,0211bb39-925a-48d0-bfe1-bba4b8f889f8,894f4169-44b9-4b90-a374-10d39aed6843,1.0,
0.0,2023-04-12 14:22:33.122,2023-04-12 14:22:33.122,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,1.0,e68137f0-c067-4e93-bd94-ee1af6d248b2,7cc19553-897f-436e-8bdf-0c786fd3ab7e,0.0,
0.0,2023-08-23 16:12:15.570,2023-08-21 16:34:41.658,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,ff337792-b325-47ba-bbdc-df1e971d264e,93f382c7-a132-4841-9c09-2a69f09dd784,2.0,
1.0,2023-10-06 18:47:09.376,2023-08-14 20:02:37.757,0.0,1.0,43.0,xoyixJvqZs,com.sec.android.app.shealth,38.0,63d50dd4-4577-494d-a7aa-8bcdeade46e1,ce9df0a2-a045-4f63-a73a-b4c17b595ca5,1.0,
0.0,2023-10-06 00:45:58.659,2023-10-06 00:45:58.659,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,5cc96226-bfeb-42fc-b252-b411b6212ae4,d8b48818-e8ab-40d6-8e90-ff37e02f3d89,0.0,
0.0,2023-10-06 12:28:59.570,2023-08-22 12:40:49.349,0.0,1.0,38.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,d79cad57-9a16-4ec8-ade3-c5263f35506f,52939783-2529-4ed0-b46c-87525316a5c3,0.0,
0.0,2023-08-26 23:07:19.879,2023-08-26 23:07:19.879,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,b7637775-77d0-4abb-a899-7825ae70fd5d,ef548983-d848-41a8-80e9-12625a1d5e9b,0.0,
0.0,2023-04-12 14:22:33.118,2023-04-12 14:22:33.118,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,274c96d0-41f2-4de4-82fb-fcc094ad5591,d7cab51f-47dc-40af-80cf-d500d978648d,1.0,
0.0,2023-04-12 14:22:33.137,2023-04-12 14:22:33.137,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,5b8f500c-da89-4150-862a-bb751e745775,29fc41c1-4892-4077-a74b-f905fd0ceb38,1.0,
0.0,2023-04-12 14:22:33.137,2023-04-12 14:22:33.137,0.0,2.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,ba4f72e6-13e9-40d5-afca-8fadfbfc1601,04cb6e49-e93b-4174-a1b7-83f8cb9a82a8,0.0,
0.0,2023-09-07 19:05:06.563,2023-09-07 19:05:06.563,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,b6842e39-b91b-40c6-ad31-a6cf404390c3,550b1d1f-7b59-4928-abe0-4879c2d27833,1.0,
0.0,2023-09-24 18:39:26.950,2023-04-12 14:22:33.108,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,1.0,4e478c6c-fdeb-42c0-86a3-1eab35b9ed7a,4a5eb48d-35f9-4e63-973f-4bdc3b161c70,1.0,
0.0,2023-08-27 17:16:31.643,2023-08-27 17:16:31.643,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,586a6ede-15b4-4316-8a44-003184a67ee7,600934be-53a3-4589-bbbf-b238e43c7a45,1.0,
0.0,2023-10-06 16:28:27.913,2023-04-12 14:22:33.117,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,2.0,0a2ef957-6a3b-488b-88fb-7d4ae4f5dcc7,0cb0b176-bca3-4a29-ab15-46fc81e9914a,30.0,
0.0,2023-04-12 14:22:33.117,2023-04-12 14:22:33.117,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,f17d6db1-3f28-406c-934a-8bdf5d5f0e70,27021c24-7c3b-4c05-a5b5-b111720dcb3b,1.0,
0.0,2023-04-12 14:22:33.119,2023-04-12 14:22:33.119,1.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,610a1a05-9a1d-48f5-92b3-74481a0d8ce7,fa3a5e16-06b5-4206-8983-be2b77b25320,0.0,
0.0,2023-09-07 19:06:06.062,2023-09-07 19:06:06.062,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,1.0,ebfb46fa-2454-4d42-ace6-92367b4a4061,911e2b68-a95b-4e19-b905-7c3aba29c7c7,0.0,
0.0,2023-04-12 14:22:33.119,2023-04-12 14:22:33.119,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,a788d0b3-c3c7-4d71-91f2-3e82bccc9b05,f24ed047-f5a6-46ed-a948-56b129493126,1.0,
0.0,2023-04-12 14:22:33.122,2023-04-12 14:22:33.122,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,b0fbdc4c-1dfb-4ebb-bf75-65e33bda9538,c044e6d7-fdfc-4d95-b488-6d62dfe0a18e,1.0,
0.0,2023-09-09 23:49:51.344,2023-04-12 14:22:33.122,0.0,7.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,1.0,42ebb27d-c604-48b1-830d-f38d2cc9ca04,da6e68f6-8d12-4dad-8b4d-6f333ea1f156,0.0,
0.0,2023-08-24 23:42:16.739,2023-08-24 23:42:16.739,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,a086350d-55e2-40fa-ab39-646e8b8e8c0c,c0907bb9-60eb-4314-85c9-a95508096146,0.0,
0.0,2023-09-28 00:52:02.325,2023-04-12 14:22:33.117,0.0,2.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,07d0c0c8-b572-46dc-8a99-cd3b2a94c294,7bc353ca-d6eb-4d36-8a98-af5d7d18d4f2,0.0,
0.0,2023-10-03 22:58:34.380,2023-04-12 14:22:33.137,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,2.0,8d5d58ab-ddf3-4895-802d-6b59a0cce688,2095cb95-4857-48e0-97b9-4e159a360fde,0.0,
0.0,2023-10-03 22:57:03.860,2023-09-03 12:20:58.169,0.0,6.0,5.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,78c5ac77-ce18-41b0-aa11-991c8791696d,849c70a5-bc9e-4062-92d7-c4f25d8f4c8c,0.0,
0.0,2023-04-12 14:22:33.137,2023-04-12 14:22:33.137,0.0,0.0,1.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,afa12b18-cf64-4f91-a631-feb946b50c56,9f1df49e-2d11-419a-b775-c66dcaedb946,0.0,
0.0,2023-04-12 14:22:33.119,2023-04-12 14:22:33.119,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,e13dcb39-c38d-486b-a955-48848bf93444,a6d2de18-42df-4c2d-b216-8661ca0ad07b,2.0,
0.0,2023-04-12 14:22:33.134,2023-04-12 14:22:33.134,0.0,0.0,1.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,aa821201-6a10-4b0a-83ba-91914e0c26da,60bb8aa3-8963-4108-a155-1cf494400600,0.0,
0.0,2023-04-12 14:22:33.136,2023-04-12 14:22:33.136,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,6fd1dc48-a2f0-4a66-9e4f-ad8b86ae6b9f,2ff5c460-c94e-4629-bb40-e6e3062e2cd2,1.0,
0.0,2023-10-05 12:22:13.660,2023-08-29 22:26:51.555,0.0,2.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,396e43c3-35c9-4975-a668-bde46cb36dd2,72075f2d-0531-4aad-8ccb-770277fa530b,1.0,
0.0,2023-09-03 00:12:39.439,2023-04-12 14:22:33.134,0.0,3.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,1.0,da1340d5-81ff-4987-bcf0-15fae1075876,b9ea2c60-bb18-4df3-b2b6-a2647e14e597,0.0,
0.0,2023-04-12 14:22:33.121,2023-04-12 14:22:33.121,0.0,4.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,6c850c8a-db57-4346-863a-dc6bef2e7fb5,11abc3c2-fd0c-4315-8a3f-e15c5ca4241a,2.0,
0.0,2023-09-29 23:47:05.028,2023-09-29 23:47:05.028,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,ef325713-aa6d-4a71-892a-efd701c769c4,964c008c-5ee5-4e27-8978-7dfde704a236,0.0,
0.0,2023-09-29 01:14:33.919,2023-04-12 14:22:33.118,0.0,3.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,5c9fae27-e7aa-42e5-877c-47558012ccbd,6db365fe-b5e6-457b-805b-c11eb152bb30,2.0,
0.0,2023-09-05 22:41:49.038,2023-09-05 22:41:49.038,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,f00f9765-dad4-47f9-84de-a36a264831ae,cb9f3139-67b5-4fa5-91fe-cc33318d8a2c,1.0,
0.0,2023-04-12 14:22:33.137,2023-04-12 14:22:33.137,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,1.0,2f35979d-99ef-4cb0-9e82-28b9567d9901,3d8e7b5f-1b6c-40f2-95e0-6c9194b6aa5a,0.0,
0.0,2023-04-12 14:22:33.119,2023-04-12 14:22:33.119,0.0,0.0,2.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,9cc2c896-05dc-468c-a2d4-9eb4210f37ec,6d630cc4-be4a-46d7-8372-64e806c7ee67,0.0,
0.0,2023-10-01 18:32:56.724,2023-10-01 18:32:56.724,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,76e70b34-f6c5-4481-b0c0-b9e90fa2eb1c,ac5d6515-c871-484f-af78-982762efafc8,0.0,
0.0,2023-04-12 14:22:33.119,2023-04-12 14:22:33.119,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,d25b8f0d-1151-4d9e-8738-d3668f8bcc08,45af4507-be77-4b65-a1fd-e10faa19fea5,1.0,
1.0,2023-09-21 16:22:12.262,2023-04-12 14:22:33.122,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,1.0,26026fd9-a2c9-49c9-b5b8-a65f6d46420a,bd6f4c4c-09fe-4769-86b3-5b1a200e5682,5.0,
0.0,2023-09-03 00:12:39.548,2023-09-03 00:12:39.548,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,20defb66-5403-44dd-bae7-5a0bda9f06d4,873277da-e202-4f20-b3a0-526ac4523f64,0.0,
0.0,2023-04-12 14:22:33.119,2023-04-12 14:22:33.119,0.0,0.0,6.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,e99e462a-2996-44cc-ac15-4ffa2d61aa5e,eff8f034-45b0-4eb7-a2b6-ada1c929af5e,0.0,
0.0,2023-08-21 16:34:41.632,2023-08-21 16:34:41.632,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,2813ce7e-fedb-41dd-bd58-24b7f1156db0,afb455f8-48db-418e-81b9-4b6ac32ac922,1.0,
0.0,2023-04-12 14:22:33.117,2023-04-12 14:22:33.117,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,51dea75c-9c2e-41a0-9cf6-a0fb3ba74df1,9ee7dc67-50d9-4c63-929c-9f08021f577d,1.0,
0.0,2023-04-12 14:22:33.137,2023-04-12 14:22:33.137,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,1.0,06442ad1-2aa5-4a05-aea5-48744ebe9bcf,cbbb0671-4d0f-4436-acaf-548b321a1695,0.0,
0.0,2023-09-02 00:52:30.929,2023-08-27 23:57:01.155,0.0,2.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,661cc944-0ff4-4094-be0b-d905ec08afb1,4d0d97fd-8ea7-49e3-b843-5ad028b4ec1c,0.0,
0.0,2023-09-10 17:51:54.714,2023-04-12 14:22:33.134,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,45c75a33-df1e-4aaa-9d16-f205ea95a0c5,a799aa5f-b771-4bf1-abc7-f1293ae769a5,2.0,
0.0,2023-09-21 03:10:49.484,2023-09-21 03:10:49.484,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,ac1fb799-575f-42ea-a0bb-43bf642224de,060ad98d-826a-449a-83a8-dbc5ca0e8852,0.0,
0.0,2023-09-17 14:33:45.722,2023-04-12 14:22:33.134,0.0,2.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,82162577-b98d-44e6-a3d5-98f33afeea45,2851a0e8-e9ff-4d5e-9578-e22369500a02,0.0,
0.0,2023-04-12 14:22:33.108,2023-04-12 14:22:33.108,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,e039cade-f364-44a9-a69c-dbc8cedaf961,67d13202-91f5-4c45-b192-e2554a7c3adb,1.0,
0.0,2023-09-21 16:22:12.232,2023-09-21 16:22:12.232,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,062374b7-d4d8-4024-b5c0-0142d3c362a4,3b05ec7d-7bdd-4067-9b2e-9b93986e9d43,1.0,
0.0,2023-04-12 14:22:33.119,2023-04-12 14:22:33.119,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,a5f47eee-7a21-43e7-9365-83c746ff29c8,327ffe7b-ec49-4bf4-892d-7885053baba2,1.0,
0.0,2023-09-07 23:13:11.288,2023-09-07 23:13:11.288,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,a67c79cc-efd7-4664-beaa-b6959d8b27fd,7e3287c4-3adc-4f70-aa4e-1f65fa85fb0b,0.0,
0.0,2023-04-12 14:22:33.108,2023-04-12 14:22:33.108,0.0,0.0,6.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,867999af-cf6c-4002-9892-9273e2ae7a1c,f5ace4d0-888d-4185-aa2d-21a439a82fd9,0.0,
0.0,2023-10-05 16:38:11.615,2023-10-05 16:38:11.615,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,67b28b2f-7874-4964-9dfe-192a652d67fa,f90abb6f-15ca-4495-adbe-848e8e755074,1.0,
0.0,2023-04-12 14:22:33.118,2023-04-12 14:22:33.118,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,a2785ef1-c85d-4d87-9b34-93eaf5a57f88,44120fc9-6059-4dd6-a3e2-1edf2f241488,0.0,
0.0,2023-04-12 14:22:33.117,2023-04-12 14:22:33.117,2.0,0.0,5.0,xoyixJvqZs,com.sec.android.app.shealth,2.0,a97a9103-0207-4b5c-8b46-177efb323fe8,84a7b13c-634d-46fa-97f1-13dfba4a4dfe,1.0,
0.0,2023-09-26 16:43:07.985,2023-09-26 16:43:07.985,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,9d41cf06-3cac-4dc2-ae33-d06e5961cd04,af7c3319-99b7-48b2-ab91-4bc8dd1a35a3,1.0,
0.0,2023-04-12 14:22:33.119,2023-04-12 14:22:33.119,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,dff3695d-63c5-49d6-8e90-f824a953a4a7,a329bd8a-75a9-431b-9bd4-d264dc9f9cac,2.0,
0.0,2023-04-12 14:22:33.108,2023-04-12 14:22:33.108,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,a74dc2b1-61e8-41b1-903b-fa477b5617c2,4dabffc7-8b63-453b-9156-542b5f57c425,0.0,
0.0,2023-09-05 23:08:36.294,2023-09-05 23:08:36.294,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,1b0b50d8-d786-4df8-8e06-3bc8d11ce9eb,d3e06aff-62d2-481e-b472-e9e53b02f404,0.0,
0.0,2023-09-07 19:06:06.080,2023-09-07 19:06:06.080,0.0,0.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,1.0,0771cd50-5270-414b-9f67-067ac16bc201,d130a8e9-fb87-41e7-a4f4-5b17153840b8,0.0,
0.0,2023-09-29 17:15:00.107,2023-04-12 14:22:33.137,0.0,3.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,e150d99e-b883-4648-9aa0-0d99ed7de06a,b4ac2d99-0f47-4bd0-bc31-b526fa3fde90,5.0,
0.0,2023-09-21 03:10:49.449,2023-04-12 14:22:33.122,0.0,1.0,0.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,2ebda7bc-804e-4862-a7cf-99c90996e466,2af8a29c-a1d2-4aac-a7f3-c2addf3252ac,1.0,
0.0,2023-09-07 12:33:06.433,2023-09-07 12:33:06.433,0.0,0.0,1.0,xoyixJvqZs,com.sec.android.app.shealth,0.0,7f7c655b-cdae-416c-918a-2f397146c981,d7a8e0e7-b356-4a7f-8ad8-40f51ef92565,0.0,
